,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0087291462345326,0.0127795485732026,0.0041986939724287,0.0028424445042103,0.0008125039616443,0000SET_000_IMG_0100,0.3545080044222996,3.869428979456057,-0.1574335421583377,-0.1926179228995633,-0.6757246581222494,0.1935134989546079,0.6769830149269278,-0.1927674734555658,-237.25111821664703,0.1883146501857169,1.4640089912397805,3.043696124823876,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.734
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.008744173703973,0.0127893522891651,0.0042182868016111,0.0028602519354482,0.0008312200295995,0000SET_000_IMG_0101,0.3538792895865529,3.865550672309354,-0.1572927152334887,-0.1918524312162033,-0.670771797173619,0.197051568253261,0.6780600916836137,-0.1955509026751433,-235.25768835161983,0.18785490989637,1.462614161399165,3.031883058373469,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.504
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0087303054595529,0.0127761022947451,0.004200730370918,0.0028775556331774,0.0008299309584616,0000SET_000_IMG_0102,0.3545349735105005,3.867886289448215,-0.1567346555950402,-0.1869343421521861,-0.6700509519037926,0.1975682524656378,0.6850131713044362,-0.193352039684981,-232.9736440286403,0.1881205304676537,1.4634198487024526,3.041400224874013,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.063
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0086946961483452,0.0127380959460648,0.0041782853936219,0.0028240700010379,0.0008182742703032,0000SET_000_IMG_0103,0.3545593292629078,3.87272818644162,-0.1567696410490093,-0.1933942675370011,-0.6724649257323605,0.1958397268775094,0.6758920789251991,-0.1956381075520836,-239.0862265284141,0.1886548322733079,1.4650421048341236,3.0486419059620347,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.377
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0086605205734137,0.012693395440534,0.0041640383009132,0.0028235853276834,0.0008038519101635,0000SET_000_IMG_0104,0.3542379415788008,3.874957259400915,-0.1573569170429879,-0.1918324518430048,-0.6763809681739003,0.1930462335053955,0.6780882219705255,-0.1918739469072053,-238.69315290695653,0.1888587959457251,1.4656619464077631,3.048337820944216,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.392
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0086307595966893,0.0126298081575435,0.0041314224895244,0.0027414637954087,0.0008023433332006,0000SET_000_IMG_0105,0.3562474624349339,3.869536561268269,-0.1565846780202287,-0.2022379880142641,-0.6747541889787332,0.1942051037469576,0.6635641361685792,-0.1997064454672359,-248.90397564667717,0.1880969787393388,1.463348389681507,3.0570120072608247,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.394
3585,-18.4752974,-45.398006,670.428,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0106,0.0086260260754337,0.0126653474903445,0.0041520496621516,0.0028285716063497,0.0008229289679164,0000SET_000_IMG_0106,0.3532454531305091,3.882319737579241,-0.156360071554337,-0.1895931615390507,-0.6691728631987502,0.198198247823933,0.6812470554323594,-0.1955337604405297,-237.6070937636426,0.1897163375782967,1.4682714125354313,3.0503843934711736,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.676
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0088215690238907,0.01302016121652,0.0038354839884817,0.0024775206266693,0.0007065865534238,0000SET_001_IMG_0203,0.3829510981079594,3.898440128806772,-0.1432531855589415,-0.2151057134590608,-0.6888702864014211,0.1842235701011247,0.6459473261026549,-0.2051014545681773,-290.27081477045965,0.1922280032953265,1.4759461929344555,3.3946592543785097,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.775
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0088259923199302,0.0130366934984661,0.0038675859455132,0.0025652948481745,0.000726958014267,0000SET_001_IMG_0204,0.3803423295178648,3.901261626632977,-0.1436524294102752,-0.202442908411513,-0.6835559652358719,0.1879616961351166,0.6632806314622451,-0.2010162713334504,-276.51703040393244,0.192597616482821,1.4770796331906622,3.370757284292548,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.932
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0088429911909078,0.0130485114238858,0.003887186065153,0.0025613186182693,0.0007472653728337,0000SET_001_IMG_0205,0.3797985045775419,3.897105545574135,-0.1434310265297841,-0.2056085111161067,-0.677517228162681,0.1922381281237402,0.658913305239091,-0.2072465715235523,-277.3399906617565,0.1921074266567723,1.4755766620351312,3.356801348116638,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.423
