,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0087048533968989,0.0126939165633798,0.0041398842915823,0.002839908812934,0.00078208224754,0000SET_000_IMG_0100,1.3903966706977011,4.079259683706834,1.141927402529329,0.5698489349292122,0.3596186474461244,3.854995202073624,-0.1569156568473418,-0.1862484258748509,-0.6822074098539226,0.1889140353826366,0.6859874848938259,-0.1855455248644483,-237.2455396450596,0.1864155357474083,1.4582573634039608,3.0662491193752843,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0086724431541604,0.0126756283525996,0.0041148235380442,0.0028196967811363,0.0007709233813253,0000SET_000_IMG_0101,1.3881124287174558,4.092066850607576,1.140658345973145,0.5719520838977983,0.3595576873458501,3.864242339617377,-0.1566371068065812,-0.1867651542278492,-0.6844194371718351,0.1873527197940848,0.6852533905929095,-0.1845130346694354,-239.3403016941032,0.1875197577997416,1.4615983209435932,3.0804792077728806,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0086987365718442,0.0126857701358527,0.0041336573721847,0.0028650570120266,0.0007885149621704,0000SET_000_IMG_0102,1.3850192623985789,4.015871350894659,1.1415781360342634,0.5640588532929862,0.3598582625076589,3.855338153654376,-0.1564283177413808,-0.1812619133336817,-0.679606926126161,0.1907547944046601,0.6931046175489803,-0.1845708281783191,-234.07397073390337,0.1864449630990763,1.4583462817937958,3.068897345294024,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0086854342928608,0.0126743719287682,0.0041311088698524,0.0028301585676793,0.0007844149005087,0000SET_000_IMG_0103,1.3900280836267085,4.038197352875199,1.141623031564318,0.5729156017510738,0.3593334209067216,3.85797002126116,-0.1566818506974481,-0.1868841146885151,-0.6808417832343933,0.1898799874854729,0.6850844789719663,-0.1868490429613447,-238.20180218424133,0.1867497108596514,1.459267493300387,3.0680314482297923,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0086497177789292,0.0126318279313272,0.0041139698423383,0.0028273779700381,0.0007644614499539,0000SET_000_IMG_0104,1.3866880871899847,4.138656529948339,1.1409903499918286,0.5687234850274221,0.3590729672102443,3.861495968165414,-0.1573902778485748,-0.185351880798454,-0.6865953811169874,0.1858208687109371,0.6872626874753835,-0.1819982998176697,-238.07387518186164,0.1871156450106378,1.4603745756998523,3.0704716892497963,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0086129624620552,0.0125617771742513,0.0040733433812137,0.0027529398881637,0.0007695604649541,0000SET_000_IMG_0105,1.3897992241059134,3.987763158649874,1.1386646912391991,0.5890253648296301,0.3613835063200019,3.85725329960254,-0.1560247244124262,-0.1934293437503991,-0.6821904834790163,0.1889259983588225,0.675842822596368,-0.1901922229569967,-247.14396284422003,0.1864870491925865,1.4584734613198171,3.08389840939665,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0088124637621563,0.0129231540088313,0.0038346576365612,0.0025308825943653,0.0007023855754514,0000SET_001_IMG_0203,1.3734265008467983,3.830954294229093,1.1190481118201274,0.6178998094074445,0.385185081149185,3.874240462318042,-0.1441078001146447,-0.204817658030281,-0.690377392222444,0.1831677406490132,0.6600022307688765,-0.1978222862867771,-281.6434351739688,0.1891223102092774,1.4664632227286647,3.370093300016316,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0087971219939999,0.0129300639012513,0.0038664304082089,0.0026167636174824,0.0007215075924207,0000SET_001_IMG_0204,1.3661567675353086,3.7783019783585727,1.1213681348766706,0.5995151642157881,0.381335438358803,3.8831262443071424,-0.1447459800339615,-0.1927548035388696,-0.6854763110043388,0.1866081931511949,0.6767905642182759,-0.1937088474115293,-268.47790577175334,0.1902198438019861,1.4698061377425804,3.3441863776467327,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0088161158595401,0.0129406123866993,0.0038867372267305,0.0026165900159395,0.000742018233252,0000SET_001_IMG_0205,1.3706819087901196,3.691909902066356,1.122441816745975,0.6055032585123733,0.3809231345091631,3.877711068460627,-0.1445400686117434,-0.1953072886225435,-0.6793875849925305,0.1909103162799048,0.6732099093152638,-0.1994160377945864,-268.74816393745124,0.1895733807252066,1.4678360167755733,3.329428163473985,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088297153828119,0.0129668464644807,0.0038996381223277,0.0026046429749832,0.0007448783938821,0000SET_001_IMG_0206,1.3755599210973335,3.705359905381562,1.123103092813414,0.6103534912655373,0.3802063419188978,3.8792933169258497,-0.1447365759126575,-0.1990988900956167,-0.6792439465841474,0.1910121838273242,0.6679191487205188,-0.2016205884534526,-270.67584468742865,0.1898065901702144,1.468546368971555,3.3251409637827543,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
