Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8495215,-43.9753111111111,854.298,89.9,2022:12:06 08:37:53, _Pampulha_2022-12-06_0000SET_000_DJI_2211.TIF
-19.8495149444444,-43.9753073611111,853.899,89.9,2022:12:06 08:37:55, _Pampulha_2022-12-06_0000SET_000_DJI_2221.TIF
-19.8497289722222,-43.9753010555556,853.62,90.0,2022:12:06 08:37:59, _Pampulha_2022-12-06_0000SET_000_DJI_2231.TIF
-19.8515910555556,-43.9752434722222,854.957,90.0,2022:12:06 08:38:14, _Pampulha_2022-12-06_0000SET_000_DJI_2241.TIF
-19.8517938055556,-43.97523725,855.155,89.9,2022:12:06 08:38:15, _Pampulha_2022-12-06_0000SET_000_DJI_2251.TIF
-19.8519563333333,-43.97523275,855.15,89.9,2022:12:06 08:38:17, _Pampulha_2022-12-06_0000SET_000_DJI_2261.TIF
-19.8523083611111,-43.9752222222222,854.661,90.0,2022:12:06 08:38:21, _Pampulha_2022-12-06_0000SET_000_DJI_2271.TIF
-19.8524355277778,-43.9752183333333,854.286,89.9,2022:12:06 08:38:22, _Pampulha_2022-12-06_0000SET_000_DJI_2281.TIF
-19.8525437222222,-43.9752149722222,853.88,89.9,2022:12:06 08:38:24, _Pampulha_2022-12-06_0000SET_000_DJI_2291.TIF
-19.8526324444444,-43.9752119166667,853.724,89.9,2022:12:06 08:38:25, _Pampulha_2022-12-06_0000SET_000_DJI_2301.TIF
-19.8526746944444,-43.9752102222222,853.792,89.9,2022:12:06 08:38:26, _Pampulha_2022-12-06_0000SET_000_DJI_2311.TIF
-19.8526870555556,-43.9752102777778,853.913,89.9,2022:12:06 08:38:27, _Pampulha_2022-12-06_0000SET_000_DJI_2321.TIF
-19.8526841944444,-43.9752135,854.031,89.9,2022:12:06 08:38:29, _Pampulha_2022-12-06_0000SET_000_DJI_2331.TIF
-19.85268225,-43.9752435277778,854.025,89.9,2022:12:06 08:38:30, _Pampulha_2022-12-06_0000SET_000_DJI_2341.TIF
-19.8526833055556,-43.9752418055556,854.043,89.9,2022:12:06 08:38:31, _Pampulha_2022-12-06_0000SET_000_DJI_2351.TIF
-19.8526906944444,-43.9752154444444,853.854,90.0,2022:12:06 08:38:32, _Pampulha_2022-12-06_0000SET_000_DJI_2361.TIF
-19.8524970833333,-43.9766166111111,854.737,89.9,2022:12:06 08:38:46, _Pampulha_2022-12-06_0000SET_000_DJI_2371.TIF
-19.8524822222222,-43.9767328611111,854.822,89.9,2022:12:06 08:38:47, _Pampulha_2022-12-06_0000SET_000_DJI_2381.TIF
-19.8524676388889,-43.9768338055556,854.678,90.0,2022:12:06 08:38:49, _Pampulha_2022-12-06_0000SET_000_DJI_2391.TIF
-19.8524645,-43.9768560555556,854.595,89.9,2022:12:06 08:38:50, _Pampulha_2022-12-06_0000SET_000_DJI_2401.TIF
-19.8524658888889,-43.9768509166667,854.577,89.9,2022:12:06 08:38:52, _Pampulha_2022-12-06_0000SET_000_DJI_2411.TIF
-19.8524791666667,-43.9768835833333,854.661,89.9,2022:12:06 08:38:53, _Pampulha_2022-12-06_0000SET_000_DJI_2421.TIF
-19.8525265833333,-43.97702575,854.326,89.9,2022:12:06 08:38:55, _Pampulha_2022-12-06_0000SET_000_DJI_2431.TIF
-19.8528749444444,-43.9779901388889,854.112,90.0,2022:12:06 08:39:07, _Pampulha_2022-12-06_0000SET_000_DJI_2441.TIF
-19.85292325,-43.9781251666667,854.252,89.9,2022:12:06 08:39:08, _Pampulha_2022-12-06_0000SET_000_DJI_2451.TIF
-19.8529610555556,-43.9782291944444,854.07,90.0,2022:12:06 08:39:10, _Pampulha_2022-12-06_0000SET_000_DJI_2461.TIF
-19.8529960833333,-43.9783259722222,853.872,89.9,2022:12:06 08:39:11, _Pampulha_2022-12-06_0000SET_000_DJI_2471.TIF
-19.8530273333333,-43.9784161666667,853.84,90.0,2022:12:06 08:39:12, _Pampulha_2022-12-06_0000SET_000_DJI_2481.TIF
-19.8530622222222,-43.9785124722222,853.991,90.0,2022:12:06 08:39:14, _Pampulha_2022-12-06_0000SET_000_DJI_2491.TIF
-19.8530635833333,-43.9785086388889,854.223,89.9,2022:12:06 08:39:16, _Pampulha_2022-12-06_0000SET_000_DJI_2501.TIF
-19.8530959722222,-43.9785110277778,854.284,89.9,2022:12:06 08:39:17, _Pampulha_2022-12-06_0000SET_000_DJI_2511.TIF
-19.8531616666667,-43.9785172777778,854.328,89.9,2022:12:06 08:39:18, _Pampulha_2022-12-06_0000SET_000_DJI_2521.TIF
-19.8542414722222,-43.97862675,855.027,89.9,2022:12:06 08:39:27, _Pampulha_2022-12-06_0000SET_000_DJI_2531.TIF
-19.8544487777778,-43.9786483333333,855.157,89.9,2022:12:06 08:39:29, _Pampulha_2022-12-06_0000SET_000_DJI_2541.TIF
-19.8547076944444,-43.9786750277778,855.038,90.0,2022:12:06 08:39:31, _Pampulha_2022-12-06_0000SET_000_DJI_2551.TIF
-19.8549344722222,-43.9786984444444,854.966,89.9,2022:12:06 08:39:32, _Pampulha_2022-12-06_0000SET_000_DJI_2561.TIF
-19.8552567222222,-43.9787363888889,854.987,89.9,2022:12:06 08:39:35, _Pampulha_2022-12-06_0000SET_000_DJI_2571.TIF
-19.8558328333333,-43.9787926666667,855.073,89.9,2022:12:06 08:39:40, _Pampulha_2022-12-06_0000SET_000_DJI_2581.TIF
-19.8560536388889,-43.9788147777778,854.091,90.0,2022:12:06 08:39:43, _Pampulha_2022-12-06_0000SET_000_DJI_2591.TIF
-19.8560856388889,-43.9788175833333,853.952,89.9,2022:12:06 08:39:44, _Pampulha_2022-12-06_0000SET_000_DJI_2601.TIF
-19.8560952777778,-43.9788176111111,854.018,89.9,2022:12:06 08:39:45, _Pampulha_2022-12-06_0000SET_000_DJI_2611.TIF
-19.8560925555556,-43.9788174166667,854.177,90.0,2022:12:06 08:39:46, _Pampulha_2022-12-06_0000SET_000_DJI_2621.TIF
-19.8561008333333,-43.9788235277778,854.305,89.9,2022:12:06 08:39:47, _Pampulha_2022-12-06_0000SET_000_DJI_2631.TIF
-19.8573183888889,-43.97981675,854.153,89.9,2022:12:06 08:40:01, _Pampulha_2022-12-06_0000SET_000_DJI_2641.TIF
-19.8574071388889,-43.9798885833333,854.342,90.0,2022:12:06 08:40:02, _Pampulha_2022-12-06_0000SET_000_DJI_2651.TIF
-19.8574695277778,-43.9799392777778,854.483,90.0,2022:12:06 08:40:03, _Pampulha_2022-12-06_0000SET_000_DJI_2661.TIF
-19.8575498333333,-43.9800051388889,854.239,90.0,2022:12:06 08:40:04, _Pampulha_2022-12-06_0000SET_000_DJI_2671.TIF
