,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
356,-19.8578095,-43.98036975,841.593,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2561.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2561.TIF,0.056866314397043,0.0936749449792298,0.104111577708761,0.0499452008205798,0.117705685279012,0000SET_000_DJI_2561.T,-0.5043532539271149,4.015430689570927,0.0903015400998671,-0.3516000880017426,0.0612851650369535,1.1305724864556257,0.4797276337536176,-0.2868299985851555,-2.4368406496699606,0.2445085867800858,1.6472835627290243,0.8997553109921514,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,12.945
386,-19.8580144722222,-43.9805247222222,841.603,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2571.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2571.TIF,0.0571561013335837,0.1006026691979066,0.0997904471381192,0.0457540977906986,0.0719142634470317,0000SET_000_DJI_2571.T,-0.4237894098084492,4.265099261731839,-0.1767013244155774,-0.3712701796817492,-0.1623495569579222,0.7206527830013199,0.4585017815119186,-0.3135476966375555,-4.360020969532677,0.2753987478347551,1.7601387577286456,1.008139276685104,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,40.911
416,-19.8581891111111,-43.9806590555556,841.471,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2581.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2581.TIF,0.0580117164841518,0.1005253269657329,0.1048856550458577,0.0463559031505887,0.0718927297357946,0000SET_000_DJI_2581.T,-0.4662898393524679,4.203648236833264,-0.2081086198664511,-0.386995165834282,-0.1866343860467686,0.6854391070386311,0.4419660927923952,-0.3116067056110986,-4.334328474607261,0.2681619989653718,1.7328452433086576,0.958427793789166,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,64.879
446,-19.8584225,-43.9808375833333,841.245,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2591.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2591.TIF,0.0606495873532705,0.1041739917299107,0.1049111728418621,0.0506796673550393,0.0772243005983517,0000SET_000_DJI_2591.T,-0.4248813427764917,4.163212532891469,-0.1679788316545276,-0.3485520446974411,-0.1520125196951194,0.7360922436236202,0.4830721645961514,-0.2504863423138904,-3.243620730431541,0.2640666136407268,1.7176372713489396,0.992973283092902,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,96.849
506,-19.8584982222222,-43.9807474166667,841.351,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2611.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2611.TIF,0.0606136765777745,0.1087395477439932,0.1111213245198129,0.0514884987570316,0.0762927348487467,0000SET_000_DJI_2611.T,-0.4644827846897905,4.32768185202432,-0.2056564899224627,-0.366723390758847,-0.1858376569421291,0.6865715035204042,0.4633538970087709,-0.2230712817868979,-2.9238862944046424,0.284174519611038,1.7939771002748452,0.9785659792473494,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,98.966
536,-19.8583933888889,-43.9805662222222,841.278,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2621.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2621.TIF,0.0603495081766075,0.1060988692390212,0.1146680189996533,0.0508844639629828,0.0745711600036315,0000SET_000_DJI_2621.T,-0.5119612604039747,4.251962667416661,-0.240896664891471,-0.3852769459885777,-0.2118845537547264,0.6503222141114774,0.4437546266770044,-0.2298447598694301,-3.082220524103917,0.2748561552401054,1.758073469770992,0.9252699241219297,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,80.449
566,-19.85825075,-43.9803185277778,841.282,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2631.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2631.TIF,0.0590792298136013,0.104418410695019,0.1122991416803446,0.0489500566700134,0.0714133504332408,0000SET_000_DJI_2631.T,-0.5096793899898154,4.275430633476926,-0.2500696103008784,-0.392864495814038,-0.2225531360264004,0.6359207146615269,0.4358898557688708,-0.2501297677464887,-3.5025631234080947,0.2773078604704831,1.7674301277194318,0.9298237647465034,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,59.508
596,-19.8581235555556,-43.9800971111111,841.367,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2641.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2641.TIF,0.0583069718233725,0.1077777785643733,0.1103851698848974,0.0479694737959907,0.0700225432685282,0000SET_000_DJI_2641.T,-0.4831997723020402,4.446967734391896,-0.2430242784008618,-0.3941513468634686,-0.2237300496240051,0.6343473796484006,0.434564478598078,-0.2588021494083165,-3.695983283781064,0.2978648348238171,1.84845439908732,0.9763791519889592,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,49.864
626,-19.857998,-43.9798790555556,841.435,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2651.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2651.TIF,0.0586164479122122,0.1017598367872848,0.1107031771487599,0.0497425377992167,0.0720433997100681,0000SET_000_DJI_2651.T,-0.5118594023045455,4.208926985469892,-0.2410566968247834,-0.3799455745471872,-0.2115485723628986,0.650779874305307,0.4493325221585469,-0.2192612008671921,-3.043459938725661,0.2690135200220654,1.73602871568893,0.9192133361316516,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,53.709
656,-19.8578559722222,-43.9796332222222,841.788,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2661.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2661.TIF,0.0573614991065961,0.1048234552854971,0.1084161144598752,0.049166694070989,0.0710546962983972,0000SET_000_DJI_2661.T,-0.4870533528419453,4.4063190852736085,-0.2303630339911446,-0.3759891129068282,-0.2081754576336079,0.6553886998477014,0.4534998723753893,-0.2064618966687966,-2.9056755911213976,0.292640931810225,1.827418336656464,0.9668623138518052,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.041
686,-19.8577228333333,-43.9794046111111,841.91,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2671.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2671.TIF,0.0575231040337001,0.1047232525009912,0.109336948845506,0.0472310544163088,0.069523311477273,0000SET_000_DJI_2671.T,-0.4947692472721423,4.391619400636451,-0.2453900242728723,-0.3966704124427199,-0.2225963290916807,0.6358629192726972,0.4319770664448178,-0.2633676125201369,-3.7881914270759545,0.2909165387464268,1.8205424456864971,0.9578029532264156,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,93.227
895,-19.8584813055556,-43.9781451666667,840.763,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2741.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2741.TIF,0.0565939363052724,0.1049291309237911,0.1144563261391416,0.0455896197544632,0.0663340930254452,0000SET_000_DJI_2741.T,-0.5514425719955122,4.463205542719933,-0.2979279302903032,-0.4302933510759438,-0.2661768988426715,0.5795581184809703,0.3983145474985898,-0.2829202275487633,-4.2650802120749205,0.2992463890620171,1.854070202111312,0.916761305060862,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,70.772
925,-19.8586673333333,-43.9780164166667,840.563,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2751.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2751.TIF,0.0568295432138714,0.1048300907662898,0.1106314577371923,0.0461040228329556,0.0670352762958281,0000SET_000_DJI_2751.T,-0.5132296855801443,4.443267390476743,-0.26967883303951,-0.4116964114922087,-0.24538179124327,0.6059332279167109,0.416735201505496,-0.2744155954037931,-4.093599826348015,0.2969235199326815,1.844640742083284,0.9475613257787512,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,46.115
955,-19.8589344166667,-43.9778304444444,840.342,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2761.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2761.TIF,0.0557911796210172,0.1054729815047511,0.1121257485687701,0.045109744104051,0.0652596690010962,0000SET_000_DJI_2761.T,-0.5341137431031593,4.539033871437397,-0.2906168316661723,-0.4262142301685498,-0.2642048044857739,0.5820221477591339,0.4023138724142727,-0.2769737316364736,-4.244179228549584,0.3080771421059113,1.8904956342779704,0.9406669105986956,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,10.821
985,-19.8592053611111,-43.9776396388889,840.11,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2771.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2771.TIF,0.0560024663551615,0.1080125263914474,0.1111075986793608,0.045928117174829,0.0661520287211985,0000SET_000_DJI_2771.T,-0.5101735341741124,4.614076098066189,-0.2740942715378182,-0.4150615110071648,-0.2536142641018574,0.5953870797991319,0.4133661218560792,-0.2591041514133104,-3.9167982663890726,0.3171055228873961,1.9287101697708064,0.972143468811298,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,25.679
1015,-19.8593563333333,-43.9775344444444,840.257,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2781.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2781.TIF,0.0544645480540346,0.106907027578137,0.1118203884157176,0.0452825508059426,0.0656124158919456,0000SET_000_DJI_2781.T,-0.5365020584803216,4.6849009822383785,-0.286345177846549,-0.4235301894377368,-0.2604251942253517,0.5867661239738909,0.4049579101585166,-0.2442746502015113,-3.722994297356728,0.3249796583980759,1.962873674671346,0.9560602417216252,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,45.708
1045,-19.85951825,-43.9774214166667,840.173,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2791.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2791.TIF,0.0541811298652276,0.1053795464021921,0.1107664411023329,0.0447858456637195,0.0648577255260381,0000SET_000_DJI_2791.T,-0.5369667375596923,4.651059202832981,-0.2877194848394408,-0.4241698840329292,-0.2614031796286885,0.5855358796453388,0.4043268450084404,-0.2511208656440491,-3.871872835615133,0.3208711427818044,1.9449492224380995,0.9513670869395898,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,67.228
1075,-19.85972675,-43.9772755277778,840.083,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2801.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2801.TIF,0.0538925186241572,0.1051292590347395,0.110068349115761,0.0444670339536004,0.0645083011071357,0000SET_000_DJI_2801.T,-0.5343501039329188,4.663114262674677,-0.2865019413023545,-0.4245067625238694,-0.2609744656599548,0.5860749400292274,0.4039947388220892,-0.2537188027401789,-3.933118658927345,0.3221995198700748,1.95072083692922,0.9551270631321366,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,94.971
1241,-19.8610445833333,-43.9763571111111,840.073,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2861.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2861.TIF,0.0552246651143357,0.1066181530367547,0.1139962341349213,0.0451799302187782,0.0696265325310353,0000SET_000_DJI_2861.T,-0.5512341692912759,4.620066004790232,-0.2741530462134198,-0.4323279442971683,-0.2416350783157656,0.6107792337124767,0.3963282696277937,-0.2803074236990254,-4.025870792489648,0.3175518599437632,1.9306256147686047,0.9352778523417344,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,95.639
1271,-19.8612413611111,-43.9762194722222,839.931,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2871.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2871.TIF,0.0541735628889845,0.1084695527654422,0.1102393312979523,0.0437277809475405,0.0673522697023944,0000SET_000_DJI_2871.T,-0.5168802394733395,4.760855108984526,-0.2636881458092667,-0.4319854375417685,-0.2414926232658613,0.6109640625482048,0.3966622477902561,-0.2969944633550321,-4.409568744562648,0.3338351559362784,2.002259902818725,0.9839460334921049,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,71.062
1301,-19.8615293888889,-43.9760198611111,839.994,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2881.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2881.TIF,0.0537647310506251,0.1077060027162659,0.1106785197976419,0.0432223065409258,0.0683454654639791,0000SET_000_DJI_2881.T,-0.5284179833221274,4.763999226856482,-0.2621716848997378,-0.4383096235514592,-0.23646582479883,0.6175133674441792,0.3905211835137561,-0.3100593189102341,-4.536647995669124,0.3340622192471963,2.003283576641525,0.9731427824765748,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,39.263
1331,-19.8616661111111,-43.9759246388889,840.03,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2891.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2891.TIF,0.0541387531684513,0.1096026712891697,0.112898550065257,0.0442141306594429,0.0707198920971526,0000SET_000_DJI_2891.T,-0.5361164669223897,4.802670248036378,-0.2575930807235705,-0.4371666188177778,-0.229708178935521,0.6264021287808876,0.3916270902849194,-0.2932150423352166,-4.146146630602996,0.3387286894836644,2.024477197473386,0.9708067218384804,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,29.943
1361,-19.8620655833333,-43.9756464166667,840.059,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2901.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2901.TIF,0.0526380904340843,0.1069820807557943,0.1129036885493295,0.04385986777213,0.0708445026752893,0000SET_000_DJI_2901.T,-0.5633242285949942,4.821947109889301,-0.2634954314389756,-0.4404328556799144,-0.228895781742014,0.627477309072468,0.3884715223716264,-0.2693675676277742,-3.8022366938250833,0.3404581633800171,2.0324080883929843,0.9475516887922758,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,52.884
1391,-19.8621671388889,-43.9755763333333,840.079,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2911.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2911.TIF,0.051679637955214,0.1044536503247299,0.1115663113549505,0.0415382618541453,0.0652746448967443,0000SET_000_DJI_2911.T,-0.5733325088549638,4.803939446119768,-0.2964881286251152,-0.4573870527379184,-0.2617700528169506,0.5850748680672222,0.3723190392303145,-0.3083710679052902,-4.724209046147884,0.3380061545549027,2.0211761238584973,0.9362472332029378,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,64.636
