,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0679930052303903,0.0941683935484843,0.0931263307890724,0.0578720189261192,0.0832078108735429,0000SET_000_DJI_2451.T,3583.93762425274,801.725398743848,5420.450913511686,inf,773077.8424666027,-0.2668976777833823,3.331205581472558,-0.0611644940794727,-0.2334748156483086,-0.0562484373247857,0.8934939256009713,0.6214356180014987,-0.2140198537456625,-2.572112539661985,0.1614156544973265,1.3849717809854152,1.0111897757656976,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0660879364391487,0.0930114364421202,0.0958870424527129,0.0557222287661039,0.0813681501370678,0000SET_000_DJI_2461.T,8195.971540975612,1407.2270854184171,11825.545095376088,inf,1544198.1915812124,-0.3203810967064011,3.3964460077467127,-0.0912567538935562,-0.2649232026756421,-0.0819095457995748,0.848583375352252,0.5811236569694341,-0.2290354614999663,-2.8148048236828203,0.1692244256868548,1.4073890251931478,0.9700104838251652,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0637842621197222,0.0906016770368814,0.0927265536798293,0.0524667986053935,0.0777744001197285,0000SET_000_DJI_2471.T,7708.120946914186,1203.0581029505436,8837.32469866087,inf,1362019.3603053377,-0.3194454286792671,3.437012188756132,-0.0968491926258508,-0.2772837353830646,-0.0876954247287006,0.8387500347340816,0.565822803967819,-0.2630193328732891,-3.3818239995215453,0.1737037392372667,1.4204393689907908,0.9770844859576604,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0616279528391703,0.0918699771326376,0.0896667219344994,0.0492461349776791,0.0741049153869436,0000SET_000_DJI_2481.T,7453.468968862524,1054.3358995441886,6596.1279681499545,inf,1153166.147158423,-0.3052005668277028,3.6250603863197375,-0.1013812143943175,-0.2909780120811598,-0.0950213773402768,0.8264483610884812,0.5492130627196663,-0.3023302020205962,-4.0797590880707375,0.197019101814739,1.4907192742940778,1.024571604164895,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.0597474208170236,0.0966381140479891,0.0963894174182309,0.0463431085756648,0.071081082076549,0000SET_000_DJI_2491.T,56896.97400780965,4383.977588179431,35675.22023462097,inf,3241686.0961644794,-0.3791671325768155,3.938423078433408,-0.1618329685256843,-0.3506300227931681,-0.1511211551767705,0.7374365773799652,0.4807904209502937,-0.3441075822079797,-4.841057172390844,0.2358958151903783,1.6174441126746408,1.0025801237980214,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.0593504036001232,0.0967496960313824,0.0955251256790423,0.045964457471801,0.0709798568458768,0000SET_000_DJI_2501.T,51129.26554735279,3819.014339620629,31695.849987110043,inf,3443282.65850475,-0.3739001109335291,3.969053473050513,-0.1572405712174929,-0.3502778586491715,-0.1474146206375059,0.7430490809754505,0.4811766238993324,-0.3482878921351416,-4.906855375763886,0.2395853206983535,1.6301438602379037,1.0128193534804086,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0577607376537743,0.0948901948187922,0.0971734483983744,0.0440734722356645,0.0692258701566425,0000SET_000_DJI_2521.T,120678.6534892827,6317.558258966031,61074.8127163106,inf,5471431.624400428,-0.4153507200598006,4.002665371440848,-0.1830816084058606,-0.3759372305205032,-0.1679548839768327,0.7123949113428867,0.4535546794118072,-0.3721989252322785,-5.376587168786415,0.2432311192837985,1.6428148024628235,0.9765033183733304,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.0581671030391916,0.0926836928406261,0.0966918537839996,0.0481621303529912,0.0732853430865563,0000SET_000_DJI_2531.T,40202.515180734,3585.338704217256,50750.1891268563,inf,3514471.0685537667,-0.4156583489940683,3.886108037427413,-0.155163322546148,-0.3350251200899868,-0.1377038280921189,0.7579267561698506,0.4980991517711597,-0.2617278328799952,-3.571353040823894,0.2288127788794282,1.5934039688752943,0.9585470669294712,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0553010437423278,0.0952213907693215,0.096619076991246,0.0424789056910307,0.0666392861220354,0000SET_000_DJI_2541.T,163078.96422438996,8001.064177497463,87469.4619043553,inf,4328727.968092955,-0.433915456549182,4.187294645413866,-0.1991715784193644,-0.3892232673415588,-0.1836340282819586,0.6897114751786869,0.439653399865116,-0.3637341988745333,-5.458254732927856,0.2652119410406172,1.7218733015781833,0.9855340553289376,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0569134712803513,0.0928151601211047,0.0992395206834117,0.0500792177850211,0.0630013816669241,0000SET_000_DJI_2551.T,46175.532350737805,22672.9408251788,116371.15449296348,inf,31344.27011804491,-0.456025172480806,3.9773102632959914,-0.2420254474865601,-0.3292306337612374,-0.2233600682165622,0.6348416561574046,0.5046297829750809,-0.1510666316270027,-2.3978304543487994,0.2397783810932789,1.6308117925878127,0.935264091179948,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
