,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0522084322536075,0.0735094447459037,0.0709430258380572,0.0426907991867152,0.0623589904713889,0000SET_000_DJI_2451.T,625.4793543841672,177.31414703001116,663.9361610865644,inf,42895.30084104683,-0.2548596802656938,3.435803942811111,-0.0682801489457356,-0.2486251487634334,-0.0643953902898317,0.8790009974163886,0.6017617472951631,-0.2662889198602547,-4.270257068745067,0.1694350318402132,1.4079994662322834,1.0361757745392042,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0513160712223463,0.0732707879954226,0.0739169667438358,0.0417687499741628,0.0619026949714347,0000SET_000_DJI_2461.T,1266.404102741716,287.8889945467254,1309.0901518851151,inf,80931.65146579155,-0.308457110122815,3.4914375249254554,-0.0964328970794665,-0.2778927051819122,-0.08845752979114,0.8374625975381624,0.5650766233267553,-0.2757313932124757,-4.454271229058982,0.1762201640760606,1.427833157334847,0.9912580456574662,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0501219996666247,0.0723367002809613,0.0724597378392095,0.0403066070766345,0.0601800134121649,0000SET_000_DJI_2471.T,1229.138893740827,269.6899416572028,1165.8431421079454,inf,73328.62334479945,-0.3088022827392362,3.5357018302935543,-0.1002764559177951,-0.2851305572293794,-0.0925795194215381,0.8305303773760028,0.5562621157431753,-0.2923851585761929,-4.858509362131343,0.181405654509192,1.44321257655506,0.9983019872564096,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0494997083711141,0.0747332135261251,0.0718013224498297,0.0392513166454067,0.0591263764506327,0000SET_000_DJI_2481.T,1303.9789457408272,268.7962708258575,1119.4832649412915,inf,76397.60607101781,-0.2984163670537123,3.7081267982746393,-0.1020256611985769,-0.2931042978322091,-0.0968087433418738,0.8234719700594169,0.5466656505224271,-0.3118746759603683,-5.274713159883333,0.2031144785911354,1.5097707842201389,1.0408333854622804,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.0493562751727676,0.0799224130329428,0.0794530994820406,0.0386216656829845,0.058820657869082,0000SET_000_DJI_2491.T,7530.459670945755,977.8599247580572,5550.790324848732,inf,219571.3212395509,-0.3765755207724716,3.973317998372119,-0.1595966195149498,-0.3458099937102459,-0.1492144424814177,0.7403192355306125,0.486093883495564,-0.3312399805516138,-5.631354570852633,0.2364360149720722,1.6192958798689925,1.005906799784548,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.0495651217553165,0.0805370801027067,0.0796634755422365,0.0391424852566185,0.0598107740494735,0000SET_000_DJI_2501.T,7006.825208590603,904.4175352150646,5602.07470255139,inf,257205.96432050213,-0.3737204496181933,3.985641413446258,-0.15259312455317,-0.3410686636693444,-0.1423395469119125,0.750792927905369,0.4913479482308763,-0.3213160655186426,-5.372210452465648,0.2380586792926764,1.624874049544084,1.0109661868820552,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0499135915667323,0.0806360803916502,0.0841098990998704,0.0399991613006501,0.0607287688682535,0000SET_000_DJI_2521.T,15666.287660526375,1761.0905714679272,14102.08434818376,inf,399189.2695568118,-0.4240819663734437,3.962681702350265,-0.1790975793418347,-0.3554191584149267,-0.1614287852796508,0.7220169031013267,0.475558307984128,-0.3015730534464347,-4.9659009900344735,0.2353317964269708,1.6155134876207669,0.9586990503448892,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.0508349400256586,0.0805305979426061,0.0849699520573524,0.0437611276387804,0.0642316220654012,0000SET_000_DJI_2531.T,8187.621802340781,1354.731836396623,14382.160930297428,inf,275334.20235990494,-0.4238763017259814,3.885668880798925,-0.157867354807782,-0.3201155813797618,-0.1389953833522494,0.7559333683282133,0.5150188575985406,-0.2042450814538888,-3.179821322991419,0.2260536391524646,1.584158413523431,0.947753835241076,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0488249010282347,0.0817999332199199,0.085425386028203,0.0399568423931804,0.0599470838115821,0000SET_000_DJI_2541.T,21468.149101146835,2464.689511344561,23742.445553932845,inf,358997.76033988193,-0.447439057212523,4.103738367775854,-0.1950494510731281,-0.3626394602129127,-0.1752622229277697,0.701747883138517,0.4677396761190957,-0.2724984805575345,-4.545650317436898,0.2524407581566064,1.6753732521160918,0.9575600067281383,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0495138145585929,0.0788417767699799,0.0864308412057862,0.0417667814977301,0.0527438236942008,0000SET_000_DJI_2551.T,17466.438510450906,8836.037888996127,26110.22626409577,inf,9095.14322146199,-0.4682419417677301,3.90930370655118,-0.2624507211793464,-0.3484000620772121,-0.2420484901888816,0.6102430909890278,0.4832393265534245,-0.1975830223063506,-3.746088327837235,0.2284899466226712,1.5923187795737557,0.9121949488176652,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
