,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
3868,-19.8528715833333,-43.9806913333333,842.314,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3731.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_3731.TIF,0.0605740925001851,0.1649988266426998,0.1643354708464775,0.0724304849598379,0.1460964170969177,0000SET_000_DJI_3731.T,-0.6288613104563748,5.906450751784864,-0.0808565754207694,-0.3881680775162699,-0.0587538022282219,0.8890132869330519,0.4407477252887333,0.3948060710958547,2.702366553136944,0.4629311645178862,2.7239174345401147,1.0040365953424748,2022-05-12,09:48:48,-19.85255,-43.98122,A18,,,,,,0.5,50,7.56,5.27,269.9,0.244,29.23,9.45,6.85,156.1,0.346,0.13,276.6,180.0,8.33,7.63,23.721,0.375,4674,694.5,118,65.847
4040,-19.8536553611111,-43.9794189166667,843.65,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3791.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_3791.TIF,0.0626710334322817,0.1640130289026092,0.1753389125539368,0.0765535855191728,0.1547978081149427,0000SET_000_DJI_3791.T,-0.6869446889402744,5.7497127747940855,-0.0906155652383173,-0.392172564845867,-0.0622199929695079,0.8828491397614014,0.4366035148964654,0.4479213113111907,2.893589494358949,0.4470627287445125,2.617046822434022,0.9354057608413444,2022-05-12,09:30:17,-19.853382,-43.978533,P7,,,,coleta,,0.7,70,8.19,5.45,270.9,0.401,28.81,9.31,6.01,121.8,0.569,0.13,277.6,180.0,7.59,7.55,23.741,0.419,4674,694.4,110,97.513
4070,-19.8537738333333,-43.9792268333333,843.421,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3801.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_3801.TIF,0.0628741670549647,0.1641100811225924,0.1758228539788782,0.0768436927769692,0.1551336870089654,0000SET_000_DJI_3801.T,-0.6882495344057465,5.739198926346494,-0.0911480295924711,-0.3917382909323287,-0.0625132439085793,0.8823294782122112,0.4370517884222293,0.4485463266097226,2.891353485228521,0.4460041385269894,2.610135271917433,0.9333831035543716,2022-05-12,09:30:17,-19.853382,-43.978533,P7,,,,coleta,,0.7,70,8.19,5.45,270.9,0.401,28.81,9.31,6.01,121.8,0.569,0.13,277.6,180.0,7.59,7.55,23.741,0.419,4674,694.4,110,84.641
4100,-19.8539271666667,-43.9789793055556,843.375,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3811.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_3811.TIF,0.0629765297139219,0.1642054722606051,0.1697747105370096,0.0771917613346536,0.149144683598932,0000SET_000_DJI_3811.T,-0.6503935548115706,5.734986138312778,-0.0908083684392867,-0.3748806406825417,-0.0646872762127596,0.8784858659288928,0.4546717299089511,0.436126063530765,2.9241810905145,0.4455852209544029,2.6074074422094595,0.9671963023303732,2022-05-12,09:30:17,-19.853382,-43.978533,P7,,,,coleta,,0.7,70,8.19,5.45,270.9,0.401,28.81,9.31,6.01,121.8,0.569,0.13,277.6,180.0,7.59,7.55,23.741,0.419,4674,694.4,110,76.508
4130,-19.8539880833333,-43.9788940555556,843.095,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3821.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_3821.TIF,0.0628912950655827,0.1638506088046063,0.16954054581688,0.076736431475926,0.1545177286136773,0000SET_000_DJI_3821.T,-0.6508932223650004,5.732144509781252,-0.066255142727404,-0.3768282174042457,-0.0463583817743927,0.9113910060226608,0.4526140405305093,0.4432853896941606,2.868831904735382,0.4452609421363215,2.605298692509731,0.9664390781281348,2022-05-12,09:30:17,-19.853382,-43.978533,P7,,,,coleta,,0.7,70,8.19,5.45,270.9,0.401,28.81,9.31,6.01,121.8,0.569,0.13,277.6,180.0,7.59,7.55,23.741,0.419,4674,694.4,110,77.251
4160,-19.8541200833333,-43.9787942777778,842.216,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_3831.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_3831.TIF,0.0623216645781043,0.1700659891722111,0.1748777211937874,0.0755021739884215,0.1522736401956812,0000SET_000_DJI_3831.T,-0.6618375441412175,5.908728041793432,-0.0972688550072144,-0.3968990686454571,-0.0690936479741448,0.8707435066982723,0.4317426683800117,0.4265386834350396,2.801132769183889,0.4636404854359031,2.728842214396838,0.9724851628399008,2022-05-12,09:30:17,-19.853382,-43.978533,P7,,,,coleta,,0.7,70,8.19,5.45,270.9,0.401,28.81,9.31,6.01,121.8,0.569,0.13,277.6,180.0,7.59,7.55,23.741,0.419,4674,694.4,110,86.501
4344,-19.8556764444444,-43.9787659722222,842.51,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4041.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4041.TIF,0.0349195368810749,0.0888505042146165,0.106880063325716,0.0437022819780201,0.0868132449236341,0001SET_000_DJI_4041.T,-0.8099056621088158,5.73692852579271,-0.1621298516542259,-0.4195563644613282,-0.103600989540893,0.8122491905629916,0.4088908690560727,0.4996244438870737,5.755163792420984,0.4357352300775717,2.5444353548334195,0.8313103627553571,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.76
4374,-19.8558286388889,-43.9788776111111,841.735,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4051.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4051.TIF,0.0339263441670147,0.0906067114288611,0.1037091806715186,0.0449713002644571,0.0848697945646237,0001SET_000_DJI_4051.T,-0.7701729309455531,5.924601975804686,-0.1512802044144078,-0.3950611407583153,-0.0999018373246744,0.8183440850182252,0.4336289224663353,0.6143907050920999,7.239215179486209,0.4551431504722792,2.670688918995127,0.8736614332712032,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,20.2
4404,-19.8559460555556,-43.9789680277778,841.289,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4061.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4061.TIF,0.0359457591658927,0.0895184860087633,0.1052227641954973,0.0461904658611845,0.0870816781521685,0001SET_000_DJI_4061.T,-0.7738849048767739,5.651119734506279,-0.1445916804271607,-0.3898754310453186,-0.0943352416712852,0.827593523302393,0.4389778791152598,0.5373117231882537,6.170204049689339,0.4269959682002883,2.490376836823169,0.850752084809743,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,4.117
4434,-19.8560973611111,-43.9790817777778,841.136,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4071.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4071.TIF,0.0362786653573336,0.0910437239020228,0.1063454838948367,0.0468250872439132,0.0885079226591301,0001SET_000_DJI_4071.T,-0.7695952618645728,5.6786600077936775,-0.1400976005828117,-0.3885889842181683,-0.0915434918545613,0.832267806940012,0.4403110083190534,0.5494869608697674,6.20833643318014,0.430129051640183,2.5095665180973543,0.8561127428039581,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.539
4464,-19.85631925,-43.9792510277778,840.952,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4081.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4081.TIF,0.0352035638719748,0.0903316145789187,0.1086502878564015,0.0478581597051512,0.0867495209867543,0001SET_000_DJI_4081.T,-0.8130788354309728,5.767503158465436,-0.1744592005197514,-0.3884271366715945,-0.1120818234127679,0.7984288187198131,0.4404789039160513,0.6515874903821703,7.511136464738065,0.4391442413769997,2.5659792544706184,0.8313978394452685,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,46.901
4494,-19.8565288611111,-43.9794145555556,840.803,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4091.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4091.TIF,0.0354444603295507,0.0910168893832256,0.1038312820916329,0.0484412279111207,0.087891080806672,0001SET_000_DJI_4091.T,-0.7513640844628325,5.769201397116968,-0.1260480085114138,-0.3637560987174281,-0.0831421073889854,0.8464797798519583,0.4665378962418135,0.6652986560134027,7.569581007620268,0.4394420048488574,2.567873471255623,0.8765844700145531,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,75.81
4524,-19.8567054722222,-43.9795491666667,840.646,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4101.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4101.TIF,0.0342092132769387,0.0893842614826453,0.1052245966816897,0.0479250296703624,0.0848601521648585,0001SET_000_DJI_4101.T,-0.7944953868477084,5.840541203310822,-0.1647695766823,-0.3741410826534447,-0.1071335004012922,0.806466879807249,0.4554546292568676,0.7099372956897172,8.365967743146587,0.4464236345246703,2.612871005218395,0.8494616686727506,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,99.972
4586,-19.8570164722222,-43.9797842222222,840.357,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4121.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4121.TIF,0.0348784695576202,0.0913395426176135,0.1076267382423936,0.0470949300877011,0.0865209860373634,0001SET_000_DJI_4121.T,-0.7964597435015508,5.846000910048529,-0.1672166423895839,-0.3912303222167269,-0.1087097584240435,0.80389861711226,0.4375764875605109,0.6434803357407413,7.437274645285012,0.4473297597303786,2.6187944533150467,0.8486696160195937,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,94.42
4616,-19.8571581944444,-43.9798925,840.285,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4131.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4131.TIF,0.0673409502517295,0.0900258713368494,0.1044261417639131,0.0480519789132352,0.0837638995750497,0001SET_000_DJI_4131.T,-0.4119392676958616,3.199119850437558,-0.1312998634673001,-0.3697196856855452,-0.1097945568312359,0.8021353481049156,0.460152774981108,-0.4993159473548295,-5.960992144443548,0.1441531375935618,1.336866661374997,0.8621009051582135,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,75.019
4646,-19.8572958333333,-43.9799971111111,840.194,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4141.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4141.TIF,0.0688092563773684,0.08912397159172,0.1074165852775252,0.0478786532244774,0.0864288705488508,0001SET_000_DJI_4141.T,-0.4331868094592812,3.076075160340215,-0.1328897977870891,-0.3833854316935804,-0.1082703468038617,0.8046138343119936,0.445728684269533,-0.5491004391822257,-6.353206234158371,0.1286285063351438,1.2952323028015338,0.829704010432432,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,56.213
4676,-19.85748625,-43.9801409166667,839.846,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4151.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4151.TIF,0.0685879605116991,0.0881218081294775,0.1022798507549809,0.0467956969218617,0.083015235099122,0001SET_000_DJI_4151.T,-0.3823331699433386,3.0460215530234542,-0.1229318109706978,-0.3721881602836339,-0.1039672237774693,0.8116479882043557,0.4575260579326061,-0.56364587990153,-6.789667935391915,0.1246498401928323,1.2847999484464403,0.861575446962471,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,30.261
4706,-19.8576657777778,-43.9802764444444,839.701,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4161.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4161.TIF,0.0693598830504318,0.0871635905980913,0.1032903481187622,0.090414149127369,0.0806605275596113,0001SET_000_DJI_4161.T,-0.3892733747601422,2.9605985218291817,-0.1445778069682165,-0.0664734127211926,-0.1230209993602733,0.7809105984120476,0.8753397657582849,0.2708048346606967,3.357340236344987,0.1137446488546383,1.2566859510808917,0.8438696566098459,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,5.947
4736,-19.8578111944444,-43.9803884722222,839.587,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4171.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4171.TIF,0.0675219706205736,0.0895062782682687,0.1003588680252211,0.0910282323531704,0.0840268006619702,0001SET_000_DJI_4171.T,-0.3668669733560878,3.1666630390426587,-0.1040071928383542,-0.0487526884184101,-0.0885755789998957,0.8372633362191121,0.9070272925985392,0.3213513860982003,3.824391546108707,0.1400022467502483,1.3255874709467763,0.8918621745093313,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.338
4766,-19.8579869444444,-43.98051975,839.505,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4181.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4181.TIF,0.0703065446725144,0.1751127564410405,0.1066667974207082,0.090441908034285,0.0859284722288359,0001SET_000_DJI_4181.T,-0.2076390863074335,5.544278911061245,-0.0845016064253101,-0.0823144231451913,-0.1076782686802681,0.805578439651867,0.8478918484593659,0.2721015973071786,3.166605785595088,0.427049589388377,2.4907034936322074,1.6416800792318929,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,38.148
4796,-19.8581241944444,-43.9806233611111,839.565,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4191.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4191.TIF,0.0701115559719798,0.1764932240952785,0.1068690534702571,0.0810726343340763,0.0817450353092549,0001SET_000_DJI_4191.T,-0.2082657715994471,5.584903375591466,-0.1018796884397372,-0.1372575687573771,-0.1332032952764835,0.7649083869916139,0.7586165658016214,0.1576343200977935,1.928365673847189,0.4313852638796558,2.5173200287526685,1.6514904770294294,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,56.853
4826,-19.8582561388889,-43.9807231944444,839.734,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4201.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4201.TIF,0.0691056857207106,0.1721123224515527,0.1033555353169005,0.072410482231612,0.0738349264978545,0001SET_000_DJI_4201.T,-0.1989970799785748,5.546827824162392,-0.1223814467366141,-0.1760582251159412,-0.1666038257178229,0.7143780569803807,0.7005960736364314,0.0487631048007102,0.6604341212708764,0.4270271424233011,2.4905667407330503,1.6652453293753025,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,74.856
4856,-19.8584039444444,-43.98083675,839.907,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4211.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4211.TIF,0.0686561058579761,0.088542768869285,0.1026979083252051,0.0852597725758236,0.0832785879285548,0001SET_000_DJI_4211.T,-0.3844673359773134,3.06012311191156,-0.1235334567778724,-0.0927769254535746,-0.1044181430870337,0.810908316310039,0.830199698964057,0.2362185630350557,2.8364861714239087,0.1265063954548791,1.289656145841522,0.8621672078159939,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,95.131
4916,-19.8584896666667,-43.9807705555556,840.134,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4231.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4231.TIF,0.067783421002869,0.1730301416214585,0.2105416896999796,0.08526107034948,0.1648470383181527,0001SET_000_DJI_4231.T,-0.8250485572012404,5.6430501101613455,-0.1897511538962246,-0.423527553730574,-0.1217262213041722,0.7829662550588368,0.4049605114833856,0.4985284029438626,3.024187804828553,0.4370464830619854,2.5526911899907625,0.8218331574522139,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.317
4946,-19.8583995555556,-43.98061625,840.281,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4241.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4241.TIF,0.0703967869308147,0.1747154464255281,0.2064943834952543,0.0715305548541464,0.1424552694158736,0001SET_000_DJI_4241.T,-0.7789671683233271,5.530638835960231,-0.2612644550722239,-0.4854378511595804,-0.1835196382777044,0.6898747898348894,0.3464043604643141,0.032074378723616,0.2251540350534906,0.4255954836128294,2.481866773226977,0.8461026564896543,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,83.06
4976,-19.85827775,-43.9804028333333,840.407,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4251.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4251.TIF,0.0703673477141822,0.1717610094407446,0.206255192599331,0.0760515249476942,0.1533237641038523,0001SET_000_DJI_4251.T,-0.7911448897954249,5.467820462199516,-0.2186089606250057,-0.4612134942554038,-0.1472039103199559,0.7433692319286104,0.3687253832946209,0.1628538292798209,1.0621564780363304,0.4187599623520563,2.440919190792905,0.8327596860768766,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,63.455
5006,-19.8581752222222,-43.9802250833333,840.391,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4261.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4261.TIF,0.0691360055748836,0.17861873853389,0.210584927235705,0.0826621374181162,0.0844790743274225,0001SET_000_DJI_4261.T,-0.7919041575471869,5.685361284661473,-0.5089947050738101,-0.4362287137250697,-0.4273847444629831,0.4011639172677642,0.3925358690348884,0.1999455984014621,2.366806217910444,0.4418996429426166,2.5835848780766173,0.8482028646521521,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,51.599
5036,-19.8581060277778,-43.9801032222222,840.469,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4271.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4271.TIF,0.0665805257732003,0.1800307982103928,0.1046126903385001,0.0941540104393447,0.0868008391990759,0001SET_000_DJI_4271.T,-0.2112536573928509,5.863520659916065,-0.0722264122008006,-0.0526178673702731,-0.0930542954954894,0.82973527320835,0.9000247497190468,0.3817943831919933,4.39851027610869,0.4600367517784394,2.703955790671422,1.7209269509068057,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,47.826
5066,-19.8580379722222,-43.9799849444444,840.534,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4281.TIF,90.0, _Campo220512-Pampulha_0001SET_000_DJI_4281.TIF,0.064886131337976,0.1730578239067339,0.1009685717296723,0.0905620304239449,0.0831275907478353,0001SET_000_DJI_4281.T,-0.2084993303229227,5.815768698533298,-0.0749797613622448,-0.0543335696161015,-0.0969112052187224,0.8233016405381719,0.8969328660646076,0.3632225654976746,4.369458590463639,0.4546099624910006,2.6671003547016543,1.7139771410263127,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,48.374
5096,-19.8579701111111,-43.9798654444444,840.532,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4291.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4291.TIF,0.0636840066632086,0.0876006952329958,0.0990984944337809,0.0921858407157241,0.0840588463986119,0001SET_000_DJI_4291.T,-0.4042717660673659,3.3158851909639235,-0.0994128807913943,-0.0361381067229262,-0.0821132692078761,0.8482353529072159,0.9302446141331044,0.4080953374067921,4.8548767308985,0.1580905952156107,1.375552510322883,0.8839760455849498,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,53.16
5126,-19.8578874722222,-43.9797218055556,840.508,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4301.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4301.TIF,0.0681239408549994,0.1716630213588166,0.1001039261492515,0.09269562331368,0.084902809588734,0001SET_000_DJI_4301.T,-0.1862951324118099,5.593321908799891,-0.0633942580537918,-0.038424897030145,-0.0821652060390167,0.8481466497342656,0.9259938833515284,0.3303679922517751,3.8911314460860034,0.4317961224742998,2.5198633432584043,1.7148480380566986,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,63.005
5156,-19.85781325,-43.9795952777778,840.475,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4311.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4311.TIF,0.0658528051624907,0.1789104876218609,0.1038139332584285,0.092992278195342,0.0858382471992749,0001SET_000_DJI_4311.T,-0.2121794457134963,5.883225671885434,-0.0734411024409246,-0.0549863491764256,-0.0947823853950499,0.8268470763514378,0.8957591267046238,0.3804180232151166,4.431800923566973,0.4619061999585842,2.71682409246504,1.7233764486746814,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,74.077
5186,-19.8577453888889,-43.9794764166667,840.525,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4321.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4321.TIF,0.0665865165702108,0.1761621121284623,0.1057524691943556,0.0904825437206087,0.0844341190979275,0001SET_000_DJI_4321.T,-0.222329036311644,5.781052183358921,-0.0878206818745445,-0.077814479928533,-0.112091763608828,0.7984127438457396,0.855606913104948,0.334882599961725,3.9661999620476287,0.4513953225839602,2.645612373230424,1.6657966804037965,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,85.777
5216,-19.8576895555556,-43.979378,840.632,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0001SET_000_DJI_4331.TIF,89.9, _Campo220512-Pampulha_0001SET_000_DJI_4331.TIF,0.0673471080903371,0.1787434991887078,0.1071611192261367,0.0925465641256765,0.0834580166813303,0001SET_000_DJI_4331.T,-0.2227438274203533,5.791290440952574,-0.0963185991000834,-0.0731797337747622,-0.1243479697458743,0.7788087441044084,0.8636207310449991,0.337427111588627,4.043076087909361,0.4526641318417207,2.654063466970956,1.6679883569666196,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,96.052
