,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0637784983095168,0.0889908979113523,0.0873427773795162,0.0535810123128604,0.0780639752247213,0000SET_000_DJI_2451.T,2382.197346128756,528.256471750723,3174.589313046544,inf,482667.8702225982,-0.2647942612453782,3.369560220529649,-0.0607373098560912,-0.239574632078477,-0.0560968763892967,0.8937656617618507,0.6134567038101346,-0.2329477803556708,-2.9840624908619944,0.1650356696139861,1.3953119040131647,1.018869568627006,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0622480772887099,0.0880904602013984,0.0902694446339716,0.0520020907344009,0.0767194823260393,0000SET_000_DJI_2461.T,5207.152047216116,910.6340799060353,6795.871674857035,inf,894529.6991980384,-0.3180976382822538,3.4268147515296974,-0.0901296669114121,-0.2689740699043421,-0.081142879079504,0.8498942542199603,0.5760763339717132,-0.2428357922951096,-3.1652428422694,0.1718946009727467,1.4151515040830922,0.9758613289202271,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0603435935637291,0.0861770993305679,0.0877608510674262,0.0493664715983388,0.0737949989832998,0000SET_000_DJI_2471.T,5017.08199096338,809.0943810612413,5451.642615695068,inf,808916.4752082812,-0.3181501549330046,3.4662338923227747,-0.0953165850382761,-0.2799907321363672,-0.0864459694882069,0.8408646689923676,0.5625113133920134,-0.2719268948099839,-3.684895976101611,0.1763130193867948,1.428106850142359,0.9819537787339652,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0585912895177968,0.0875248847209219,0.0852680409024346,0.0468685403867402,0.0709879699264638,0000SET_000_DJI_2481.T,4779.623367303519,713.9927531961596,4293.03192454618,inf,714360.1141862887,-0.3047904772419655,3.641001343233782,-0.0977309394416568,-0.2906046163829445,-0.0913889385772659,0.8325272772208953,0.5496612786069299,-0.3030398502823485,-4.268890216134739,0.198017744126359,1.4938207614347978,1.026467640098236,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.0569362149118393,0.0924640465672966,0.0918264996624966,0.0442600276503735,0.0682603496181004,0000SET_000_DJI_2491.T,33010.966106320746,2765.7424148567743,21655.066688112816,inf,1906967.046756579,-0.3773389338445584,3.9614094809709615,-0.1577383453755686,-0.349531088428506,-0.1472085318081932,0.7433622088284718,0.48199624087871,-0.3433656776894808,-5.0302361416331145,0.2378030085336822,1.6239935638585918,1.0069429511866756,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.056664266199739,0.0926231905802196,0.0912092018967487,0.044102540108995,0.0684122024190693,0000SET_000_DJI_2501.T,29787.17386556397,2444.304009674456,19860.639985826685,inf,2059922.2584950912,-0.3729620571328823,3.986773820039833,-0.1527053911252632,-0.3481343236698122,-0.1428191887885821,0.7500581190976078,0.4835316962746837,-0.3438824551731911,-5.026624535001623,0.2408703661787343,1.6345961360150152,1.0155026976891166,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0556830519946723,0.0912164803450351,0.093819207694654,0.043111075890682,0.067314059803082,0000SET_000_DJI_2521.T,69600.62684134528,4398.654234751575,42425.326678131845,inf,2993853.591895054,-0.418084051870101,3.997748599895498,-0.1804304443276133,-0.3703207973886238,-0.1644920897042221,0.7174869779561961,0.4595122571381356,-0.3525311021566649,-5.237109501164333,0.241889322480559,1.63813722627421,0.9722580544690828,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.0564064120250917,0.0900364471258281,0.0939448010232349,0.0470655872798049,0.0713466173796692,0000SET_000_DJI_2531.T,28029.44423433009,2796.4449081923467,38064.42262793517,inf,2152380.4770943625,-0.4169243700351968,3.897675476600911,-0.1543140018884543,-0.3324521994981231,-0.136717222599432,0.7594525359846512,0.5009919310826408,-0.2510305940558722,-3.518465251408056,0.2296461247460229,1.5962094360083832,0.9583973370017552,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0537262749281968,0.0919720953353065,0.0941415004023984,0.0421689621896574,0.0653512029200752,0000SET_000_DJI_2541.T,96577.70159112135,6005.876149272232,67480.4092213286,inf,2398751.2673752187,-0.4394292130331284,4.169880413083536,-0.1976020557419716,-0.3812806238379677,-0.1805116903944687,0.6941805966628749,0.4479316986601063,-0.3333732956935713,-5.101257219416272,0.2624999877345236,1.711864361678226,0.9769559114968532,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0550064943802958,0.089441659160314,0.0960841598791543,0.0471326567037676,0.0599145450416676,0000SET_000_DJI_2551.T,44245.304819572346,19647.01391853173,81932.97584723606,inf,28742.608120968776,-0.4592677046076644,3.971640084447074,-0.2503985959731777,-0.3417999669546068,-0.2318584302084097,0.6235631879075857,0.4905351388100459,-0.1819628939567977,-3.037040401963356,0.2383911731369912,1.6260199848757029,0.9308678899082368,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
