Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.0644990287100424,0.089497348086767,0.0881519960635213,0.0545500765423418,0.0788245917168141,0000SET_000_DJI_2451.T,2391.8525294825226,558.1731704672511,3365.326690286715,inf,435706.06281238084,-0.26428679574446745,3.3467491941253407,-0.06056898571720458,-0.2354690363467007,-0.05586055189352527,0.8941895275974694,0.6188183929837919,-0.22288997415496598,-2.8276705188112157,0.1623305683984283,1.3875766794738167,1.0152617306847624
0.0629281415283871,0.0884880318724563,0.0911496560085865,0.0529864161000852,0.0774096359132496,0000SET_000_DJI_2461.T,5236.464894004038,978.2201864388345,7330.25037200275,inf,786585.8341752745,-0.31893029919432436,3.4010250245673177,-0.09074341126666172,-0.2647723040470261,-0.08151446258867998,0.8492586730766976,0.5813122991390528,-0.2308061293668323,-2.981620138680009,0.1688055494336434,1.40617583362984,0.970799405585475
0.0607678717240512,0.0862742012452803,0.0883595517294267,0.0498866226414116,0.0741780318567628,0000SET_000_DJI_2471.T,5152.291905164954,856.2279549491681,5770.809269763324,inf,771216.3083752377,-0.31981379841386726,3.4428853316484087,-0.09644532062344988,-0.2782929022311563,-0.08725071186470416,0.839502129706471,0.5645866424738514,-0.26625386989458916,-3.5893897860315747,0.17346279881778426,1.4197337967841648,0.976399263652535
0.0581146583998015,0.0873865444271825,0.0847074084081299,0.0454734239800932,0.0698888646039305,0000SET_000_DJI_2481.T,5528.05989809429,725.4070159252213,4116.750757358401,inf,868154.5421784343,-0.3043117242207423,3.6672043858565058,-0.10184481994846593,-0.30138065418904203,-0.0958531762472914,0.8250620095375604,0.5368293616184914,-0.33431366183053873,-4.783503977710023,0.20117968414452425,1.50369195713075,1.0316281193038537
0.0563909413160439,0.0920297993477727,0.0908963758222038,0.0431813894214599,0.0675824052497205,0000SET_000_DJI_2491.T,34528.616972412325,2548.4132096724693,19464.854199093385,inf,2258830.6469141208,-0.37493762618960885,3.9815302214194244,-0.15708027374213876,-0.35587546014083665,-0.14711099123044394,0.7435104495465675,0.4750617285987735,-0.3666196792545345,-5.424779983782106,0.24012047017372937,1.6319961539920085,1.0124694028262018
0.0561065650924346,0.092179339455259,0.0902299355680706,0.0430516871823492,0.0676209966402648,0000SET_000_DJI_2501.T,30573.766256385672,2262.5008497490285,17701.40486002649,inf,2288699.1792608267,-0.3701845844989856,4.00758685354873,-0.1524685639998509,-0.35397414446300923,-0.14322968266013142,0.7494297343175056,0.47713308129174564,-0.3654689828325395,-5.404667203838898,0.24326502557916566,1.64293321652101,1.0216048462731944
0.0551593085902977,0.0910889970220974,0.0931929143834252,0.041385425172927,0.0655306131972945,0000SET_000_DJI_2511.T,94931.5905704086,4928.051513527397,40682.0450497394,inf,3233348.902507196,-0.4175433590941931,4.029696230304918,-0.18914613109737258,-0.38496157242900714,-0.1742797782267212,0.7031716266290459,0.4440833881710603,-0.3953979375087597,-6.0337896780902405,0.24567592958666404,1.6513803263683329,0.9774240630283155
0.0554463103037754,0.0909765055948552,0.0933460356374612,0.0423550797409326,0.0666634793976067,0000SET_000_DJI_2521.T,75762.72529560825,4383.901342993036,39868.008195430506,inf,3191000.7113881144,-0.4165880529910028,4.004577959569945,-0.18222949801980998,-0.3757592983251731,-0.16675605968811746,0.7141543713384397,0.4537426731803793,-0.3716124829666617,-5.57445375375956,0.24265477393685406,1.640803600752141,0.9746156328287061
0.056230138173922,0.0895536060366175,0.0935314081732668,0.0465538264160149,0.0708911771589138,0000SET_000_DJI_2531.T,28643.16409592136,2743.396119684491,35853.29702924395,inf,2211667.581831647,-0.4165244890763273,3.889681856314594,-0.15530010658565743,-0.335349988133912,-0.13769538393167377,0.7579398037885626,0.49773468961115186,-0.2620459830025714,-3.6964541076127695,0.22858150641658687,1.592626462336349,0.9574709478416017
0.0536644447194766,0.0919510562263038,0.0940304996759294,0.0419074925624628,0.0652959584295792,0000SET_000_DJI_2541.T,100961.78290783367,5927.348837836498,66580.53778393951,inf,2638427.4593533883,-0.4389950111840647,4.173552529577183,-0.19733161002584082,-0.38343222711469316,-0.18035009117771078,0.6944125433196452,0.4456797816335606,-0.3413522228540934,-5.227769544454073,0.26292950447001606,1.7134446598108881,0.9778854365680042
