Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.0683677160386047,0.0975272263804039,0.0941013021385522,0.0579377800383197,0.084345766658434,0000SET_000_DJI_2451.T,-0.26386053469391124,3.4420293736238428,-0.05880550267456726,-0.23785675092514907,-0.05466907103538231,0.8963294315975096,0.615695837588025,-0.22209153785024446,-2.6331082951634635,0.17577094223975595,1.426509938189743,1.0364067676428905
0.066589608850362,0.0962915116343695,0.0971059105458141,0.0558436096186428,0.0826904704377389,0000SET_000_DJI_2461.T,-0.3169158026236642,3.497656630951532,-0.08850282994846237,-0.26977724992405716,-0.08017647535071279,0.8515493029512959,0.5750794087070122,-0.23895841095457512,-2.889793826176099,0.18235325675323902,1.4460441095359586,0.9916132920553752
0.0642702866411864,0.0940460760047952,0.0940801865356527,0.0527427455100699,0.0792933512609262,0000SET_000_DJI_2471.T,-0.31697122475313433,3.5481436791129024,-0.09340054955527255,-0.28154621658631485,-0.08528888239032224,0.8428273176401189,0.5606148058611944,-0.26965003675073235,-3.400663895052311,0.1880777758278327,1.4632901286070745,0.9996374313007492
0.0617203683695617,0.0947641559516216,0.0903719479772885,0.0489931954405733,0.0750572240394586,0000SET_000_DJI_2481.T,-0.3023461700260784,3.7364005729150236,-0.09786733866664375,-0.2969089079372473,-0.09257571534166613,0.8305367508324745,0.5421283543969403,-0.3159076681483695,-4.208890912116502,0.21116329378512713,1.5353789754494713,1.0486014529136511
0.0597654332058883,0.0998245420335124,0.0969424136872442,0.0456735829707583,0.0716586362461502,0000SET_000_DJI_2491.T,-0.372423251076625,4.059861843325445,-0.15842960939849662,-0.35948864025001426,-0.1499621589016339,0.7391876632795159,0.471141384184125,-0.3699315768690843,-5.162414417131174,0.2510126890334527,1.6702722071740517,1.0297303134577043
0.0594575891047632,0.099951514236282,0.0961784032668353,0.0455669191942531,0.0719033725278911,0000SET_000_DJI_2501.T,-0.36738627166033055,4.085013656591798,-0.15228133293623378,-0.3570592891097056,-0.1444239306978207,0.7476041406967833,0.47377496034981176,-0.3686510624736227,-5.127034372840079,0.2540251734863895,1.6810556186556644,1.0392303348910739
0.0575642341845995,0.097727748687887,0.0978463120008601,0.0428813284151487,0.0687145133474684,0000SET_000_DJI_2511.T,-0.41218669576549255,4.127470502695935,-0.1875937064781536,-0.3905770282456802,-0.1749018629828976,0.7022698346245732,0.4382518619073938,-0.4087328321251607,-5.948275149069644,0.25863224720536027,1.6977164739912876,0.9987882699863838
0.0577517086505961,0.0980200709400531,0.0975651590339483,0.0432384382543409,0.0695416648253527,0000SET_000_DJI_2521.T,-0.4061765106016014,4.125949431785889,-0.17990096975355999,-0.3858333297293237,-0.16769808414401166,0.7127715007480828,0.44317498872006,-0.4041806641197637,-5.812064826673694,0.2585087131653613,1.6972670286360674,1.0046626471028097
0.0583346549453039,0.0958600033521104,0.0974347975834941,0.0478687911375447,0.0740782464120481,0000SET_000_DJI_2531.T,-0.4078879748686072,4.002147032780641,-0.15147445073223828,-0.34112031837774315,-0.1361794451741703,0.7602853215615167,0.49129050734184404,-0.27764296821025436,-3.747968960629965,0.2433634784833254,1.6432771127555523,0.983837455709453
0.0554670123284899,0.0984149061723553,0.0973952171590604,0.0421765702768976,0.0673518876703209,0000SET_000_DJI_2541.T,-0.4260351044499407,4.3001810777290075,-0.19523625505471254,-0.39562900136605095,-0.1823602880296657,0.6915317777907469,0.4330456002579387,-0.3826336529175918,-5.68111252932562,0.2790964283671151,1.7742961454191355,1.0104696004900282
0.0570459254274173,0.0957080845920812,0.0999407869568764,0.0478620205538743,0.0621085453772357,0000SET_000_DJI_2551.T,-0.44818430660567393,4.084170116488378,-0.2476677474772122,-0.35235302549455333,-0.2334612616708501,0.6214534352629724,0.47890377903994646,-0.20891185040026494,-3.363657112421059,0.25310078052765234,1.677737434794636,0.9576478983838543
0.056866314397043,0.0936749449792298,0.104111577708761,0.0499452008205798,0.117705685279012,0000SET_000_DJI_2561.T,-0.5043532539271149,4.015430689570927,0.0903015400998671,-0.35160008800174264,0.06128516503695354,1.1305724864556255,0.47972763375361765,-0.2868299985851555,-2.4368406496699606,0.24450858678008583,1.6472835627290245,0.8997553109921514
0.0571561013335837,0.1006026691979066,0.0997904471381192,0.0457540977906986,0.0719142634470317,0000SET_000_DJI_2571.T,-0.42378940980844926,4.265099261731839,-0.17670132441557745,-0.3712701796817492,-0.1623495569579222,0.7206527830013199,0.45850178151191867,-0.3135476966375555,-4.360020969532677,0.27539874783475515,1.7601387577286456,1.008139276685104
0.0580117164841518,0.1005253269657329,0.1048856550458577,0.0463559031505887,0.0718927297357946,0000SET_000_DJI_2581.T,-0.4662898393524679,4.2036482368332635,-0.20810861986645116,-0.38699516583428206,-0.18663438604676863,0.6854391070386311,0.4419660927923952,-0.31160670561109866,-4.334328474607261,0.26816199896537185,1.7328452433086576,0.9584277937891659
0.0606495873532705,0.1041739917299107,0.1049111728418621,0.0506796673550393,0.0772243005983517,0000SET_000_DJI_2591.T,-0.42488134277649175,4.163212532891469,-0.1679788316545276,-0.34855204469744117,-0.15201251969511945,0.7360922436236202,0.48307216459615143,-0.25048634231389044,-3.243620730431541,0.26406661364072687,1.7176372713489396,0.9929732830929019
