,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0609850949622505,0.0847738576772105,0.0833722228038162,0.0512925913925268,0.0744822646738795,0000SET_000_DJI_2451.T,1637.579956098184,398.30533529734913,2171.1847577595854,inf,247422.49731046392,-0.264080560387002,3.362512322010655,-0.0609908205908029,-0.2382183616613979,-0.0563174241796124,0.8933702637285355,0.6152239878889133,-0.2307865512839651,-3.098543690829807,0.1632061858581146,1.3900750294754012,1.0168117728693944,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0590102692540459,0.0831892162021668,0.0851833252098873,0.0490272576011378,0.0719421688405612,0000SET_000_DJI_2461.T,3238.9236383321527,646.02845589175,3979.3067751719577,inf,355756.2037468372,-0.314620778397954,3.4208826040831166,-0.0931167671025324,-0.2693980374085624,-0.0842712154978156,0.8445569442528738,0.5755499386803364,-0.2482446553528181,-3.450614005020892,0.1700354039295471,1.409741342545444,0.9765903831200868,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0569811518427146,0.0814807853996793,0.082409724683976,0.0459566296847654,0.0687946661162701,0000SET_000_DJI_2471.T,3199.242842622112,563.0717924488002,3084.466885457318,inf,354709.1858834036,-0.3120806054645797,3.480310033586976,-0.0983306953438846,-0.2839770216929002,-0.0900440687975295,0.8347882046698154,0.5576602744518251,-0.289624399598367,-4.209983359885371,0.1769412883056461,1.4299603073063736,0.9887277953195572,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0553850254502995,0.0830520129861667,0.0802848503680645,0.0437386112560852,0.0668221657562061,0000SET_000_DJI_2481.T,3128.4061710846604,487.0906606869586,2552.719622730968,inf,395559.20088498463,-0.299810010889349,3.664447905962911,-0.0972477074337076,-0.2946719808767462,-0.0915162645980503,0.8323135118252204,0.5447928352057243,-0.321259093387174,-4.807672570195575,0.1998524950283777,1.4995391319390932,1.0344668091852471,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.0541340567267791,0.0884252533452207,0.0872209101559759,0.0417075729548158,0.0648803871051677,0000SET_000_DJI_2491.T,21195.71895273324,1849.2116301425797,13002.845340339423,inf,1122424.420589284,-0.374178780127692,3.991430374822949,-0.1567103757693908,-0.3530122755112946,-0.1468792406974124,0.7438627616834431,0.478183188873296,-0.3570887742639667,-5.503801536898116,0.240539860926114,1.6334496007109398,1.0138079640202229,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.054156683690283,0.0887617945702478,0.0871463627334497,0.0418342584773043,0.0650132014309642,0000SET_000_DJI_2501.T,20219.82446380771,1797.8016376735688,12743.624353787229,inf,1102415.088774154,-0.3716653004019429,4.004143023109988,-0.1548656378928008,-0.3513093969527836,-0.1454602043849824,0.7460231200907018,0.4800459498838832,-0.3536010987067918,-5.438912265876823,0.2421318173909044,1.638981350443616,1.0185369966815383,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0536704581290022,0.0874232902958672,0.0903664691128454,0.0417422781805214,0.0650037856325447,0000SET_000_DJI_2521.T,43657.613177556574,3163.8914049184013,28462.617570324637,inf,1681098.5801160254,-0.4197509709329476,3.982241045464182,-0.1797576700841993,-0.3680618575872714,-0.1632402773739625,0.7193352387307623,0.4619221995759909,-0.3460998262563737,-5.324302621586025,0.2392227334213744,1.628890330798682,0.9674306316726518,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.0545419442964707,0.0865355031676936,0.0908392560780689,0.0458776266905263,0.0689943360391705,0000SET_000_DJI_2531.T,18454.51976588754,2149.662685719213,26858.82259950568,inf,1125810.8305236576,-0.419449941964966,3.880195977340209,-0.1548434596142472,-0.328866695005356,-0.1366728967892741,0.7595211477720109,0.5050418582369085,-0.2389000522136352,-3.462603829943422,0.2267801087012842,1.5865863288136053,0.9526223232533236,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0523236487525753,0.0886594696883284,0.091503558555937,0.0414634796533736,0.0640632243600067,0000SET_000_DJI_2541.T,61596.62536015372,4380.804053655561,48376.40999035519,inf,1574538.855285081,-0.4419145517235092,4.135448740807847,-0.1946356024706075,-0.37633446285983,-0.1763894173395419,0.7001173000375087,0.4531351600716881,-0.3206871910253379,-5.005792234609036,0.2577317152406732,1.6944435604553418,0.9689182703657367,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0534519042876965,0.0858363630863241,0.0930523009648728,0.0445225964521221,0.0571370774901031,0000SET_000_DJI_2551.T,40995.74996082202,16686.48908690677,55245.49463751456,inf,25355.39913408056,-0.4613475600935105,3.9290722385762464,-0.2578481601636208,-0.3527511589970898,-0.2391329123552931,0.6140318605519741,0.4784685170647135,-0.2143838928703822,-3.752097627105908,0.2324995450741588,1.6058616475911378,0.9224528807592548,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
