,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
356,-19.8578095,-43.98036975,841.593,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2561.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2561.TIF,0.0489578725075589,0.0789739161006053,0.0896408427284102,0.041606367019496,0.0974320424163462,0000SET_000_DJI_2561.T,-0.5151443948787477,3.960122332533605,0.0609012019037681,-0.3659847382750207,0.0416479367488623,1.0869157345111249,0.4641452015969227,-0.3516379661910279,-3.609058760037176,0.2346253727834684,1.6130994272353654,0.8810037221523778,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,12.945
386,-19.8580144722222,-43.9805247222222,841.603,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2571.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2571.TIF,0.0482861565004043,0.0829477682815209,0.084266498384516,0.039683306438568,0.0611439246675288,0000SET_000_DJI_2571.T,-0.4337710661725832,4.2001279231592665,-0.1761935700346581,-0.3596874719535256,-0.1590159304378837,0.7256018208864369,0.4709262541975973,-0.2745144290904348,-4.489643584102787,0.2641208196639298,1.7178374568045476,0.984350481765866,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,40.911
416,-19.8581891111111,-43.9806590555556,841.471,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2581.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2581.TIF,0.0473148077553524,0.0811951854491998,0.0856541884616731,0.0379145922577458,0.0586630907443016,0000SET_000_DJI_2581.T,-0.4721878581126947,4.199472517571344,-0.2100311193263326,-0.3863402707867375,-0.187026098786472,0.6848829204721383,0.4426472649928976,-0.3073967565186684,-5.240036837788473,0.2636400240090221,1.716062883929075,0.9479417983807236,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,64.879
446,-19.8584225,-43.9808375833333,841.245,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2591.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2591.TIF,0.046382274270933,0.079974884809422,0.0803179440559031,0.0378436775413561,0.0586270786681366,0000SET_000_DJI_2591.T,-0.4243290861354523,4.220660221724874,-0.1716631297002532,-0.3594590692002843,-0.1561111363510082,0.7299374922661221,0.4711733845554617,-0.2851933430053319,-4.8645327293159575,0.2658544302751082,1.724255355446012,0.9957287347116064,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,96.849
506,-19.8584982222222,-43.9807474166667,841.351,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2611.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2611.TIF,0.0449994059720336,0.0820042969645314,0.0816351753806844,0.0362302498353383,0.0569283690509573,0000SET_000_DJI_2611.T,-0.4467542648953694,4.434639474787655,-0.1945361100382049,-0.3852268420711872,-0.1783066854349691,0.6973509738355637,0.4438068475554557,-0.3062022905064624,-5.378729368346683,0.291368599000462,1.8223417663667767,1.0045215996918693,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,98.966
536,-19.8583933888889,-43.9805662222222,841.278,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2621.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2621.TIF,0.0445036271686539,0.0803596230362933,0.0841562257099421,0.0355975793294353,0.0555132273632345,0000SET_000_DJI_2621.T,-0.4934393298905802,4.401707094533666,-0.2293949444667966,-0.4054872942412123,-0.205077042377339,0.6596449269786614,0.4229940094049376,-0.3120797756224997,-5.621719191004647,0.2871621218315744,1.8056870450526907,0.9548862530178766,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,80.449
566,-19.85825075,-43.9803185277778,841.282,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2631.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2631.TIF,0.0438491990353095,0.0793248103328363,0.0827166459132469,0.0346295175970439,0.0538425220468268,0000SET_000_DJI_2631.T,-0.4899784407281252,4.411082998834933,-0.2344173418932913,-0.4097886703555157,-0.2114403909876056,0.6509272886052073,0.4186523427625835,-0.3269137620975177,-6.071665101668177,0.2880121502864808,1.8090367002818024,0.9589945222879568,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,59.508
596,-19.8581235555556,-43.9800971111111,841.367,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2641.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2641.TIF,0.0435625151725075,0.0820275927638096,0.0815168784045276,0.0341182945889274,0.0529092510446284,0000SET_000_DJI_2641.T,-0.4627023901738281,4.563575019405588,-0.2277856738080459,-0.4098976339861833,-0.2128129960828744,0.6490588462191373,0.4185427025261605,-0.3361998184731003,-6.354272869776956,0.3062747394946628,1.8829856916888397,1.0062651363653496,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,49.864
626,-19.857998,-43.9798790555556,841.435,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2651.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2651.TIF,0.0442288023086873,0.0782829609260492,0.08247449113315,0.0358614042459153,0.0552391684617328,0000SET_000_DJI_2651.T,-0.488557003619113,4.327145840017666,-0.2223078172439118,-0.3939048818443383,-0.1977677650244451,0.6697727709838495,0.4348181328941971,-0.2914104301610765,-5.275431152859451,0.2779664394521285,1.7699543473885355,0.9491778591233276,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,53.709
656,-19.8578559722222,-43.9796332222222,841.788,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2661.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2661.TIF,0.0442783910334714,0.082029864956039,0.0824647462898132,0.0368628048909394,0.0560643342879238,0000SET_000_DJI_2661.T,-0.4655177145153954,4.499458772588403,-0.2090157273969636,-0.382157690723057,-0.1905766781370828,0.6798582037819157,0.4470128939873186,-0.254713489131536,-4.543235773092931,0.2988836606666691,1.8525936250490695,0.994726457627774,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.041
686,-19.8577228333333,-43.9794046111111,841.91,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2671.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2671.TIF,0.0446983067784108,0.0798399562987393,0.0834877154654581,0.0365470804351999,0.0560893665730432,0000SET_000_DJI_2671.T,-0.485839553091787,4.359985536961723,-0.2199994460774029,-0.3910585649606697,-0.1962954698025373,0.6718277804145857,0.4377539884933221,-0.2798721778639872,-4.989754653397977,0.2821755230242663,1.7861964368033254,0.9563078334772734,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,93.227
895,-19.8584813055556,-43.9781451666667,840.763,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2741.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2741.TIF,0.0416955377552772,0.0791817908622718,0.0836359135896118,0.0315432494704355,0.0487863040969731,0000SET_000_DJI_2741.T,-0.5296719785901959,4.602689269414514,-0.2883055895692522,-0.4522750707262771,-0.2631704112909532,0.5833176443358983,0.377149577455604,-0.3765874561652959,-7.719122469633049,0.3101181465186048,1.8990471193107503,0.9467438982110524,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,70.772
925,-19.8586673333333,-43.9780164166667,840.563,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2751.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2751.TIF,0.0416628255399038,0.0785331905904892,0.0802234212567327,0.031785074068383,0.0487055407731142,0000SET_000_DJI_2751.T,-0.4910101757854568,4.57469105669545,-0.2622206750132779,-0.4324524407523967,-0.2444592742189466,0.6071237053982739,0.3962069127750576,-0.363299262839556,-7.4590951475504355,0.3067519726326627,1.8849703440125951,0.9789309575711764,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,46.115
955,-19.8589344166667,-43.9778304444444,840.342,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2761.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2761.TIF,0.0406283732856255,0.0786132777958913,0.080786055134,0.0306677308630446,0.046740556321658,0000SET_000_DJI_2761.T,-0.5108256896835985,4.677605677675153,-0.2855168349611964,-0.4496780779818855,-0.266967799298736,0.5785720845525796,0.3796166406711649,-0.3736544420281828,-7.994223249222301,0.3185539965753938,1.93493540199664,0.973104549609401,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,10.821
985,-19.8592053611111,-43.9776396388889,840.11,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2771.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2771.TIF,0.0402777291536947,0.0787450078644057,0.0790961258206388,0.0308970650821559,0.0467175059692217,0000SET_000_DJI_2771.T,-0.4929632711928495,4.718086266688584,-0.2720372650016703,-0.4382004044330189,-0.2573538287607602,0.5906421519956615,0.3906267817998974,-0.3521527050355853,-7.537917483600037,0.3231926913667015,1.955050831290035,0.9955608703638748,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,25.679
1015,-19.8593563333333,-43.9775344444444,840.257,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2781.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2781.TIF,0.0394851321384341,0.078720451636823,0.0801412356297673,0.0305883367458107,0.0462164835698481,0000SET_000_DJI_2781.T,-0.5164617662370669,4.795212800779499,-0.2869978809496845,-0.4475127811013362,-0.2684818329644434,0.5766879335796222,0.3816803734736665,-0.3404403615515128,-7.366210824694114,0.3319244171492487,1.993673247966618,0.982271498788614,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,45.708
1045,-19.85951825,-43.9774214166667,840.173,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2791.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2791.TIF,0.0393812768961492,0.0783250615982115,0.079896113749844,0.0305823566368438,0.0460760038596195,0000SET_000_DJI_2791.T,-0.5172653047057408,4.786555899797197,-0.2873261569668554,-0.4463653138968721,-0.2684729806247521,0.5766989368704991,0.3827765231810604,-0.3366227361970808,-7.305814480410991,0.3308554594443364,1.9888908580785585,0.9803363132711124,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,67.228
1075,-19.85972675,-43.9772755277778,840.083,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2801.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2801.TIF,0.0391696970737777,0.0777637835365068,0.0792810569327675,0.030437320868774,0.0459244737758555,0000SET_000_DJI_2801.T,-0.5158102915627713,4.780595976214771,-0.2852611842461331,-0.4451736987247661,-0.2664146141797769,0.5792616238050498,0.3839166888830163,-0.3363721187078955,-7.3244632121346385,0.3300516350090983,1.9853046958733325,0.9808620942383828,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,94.971
1241,-19.8610445833333,-43.9763571111111,840.073,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2861.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2861.TIF,0.042079426517168,0.0812238086636176,0.0864234179709576,0.0337744784478563,0.0523471940251037,0000SET_000_DJI_2861.T,-0.5459481915879734,4.662826427443306,-0.2763611505885615,-0.4380188097439986,-0.2455579279770062,0.6057061298211425,0.3908023917684688,-0.3058946381745493,-5.843572781147621,0.3174643559761965,1.9302498961215424,0.9398356437477708,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,95.639
1271,-19.8612413611111,-43.9762194722222,839.931,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2871.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2871.TIF,0.0419622056356961,0.0846955054441885,0.0853098539981248,0.0333007971066591,0.0517922666325381,0000SET_000_DJI_2871.T,-0.5118057697995951,4.832026001563229,-0.2646312417918774,-0.4384855525792492,-0.2444716916952667,0.6071076693400103,0.3903511206031496,-0.3210262193962372,-6.198342730853856,0.3373920106730806,2.0183759209296745,0.9927986214353408,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,71.062
1301,-19.8615293888889,-43.9760198611111,839.994,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2881.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2881.TIF,0.0418345099961624,0.0844648693882743,0.0861331054821285,0.0332948953684273,0.0531363115881587,0000SET_000_DJI_2881.T,-0.524461776911429,4.83372670272702,-0.2612585592644317,-0.4424273180275319,-0.2369277806147261,0.6169092742068123,0.3865516653795277,-0.3257746872119746,-6.130923985408366,0.3375341953371866,2.019023753260705,0.980631882659794,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,39.263
1331,-19.8616661111111,-43.9759246388889,840.03,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2891.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2891.TIF,0.0419706735369919,0.0856067512596712,0.0874330683523194,0.0338061590354469,0.0545229297732078,0000SET_000_DJI_2891.T,-0.5310608584762934,4.871683097652751,-0.2579620856241988,-0.4423230869440838,-0.231833378044443,0.623596206797899,0.3866518660791126,-0.3137384743196412,-5.7542482699418365,0.3420360443254584,2.0396801872674155,0.9791118265998752,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,29.943
1361,-19.8620655833333,-43.9756464166667,840.059,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2901.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2901.TIF,0.0402235153183372,0.0820598029614843,0.0858882648951381,0.0325963375197444,0.0534821108171961,0000SET_000_DJI_2901.T,-0.5564813456624331,4.8792553410669175,-0.2650087888830988,-0.4497793492928989,-0.2325182371957548,0.6226940418751384,0.3795202704297452,-0.3111168843675096,-5.817214010698251,0.3421258780973945,2.0400952604974,0.9554250870205842,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,52.884
1391,-19.8621671388889,-43.9755763333333,840.079,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2911.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2911.TIF,0.0395289130494201,0.0805863424127345,0.0855230929938058,0.0310452499710282,0.050070202449178,0000SET_000_DJI_2911.T,-0.5707441058538172,4.879397590893738,-0.2951572671449559,-0.4673468082085744,-0.2614649229432995,0.585458274442956,0.3630042937441086,-0.3461407468707487,-6.91310859431988,0.3418169424470034,2.038668311268345,0.9422758180480112,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,64.636
