,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2451.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0524025156448849,0.0759825876014012,0.0716060447711231,0.0426107226612539,0.0631639487575801,0000SET_000_DJI_2451.T,-0.2527359192737478,3.5462656152360683,-0.0657560402264755,-0.2538622197221272,-0.0626407688573867,0.8821035844037082,0.595071586448491,-0.2769876844042459,-4.385217989890247,0.1836667289294594,1.4499797703665775,1.0611197398804386,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2461.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0515068372863699,0.0757359015121133,0.0746077795171427,0.0416904029665051,0.0627017631872309,0000SET_000_DJI_2461.T,-0.3050197035956323,3.6018991973504164,-0.0935693183150324,-0.2830429147529109,-0.0867093145561292,0.8404185675144488,0.5587943138949184,-0.2866371930781499,-4.571437524368104,0.1904160854641414,1.4704048142391974,1.015120701919716,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2471.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0503083268029318,0.0747703874637243,0.0731369316507909,0.040231002658134,0.0609568444688102,0000SET_000_DJI_2471.T,-0.3053161234310128,3.646163502718524,-0.0973793762863111,-0.2902578157858026,-0.0908326063628562,0.8334618788748573,0.5500778026924369,-0.3035057863224962,-4.979027194850794,0.1955733299963548,1.4862427795823043,1.0223342130448227,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2481.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0496837221568803,0.0772475287102404,0.0724723628465571,0.0391776916696127,0.059889606680895,0000SET_000_DJI_2481.T,-0.2950080225240371,3.8185884706996056,-0.0991304826802226,-0.2982055971331611,-0.0950632285888766,0.8263785576813181,0.5405880273637841,-0.3232489696233724,-5.397413466842654,0.2171553999906261,1.55478545802839,1.06588947394738,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2491.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.049539755749618,0.0826113130167448,0.0801956518136484,0.0385492217640526,0.0595799417444787,0000SET_000_DJI_2491.T,-0.3710859317514617,4.083779670797091,-0.1560010846799685,-0.3507219199854077,-0.1474914864918563,0.7429323211054549,0.4806896744680109,-0.3428857146694007,-5.755052868966192,0.2502556927904673,1.6675761066379868,1.0301220970023377,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2501.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.0497493787135147,0.0832466598709547,0.080407994005248,0.0390690644194128,0.0605828387960432,0000SET_000_DJI_2501.T,-0.3682864314227014,4.096103085871221,-0.1490657572978259,-0.3459988899199631,-0.1406130796967904,0.7534429822001171,0.4858853264871011,-0.3328993750479949,-5.494945130727967,0.251866758694207,1.6733205926115469,1.0353032792426262,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2521.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0500991439517388,0.0833489909136284,0.0848959729232336,0.0399241335682267,0.0615126835105716,0000SET_000_DJI_2521.T,-0.4174835062796803,4.073143374775224,-0.1752238008890335,-0.360293230146248,-0.159712478634992,0.7245653874088218,0.4702712295237812,-0.3129202941276726,-5.08708572393682,0.2491593231740153,1.6636809402156585,0.98177791058471,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2531.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.051023917497873,0.0832399596258448,0.0857640637588229,0.0436790434633061,0.0650607531341726,0000SET_000_DJI_2531.T,-0.4173493886482326,3.996130553223885,-0.1541986651076162,-0.3251236871446341,-0.137267268418688,0.7586015667019923,0.5092930715845734,-0.2144156690562384,-3.29562230265082,0.2399457159894633,1.6313909967676383,0.9705692101988528,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2541.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0490064062365181,0.0845520002654854,0.0862237541219245,0.039881894039713,0.0607209081067217,0000SET_000_DJI_2541.T,-0.4401711108968137,4.214200040200819,-0.1909490138669798,-0.3674844129329738,-0.173554082390011,0.7042248244127649,0.4625395222680527,-0.2834779496788793,-4.668539363420667,0.2661426933723867,1.7253254576027204,0.980611446654536,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2551.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0496978807837178,0.0814943199582384,0.0872386060768683,0.041688438182408,0.0534246650228868,0000SET_000_DJI_2551.T,-0.4606545009810275,4.019765378976146,-0.2577435309625655,-0.3533018860097148,-0.240389269989331,0.6123970501753877,0.4778668534166534,-0.2065335482275901,-3.865883822371416,0.2423653158853663,1.63979466876861,0.934154311067643,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
