,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
24,-19.8556835833333,-43.9787620833333,844.157,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2451.TIF,0.0644990287100424,0.089497348086767,0.0881519960635213,0.0545500765423418,0.0788245917168141,0000SET_000_DJI_2451.T,2391.852529482522,558.1731704672511,3365.326690286715,inf,435706.0628123808,-0.2642867957444674,3.3467491941253407,-0.0605689857172045,-0.2354690363467007,-0.0558605518935252,0.8941895275974694,0.6188183929837919,-0.2228899741549659,-2.827670518811216,0.1623305683984283,1.387576679473817,1.0152617306847624,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,40.342
54,-19.8558574166667,-43.9788934444444,842.345,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2461.TIF,0.0629281415283871,0.0884880318724563,0.0911496560085865,0.0529864161000852,0.0774096359132496,0000SET_000_DJI_2461.T,5236.464894004038,978.2201864388344,7330.25037200275,inf,786585.8341752745,-0.3189302991943243,3.4010250245673177,-0.0907434112666617,-0.2647723040470261,-0.0815144625886799,0.8492586730766976,0.5813122991390528,-0.2308061293668323,-2.981620138680009,0.1688055494336434,1.40617583362984,0.970799405585475,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,16.628
84,-19.8559793055556,-43.9789862222222,842.223,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2471.TIF,0.0607678717240512,0.0862742012452803,0.0883595517294267,0.0498866226414116,0.0741780318567628,0000SET_000_DJI_2471.T,5152.291905164954,856.2279549491681,5770.809269763324,inf,771216.3083752377,-0.3198137984138672,3.4428853316484087,-0.0964453206234498,-0.2782929022311563,-0.0872507118647041,0.839502129706471,0.5645866424738514,-0.2662538698945891,-3.5893897860315747,0.1734627988177842,1.4197337967841648,0.976399263652535,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,0.041
114,-19.8561700833333,-43.9791280555556,842.318,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2481.TIF,0.0581146583998015,0.0873865444271825,0.0847074084081299,0.0454734239800932,0.0698888646039305,0000SET_000_DJI_2481.T,5528.05989809429,725.4070159252213,4116.750757358401,inf,868154.5421784343,-0.3043117242207423,3.6672043858565058,-0.1018448199484659,-0.301380654189042,-0.0958531762472914,0.8250620095375604,0.5368293616184914,-0.3343136618305387,-4.783503977710023,0.2011796841445242,1.50369195713075,1.0316281193038537,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,25.926
144,-19.8564397777778,-43.9793344166667,842.07,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2491.TIF,0.0563909413160439,0.0920297993477727,0.0908963758222038,0.0431813894214599,0.0675824052497205,0000SET_000_DJI_2491.T,34528.616972412325,2548.4132096724693,19464.854199093385,inf,2258830.6469141208,-0.3749376261896088,3.981530221419424,-0.1570802737421387,-0.3558754601408366,-0.1471109912304439,0.7435104495465675,0.4750617285987735,-0.3666196792545345,-5.424779983782106,0.2401204701737293,1.6319961539920085,1.0124694028262018,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,62.872
174,-19.8565625833333,-43.9794275277778,841.881,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2501.TIF,0.0561065650924346,0.092179339455259,0.0902299355680706,0.0430516871823492,0.0676209966402648,0000SET_000_DJI_2501.T,30573.766256385672,2262.5008497490285,17701.40486002649,inf,2288699.1792608267,-0.3701845844989856,4.00758685354873,-0.1524685639998509,-0.3539741444630092,-0.1432296826601314,0.7494297343175056,0.4771330812917456,-0.3654689828325395,-5.404667203838898,0.2432650255791656,1.64293321652101,1.0216048462731944,2022-05-12,09:33:38,-19.855979,-43.978986,P6,,,,,,0.65,65,7.72,4.8,270.5,0.223,29.23,9.45,5.33,133.5,0.317,0.13,277.6,180.0,7.87,7.5,23.66,0.38,4674,694.4,114,79.644
236,-19.8569875277778,-43.9797491666667,842.098,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2521.TIF,0.0554463103037754,0.0909765055948552,0.0933460356374612,0.0423550797409326,0.0666634793976067,0000SET_000_DJI_2521.T,75762.72529560825,4383.901342993036,39868.008195430506,inf,3191000.7113881144,-0.4165880529910028,4.004577959569945,-0.1822294980198099,-0.3757592983251731,-0.1667560596881174,0.7141543713384397,0.4537426731803793,-0.3716124829666617,-5.57445375375956,0.242654773936854,1.640803600752141,0.974615632828706,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,99.157
266,-19.8571922222222,-43.9799035,841.908,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2531.TIF,0.056230138173922,0.0895536060366175,0.0935314081732668,0.0465538264160149,0.0708911771589138,0000SET_000_DJI_2531.T,28643.16409592136,2743.396119684491,35853.29702924395,inf,2211667.581831647,-0.4165244890763273,3.889681856314594,-0.1553001065856574,-0.335349988133912,-0.1376953839316737,0.7579398037885626,0.4977346896111518,-0.2620459830025714,-3.6964541076127695,0.2285815064165868,1.592626462336349,0.9574709478416016,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.254
296,-19.8573895277778,-43.9800518611111,841.891,89.9,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2541.TIF,0.0536644447194766,0.0919510562263038,0.0940304996759294,0.0419074925624628,0.0652959584295792,0000SET_000_DJI_2541.T,100961.78290783368,5927.348837836498,66580.53778393951,inf,2638427.4593533883,-0.4389950111840647,4.173552529577183,-0.1973316100258408,-0.3834322271146931,-0.1803500911777107,0.6944125433196452,0.4456797816335606,-0.3413522228540934,-5.227769544454073,0.262929504470016,1.713444659810888,0.9778854365680042,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,44.382
326,-19.8576064166667,-43.9802161944444,841.734,90.0,2022-05-12, _Campo220512-Pampulha_0000SET_000_DJI_2551.TIF,0.0549470456268881,0.0893401066424504,0.0959475494246807,0.0457202286105846,0.0589975437484451,0000SET_000_DJI_2551.T,59673.57141535207,22265.79787912069,80315.22095782052,inf,39189.48589386299,-0.4589260673471259,3.971606307167871,-0.2560865960349791,-0.3545430126079413,-0.2384716090037779,0.6148937008001278,0.4765127289308749,-0.2166871208977169,-3.672815970468733,0.2383653740103022,1.6259310327456844,0.9311348458418192,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,14.769
