Degree,Image Index
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6831.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6841.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6851.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6861.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6871.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6881.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6891.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6901.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6911.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6921.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6931.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6941.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_6951.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6961.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6971.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6981.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_6991.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7001.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7011.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7021.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7031.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7041.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7051.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7061.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7071.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7081.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7091.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7101.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7111.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7121.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7131.TIF
61.9, _Campo220512-Pampulha_0002SET_0000_DJI_7141.TIF
44.3, _Campo220512-Pampulha_0002SET_0000_DJI_7151.TIF
44.3, _Campo220512-Pampulha_0002SET_0000_DJI_7161.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7171.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7181.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7191.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7201.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7211.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7221.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7231.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7241.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7251.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7261.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7271.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7281.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7291.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7301.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7311.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7321.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7331.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7341.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7351.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7361.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7371.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7381.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7391.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7401.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7411.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7421.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7431.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7441.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7451.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7461.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7471.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7481.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7491.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7501.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7511.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7521.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7531.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7541.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7551.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7561.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7571.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7581.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7591.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7601.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7611.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7621.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7631.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7641.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7651.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7661.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7671.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7681.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7691.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7701.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7711.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7721.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7731.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7741.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7751.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7761.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7771.TIF
72.3, _Campo220512-Pampulha_0002SET_0000_DJI_7781.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7791.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7801.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7811.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7821.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7831.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7841.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7851.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7861.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7871.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7881.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7891.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7901.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7911.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7921.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7931.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7941.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7951.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7961.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7971.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_7981.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_7991.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8001.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8011.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8021.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8031.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8041.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8051.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8061.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8071.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8081.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8091.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8101.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8111.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8121.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8131.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8141.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8151.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8161.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8171.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8181.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8191.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8201.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8211.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8221.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8231.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8241.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8251.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8261.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8271.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8281.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8291.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8301.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8311.TIF
90.0, _Campo220512-Pampulha_0002SET_0000_DJI_8321.TIF
89.9, _Campo220512-Pampulha_0002SET_0000_DJI_8331.TIF
