,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0128705388680849,0.0176819944382152,0.0077254749380703,0.0062718652154286,0.0022890553245775,0000SET_000_IMG_0041,1.6815266337439951,5.326761402696019,1.3669530316929204,0.2532985504406026,0.2909775788015651,3.567000859690003,-0.1779367870739471,-0.1038489960736106,-0.5428531814187592,0.2962996246738546,0.8118420246917806,-0.18711969134723,-81.74537737822804,0.1574813951397657,1.3738348191513003,2.28879060251432,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.011171475356071,0.0156749872162515,0.0059653942841834,0.0040049824969174,0.0009780340794644,0000SET_000_IMG_0048,1.6246046036855777,10.322392590404116,1.2395200863865994,0.3941800926007051,0.3321266550373989,3.6693984245972455,-0.1857734586552474,-0.1966236412431302,-0.7182849658002147,0.163951288527156,0.6713692852685664,-0.1566568920457643,-160.1752897317793,0.1677506616765003,1.4031259718738156,2.627653172534134,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0115026519372729,0.0160833715013759,0.0062052720293588,0.004336770218157,0.001095105480073,0000SET_000_IMG_0052,1.624019597293649,9.542942115121027,1.2531381028550403,0.3568582986427166,0.3293699898345891,3.651515801586722,-0.1852447693539733,-0.1772428688228893,-0.6999866161282298,0.1764798505032113,0.6988847866199227,-0.1573117626347083,-143.64987254398713,0.1660521885037363,1.3982316068575242,2.591888224284314,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.011461043597721,0.0160500283933214,0.0061873767399088,0.0042581955078668,0.0010724560831553,0000SET_000_IMG_0053,1.63396198135002,9.876675432847469,1.252530305971552,0.3672607629349822,0.3285767930483309,3.657949123288491,-0.1859222591696505,-0.1846888984423828,-0.7045507495026154,0.1733296885314773,0.6882069230407917,-0.1582829042790263,-147.58917103005115,0.1668050157076603,1.4003985113984654,2.5939956572869,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.01217444049319,0.0168326316535862,0.0067030446245087,0.004879004400047,0.0012901991614531,0000SET_000_IMG_0059,1.6535711229403904,9.33903967536328,1.2824548074489062,0.3060647413733164,0.3250469671814874,3.5999935086576844,-0.1866043368895187,-0.1574885601498023,-0.677177577463852,0.1924795721537756,0.7278788480995092,-0.1584629700990837,-122.8205495968647,0.1605881192291895,1.3826205535278475,2.511191942843428,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0149065491171569,0.0187141883098155,0.008776249873635,0.0076256044447141,0.0026918359690107,0000SET_000_IMG_0065,1.7360730575388506,6.269598327424302,1.4166580287885502,0.1613513857189985,0.3275749469885685,3.202832110119841,-0.1809720538652744,-0.0701533745262966,-0.530551827751284,0.3067182461494546,0.8688909904015395,-0.1724189252436723,-64.05253783239975,0.1132526971167474,1.2554339815830442,2.1323673071382534,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0157435521061485,0.0195910891644382,0.0097364563305826,0.0087302082421048,0.0032361537385601,0000SET_000_IMG_0070,1.8094661966793328,6.549254261285633,1.5006432764315365,0.1266686215499075,0.3066238801296457,3.1606859839872605,-0.1839640182631056,-0.0544899748688815,-0.5010790085708692,0.332374904039287,0.8966515070460352,-0.1651303681706307,-51.02673776064303,0.1088885275168329,1.2443881172652949,2.0121375271721607,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0154266876827619,0.0196004184505819,0.0090625435884534,0.0079373231075018,0.0031675156917884,0000SET_000_IMG_0159,1.7596275257338698,5.277627057109256,1.4317151030907926,0.1700645691664747,0.3246942972342287,3.242593339976155,-0.168299027451008,-0.0661899590788747,-0.4820113918980488,0.3495172917925754,0.8758383372207728,-0.19373897616794,-61.16433035207909,0.1191571679353449,1.2705526198267314,2.162794392024202,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0150473891636709,0.0189248752552148,0.0087084658697336,0.0075734010531816,0.0029830283047083,0000SET_000_IMG_0165,1.7278561252037326,5.109119694059728,1.4045700975158255,0.1836640818981964,0.3349519195478233,3.208098965321579,-0.168532703455659,-0.0697134316307733,-0.4897096538388865,0.3425434915093206,0.8696596124356492,-0.1956400062750539,-65.5843613573036,0.1141368159547336,1.257684974407744,2.173158342503067,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0130517667934284,0.017295024092276,0.0071977945387368,0.0057473795188773,0.0019093149124218,0000SET_000_IMG_0173,1.6360748392186537,5.702079028150228,1.306789563378932,0.2632577896144224,0.3384772535417281,3.428265408845826,-0.1742681671427165,-0.1120429137070114,-0.5806979321679507,0.2652638807826933,0.7984917446512657,-0.1859183149075017,-97.37435857120106,0.1398255688658825,1.3251098005355175,2.402822697869234,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
