,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
4766,-18.7010932,-45.1971171,679.288,2021-05-05, _Campo2021-05_0000SET_000_IMG_0163,0.0113396429307022,0.0154560045734466,0.0054085266080374,0.003193621147876,0.0009548753500068,0000SET_000_IMG_0163,0.3837418845523928,3.5573507197469887,-0.1662080103621693,-0.2574828430072944,-0.6998852637936195,0.1765499958136097,0.5904789565295073,-0.2147877330726165,-224.93798072291528,0.153620532666996,1.3630062840514412,2.8577107396454395,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,99.738
5306,-18.7016683,-45.1969245,683.52,2021-05-05, _Campo2021-05_0000SET_000_IMG_0181,0.0105878195238094,0.0149729069013747,0.0053382075176227,0.0035589417728386,0.0008100627855028,0000SET_000_IMG_0181,0.3506074031425868,3.707602269475992,-0.1771524273918316,-0.1999815543942444,-0.7364908354497682,0.1517480882540794,0.6666922859573521,-0.1511044514076683,-186.5342466187716,0.1715556633494118,1.4141634042499795,2.804856658709043,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,95.559
5336,-18.7015297,-45.1969078,683.185,2021-05-05, _Campo2021-05_0000SET_000_IMG_0182,0.0105939673927368,0.0149898374650205,0.00533523464144,0.0035594108230641,0.0008049381623413,0000SET_000_IMG_0182,0.3508198646962186,3.709586960708013,-0.1770767289809538,-0.1996508827094556,-0.7378125378342463,0.1508721202417526,0.6671516929016268,-0.1501628477402356,-186.55202941734228,0.1718223734399233,1.4149408724155124,2.8095929181054133,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,86.224
5366,-18.7013309,-45.1968854,682.877,2021-05-05, _Campo2021-05_0000SET_000_IMG_0183,0.0106188528502504,0.0150263613254694,0.0053422725630512,0.0035129780934855,0.0008138173495589,0000SET_000_IMG_0183,0.3511548919202079,3.709541719405978,-0.1765809083310257,-0.2065773788362913,-0.7356057623876218,0.152335422791325,0.6575812169866317,-0.1550213264484247,-190.48663257480115,0.1718647559353164,1.4150644648131714,2.812728318917372,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,76.585
5396,-18.7011717,-45.1968673,682.667,2021-05-05, _Campo2021-05_0000SET_000_IMG_0184,0.0106052413986935,0.0149781711021676,0.0053374606880799,0.0035042511178283,0.0007893944449125,0000SET_000_IMG_0184,0.35169719151167,3.702453215156254,-0.1777740261591106,-0.2073364989149063,-0.7423165954547537,0.1478970040332937,0.6565390028359948,-0.150833290360241,-191.07467924601377,0.1709283194072297,1.4123366493112377,2.8062353949731573,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,72.929
5426,-18.7009934,-45.1968432,682.722,2021-05-05, _Campo2021-05_0000SET_000_IMG_0185,0.0106407781780304,0.0150959100467496,0.0053604011165503,0.003492226402616,0.0007993696493245,0000SET_000_IMG_0185,0.3497885881094696,3.7188701390034993,-0.1772190511611479,-0.2110305341425045,-0.740454741026073,0.149124968811837,0.6514860225354613,-0.1537764888777681,-192.3721885209372,0.1731043182327427,1.4186847798328823,2.8161903780186908,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
5456,-18.7007963,-45.1968161,682.748,2021-05-05, _Campo2021-05_0000SET_000_IMG_0186,0.0106452581270581,0.015144170044977,0.0053465601206546,0.0034771550017888,0.0007856613363639,0000SET_000_IMG_0186,0.3498836839963353,3.729276658770512,-0.176851489450097,-0.2118614543788827,-0.7437596336431429,0.1469470685139716,0.6503536710184937,-0.1521455934969609,-193.6528965534975,0.1744479128388476,1.4226212144620125,2.832507201494414,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,80.112
5486,-18.7006177,-45.1967884,682.665,2021-05-05, _Campo2021-05_0000SET_000_IMG_0187,0.0106650181210291,0.0152028133171637,0.0053397663550556,0.0034784290123112,0.0007821285008695,0000SET_000_IMG_0187,0.3502806786400111,3.736579063665205,-0.1761894059452131,-0.2110791681518634,-0.744481563543185,0.1464724201142235,0.6514197028523323,-0.1515151933637812,-193.7216112126592,0.1754223274176253,1.4254840586896944,2.847093356953706,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,90.217
6356,-18.7004833,-45.1964649,678.303,2021-05-05, _Campo2021-05_0000SET_001_IMG_0216,0.0114957644817941,0.0165714809148289,0.0053784231428738,0.0038185037579105,0.0009634816799793,0000SET_001_IMG_0216,0.3691487423701662,3.766887416589313,-0.1572987088866831,-0.1696131111828531,-0.6961538506514994,0.1791383188687702,0.7099671514261328,-0.1685072809969114,-174.89412045751794,0.1808412746355757,1.4415292641975432,3.081103973157163,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,83.684
6386,-18.7006577,-45.1964912,678.323,2021-05-05, _Campo2021-05_0000SET_001_IMG_0217,0.0116900371244571,0.0166436740797864,0.0055326851241116,0.0040723277203795,0.0010980780189533,0000SET_001_IMG_0217,0.3699514885252139,3.717291447156207,-0.1565134575273759,-0.152041171352486,-0.6687928688564975,0.1984710848929111,0.7360490664166264,-0.1757110154300831,-160.01687712278658,0.1748319138153494,1.4237486076896744,3.0082453106273466,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,67.335
