,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0129932307890927,0.0179054147200979,0.0078018109060331,0.0065028368513606,0.0022751156094501,0000SET_000_IMG_0041,1.667286704690535,5.56455073630287,1.3713309647997511,0.226008044549421,0.2899357520735054,3.577082467514254,-0.1788652934621072,-0.0908078323005957,-0.5484504911384668,0.2916137851650268,0.8335035198471664,-0.1747650222793106,-76.81588643381149,0.1589773224701419,1.3780571599735445,2.29503315778286,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0111439249653218,0.015755573670824,0.0059625017011693,0.0040033887813163,0.0009666315117381,0000SET_000_IMG_0048,1.624153843348094,10.586310043052167,1.2399194590171776,0.3929322499729917,0.3288628756023909,3.698510526865343,-0.1857235429183083,-0.1965818230991011,-0.7209949694898389,0.1621184462804488,0.6714276962858056,-0.1547126503646813,-160.05339003121526,0.1714399501597165,1.413826252406845,2.642443467602565,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0115792627125041,0.0161107296479954,0.0062538784685625,0.0043977984835437,0.0011056077137051,0000SET_000_IMG_0052,1.6253055152483833,9.674707698983395,1.2556876945235813,0.3488361820986019,0.3305489174169227,3.631785732214597,-0.1859253223269769,-0.1742523729704165,-0.699542145654402,0.1767875278137971,0.7032113760526221,-0.155918564992404,-141.02521451292293,0.1636499886491683,1.3913433046646315,2.5761181207761097,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0115128534961743,0.0161356757527912,0.0062133530915704,0.0043238907458736,0.0010975345751752,0000SET_000_IMG_0053,1.6284298050260524,9.551282695056578,1.2536239604870372,0.3596642716527674,0.328433744318838,3.660295892838701,-0.1850304032568609,-0.1793127666821766,-0.6997534019931779,0.1766412690539373,0.6959029500093571,-0.1584990829433249,-144.41374925981137,0.1671995719913336,1.4015357494258964,2.596935264258895,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0121210821463521,0.0167327067928066,0.0066754928825584,0.0048143936254728,0.0012779684450977,0000SET_000_IMG_0059,1.6578233364673114,9.365956109560775,1.281230973052367,0.3139335905711825,0.3254458068992616,3.594793383607991,-0.1870646676192841,-0.1619771662483115,-0.6786384210723712,0.191441810751795,0.7212042182011391,-0.1600139089979612,-125.20959309423972,0.1598273507919048,1.3804631130102845,2.5065874666012298,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.014870032948558,0.0188224144641632,0.0088051368679114,0.0076416122343831,0.0026387103204449,0000SET_000_IMG_0065,1.7403736790157744,6.5864802230528445,1.4211383256427843,0.1574365414144173,0.3222166896916341,3.234292839759318,-0.1830210335251055,-0.0707449615903714,-0.5388420909482796,0.2996785126715252,0.8678584273041184,-0.1678565182405797,-63.61309043285897,0.1173076407062345,1.2657950745151831,2.1376629059291297,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0155669919420826,0.0192762494099113,0.0095294897299226,0.0086177982285555,0.003233802362766,0000SET_000_IMG_0070,1.7780156583446705,6.0594023505811565,1.4817609302996366,0.1313908018923331,0.3132093844488071,3.143881653263957,-0.1806860419085645,-0.0502384435323391,-0.4932651639903359,0.3393468542824344,0.9043294523415678,-0.167512364894183,-51.80043370087188,0.1064555800178573,1.238277085362997,2.022799746494702,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0157646273258575,0.019765058938295,0.0093627895749783,0.0083054209333383,0.0032926420793452,0000SET_000_IMG_0159,1.7796809816327908,5.518205046626682,1.4547514308647995,0.1527470902141714,0.3238967195020894,3.188833615790477,-0.1708472022663916,-0.0598458254242717,-0.4796476059794723,0.3516731902364506,0.8870669223982373,-0.1875822718690644,-56.97013746066455,0.1125940595899298,1.2537599861860294,2.1110224447547523,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0149516475971748,0.0188526638959058,0.0087315677759566,0.0074653883851126,0.0029963275323574,0000SET_000_IMG_0165,1.7467228368286805,5.116212492009549,1.4101881685239912,0.1957990092249616,0.3299310832443686,3.218797100125533,-0.1696600223546379,-0.0781739098539621,-0.4890255321032276,0.3431603131579807,0.8549883109960419,-0.2009614179140207,-67.06924251232032,0.1153999630943378,1.260908791046421,2.159138470850427,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.013035500846188,0.0173081889406909,0.0071229311939572,0.0057111922843045,0.0018644787239525,0000SET_000_IMG_0173,1.624446754748936,5.730503038720767,1.2999987980094851,0.2611176581961815,0.3416053333188761,3.436054965725297,-0.1732964088065038,-0.1099988567231636,-0.5850909792737835,0.2617572279140147,0.8018036576219688,-0.1834296594086596,-98.38120277382832,0.1408097737787471,1.327773220601061,2.429925050430706,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
