,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
5098,-18.7060292,-45.1916453,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0166,0.0107849485265897,0.0153257045118297,0.0050380094904902,0.0031090391859336,0.0004446398741814,0000SET_000_IMG_0174,1.5618232706154205,38.94783367269619,1.1719162203970912,0.4501493675432916,0.374986939860645,3.7229527957046553,-0.1759193693681304,-0.2367692131432476,-0.8378010904558245,0.0882570537075618,0.6171165798322245,-0.1017873881745519,-228.920962974692,0.1739043438920773,1.4210271355533144,3.0420158081795323,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,75.772
5218,-18.7060091,-45.1920003,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0186,0.0108496290355344,0.0153883978689012,0.0056541570942612,0.003714354108263,0.0008399975831376,0000SET_000_IMG_0178,1.6000901012133952,11.492603472786604,1.219724660003391,0.4196360406254963,0.3376226677744574,3.714825457978545,-0.1834802414319407,-0.2070556296581628,-0.7413065672547064,0.1485628306985266,0.6569244621860538,-0.148727252047228,-177.05676186792675,0.1729843806433292,1.4183340110985871,2.721607767941213,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,99.121
5248,-18.7070409,-45.1912136,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0191,0.0108175571151001,0.0153780391153128,0.0056311921536599,0.0036741101759228,0.0008070459694561,0000SET_000_IMG_0179,1.6021657511624805,12.438491461894326,1.2184737596588038,0.4217318499712622,0.3372578859079528,3.723944120625154,-0.1841586708609824,-0.210319010432933,-0.7492960173192529,0.1433170716668892,0.6524569000073764,-0.1450523348292315,-179.73243200382757,0.174093460599229,1.4215815041870017,2.7308674070583967,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,45.796
5578,-18.7073589,-45.1914156,2021-05-05, _Campo2021-05-TM_0002SET_001_IMG_0246,0.0111150963897385,0.0159012616445169,0.0057716577113419,0.0037125943194574,0.0008471727009904,0000SET_000_IMG_0190,1.6323684599784978,12.462113984264214,1.2238764188227391,0.4229959771062102,0.3360386614504349,3.74350837922929,-0.1822779000821464,-0.2171034031147493,-0.7440113590425477,0.1467815215939813,0.6432457545363044,-0.151970664068098,-179.3856953728967,0.177158048050362,1.4306004272888724,2.755059714173502,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,79.407
5758,-18.7068448,-45.1921147,2021-05-05, _Campo2021-05-TM_0002SET_001_IMG_0276,0.0114235657841411,0.0164569965035368,0.0060756416499762,0.0038893428637466,0.000971127893127,0000SET_000_IMG_0196,1.6792260797579115,11.4571538644083,1.2433621415507832,0.4175643913038946,0.3249635577801555,3.76550563450698,-0.1830850362406497,-0.2193981117801883,-0.7243764288907503,0.1598395608356533,0.6401534336314644,-0.1646785283298034,-169.57450145885934,0.1805354808651143,1.4406181760150076,2.7086845228275216,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,84.069
9888,-18.5904478,-45.2192116,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0102,0.0114879580978139,0.0192448144008372,0.0085031448719883,0.003073887380353,0.000164804328372,0000SET_001_IMG_0311,3.613266116558041,1674591320826.7522,1.5284553594056036,0.5915695152500402,0.1550970128189832,4.334894756517441,-0.2713175501488608,-0.468967985343334,-0.9619738591995556,0.0193815736240024,0.3615000598754034,-0.039268469667072,-238.27329084727893,0.2523968933607847,1.6752162775123098,2.263258440325404,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,65.953
10148,-18.5903379,-45.2185352,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0122,0.0075338961638661,0.0167562124016346,0.0089352374300544,0.0659892964098561,0.0974447785713721,0000SET_001_IMG_0315,1.0683072158685882,1.0539700730160917,2.042841221311013,2499.479487274484,-0.0836311472186636,5.47370339611807,3.643851195750851,0.7614870064017719,0.8320128579425184,10.905673109883866,7.385287400186559,11.457505739480792,117.5794732920338,0.3796737348003038,2.2241098147861877,1.875295707898451,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,82.297
10213,-18.5909744,-45.2195815,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0127,0.0075125581883689,0.0170046351454947,0.0092689453653168,0.0667294074224786,0.0993011670915895,0000SET_001_IMG_0316,1.072845414555621,1.0570755767898246,2.1616653516605018,3801.573323817192,-0.1032887305090604,5.540508164161194,3.672207519851733,0.7560750983327811,0.829254199787334,10.713318848891015,7.199244875492679,11.729905999908311,118.12455325010777,0.38716001574353,2.2634946338015234,1.8345814410692127,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,68.769
10473,-18.591329,-45.219607,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0147,0.0068552173572125,0.0155019605400871,0.0081588946053274,0.0591979780236911,0.0880521308421593,0000SET_001_IMG_0320,1.0633374205045014,1.0496972808862792,1.9243110969727903,1511.7363973873898,-0.0840975723518113,5.551554743479874,3.5734937836891194,0.7577412879524811,0.8303958498024608,10.792164269981518,7.25563705468599,11.357124644182228,128.9818262835775,0.3867546799776993,2.26133756703968,1.9000074507599356,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,81.474
10538,-18.5906083,-45.2184522,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0152,0.0113382670340734,0.0228966337411002,0.0174708619214336,0.0831992475610916,0.0916100190816171,0000SET_001_IMG_0321,1.2218420046536398,1.238322066456351,6.138990872184072,0.1243313717431838,-0.2678382751239102,5.043339809532963,2.16560163696889,0.6529086535966016,0.679671418844793,5.2435889822486725,4.762171891417738,6.978627743317413,76.17756019786462,0.3376194014094726,2.0194121087721757,1.3105611986441354,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,64.854
10733,-18.5908508,-45.2182634,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0167,0.0258869500234275,0.0459617693163367,0.0925571780318108,0.1376426249751914,0.0859864768182601,0000SET_001_IMG_0324,29.93811153959826,596.9487636089862,4876006274.763696,1.0851728466448575e-10,-1.4505583444692578,4.4246308646805765,-0.0914518904989609,0.1958535426809604,-0.0368016506611132,0.9290092745557516,1.4871091351541128,2.6969066166930853,31.36431118573717,0.2794039960263972,1.7754802815604631,0.4965770380395585,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,71.539
10798,-18.5913932,-45.2191464,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0172,0.0176551950929612,0.0334714437735664,0.0654959486706022,0.0744060618229039,0.0307214083166087,0000SET_001_IMG_0325,23.3040706800594,7771.716654282879,12972394.587001564,4.455240107126387e-08,-1.4293005674115125,4.733800550378589,-0.6801648049811513,0.0636882423695782,-0.3614164995055485,0.4690581469567747,1.1360406763037083,1.327189018453646,43.2007870464759,0.3093543606865194,1.895841059661292,0.5110460181576091,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,51.641
10799,-18.5913932,-45.2191464,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0172,0.0176551950929612,0.0334714437735664,0.0654959486706022,0.0744060618229039,0.0307214083166087,0000SET_001_IMG_0325,23.3040706800594,7771.716654282879,12972394.587001564,4.455240107126387e-08,-1.4293005674115125,4.733800550378589,-0.6801648049811513,0.0636882423695782,-0.3614164995055485,0.4690581469567747,1.1360406763037083,1.327189018453646,43.2007870464759,0.3093543606865194,1.895841059661292,0.5110460181576091,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,69.458
11059,-18.5918329,-45.2193774,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0192,0.0120336811375411,0.017050383317283,0.0057611087797664,0.0035041608254657,0.0007607737627947,0000SET_001_IMG_0329,1.6774652221659632,16.427042988948138,1.2043263823971548,0.4379808882668424,0.3678845361450936,3.694398245738157,-0.1719269679359518,-0.2435922590990985,-0.7667011762846164,0.1320533584553402,0.6082441695551157,-0.1538854661597725,-202.2749386026074,0.1724897215633076,1.4168884086592133,2.9595662864700074,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,56.756
11123,-18.5911751,-45.2183292,2021-05-06, _Campo2021-05-TM_0006SET_000_IMG_0197,0.0122463541946325,0.0169911837930876,0.0058447090537734,0.0037048383842431,0.0009011920251092,0000SET_001_IMG_0330,1.6546128947065957,11.380356350831333,1.2068724414917795,0.4209360311883744,0.3767627505426335,3.6122270599864015,-0.1690811665038451,-0.2240808460735563,-0.7328178950236032,0.1541893731266883,0.6338790092299327,-0.1696587274905208,-188.26035158263053,0.1622855385582722,1.387448339566622,2.907105150446784,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,66.942
11318,-18.5915224,-45.2182608,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0212,0.0118726245670338,0.0166230061865537,0.0055065669354883,0.0033018894241948,0.0006139764069964,0000SET_001_IMG_0333,1.6512518641732317,23.77036025784306,1.1878661021701695,0.4454143094880115,0.3829666884618611,3.651531108169923,-0.1716961653103937,-0.2502910182293071,-0.7993719274121995,0.1114989455661552,0.5996275833705093,-0.134233371208752,-218.62952660579856,0.1667056139447568,1.4001121734035182,3.0187603966861865,Região 5,Seco,Substrato consolidado,Campanha 4,TM02,MD EXTRA 1,2021-05-06,,,,-18.590977,-45.218929,Subsuperfície,220,25.8,7,,77.5,5.6,0.35,1.79,-0.2,0.22,,,2.01,-146.45,50,,,,5.5,Não,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,92.937
11319,-18.5915224,-45.2182608,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0212,0.0118726245670338,0.0166230061865537,0.0055065669354883,0.0033018894241948,0.0006139764069964,0000SET_001_IMG_0333,1.6512518641732317,23.77036025784306,1.1878661021701695,0.4454143094880115,0.3829666884618611,3.651531108169923,-0.1716961653103937,-0.2502910182293071,-0.7993719274121995,0.1114989455661552,0.5996275833705093,-0.134233371208752,-218.62952660579856,0.1667056139447568,1.4001121734035182,3.0187603966861865,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,78.747
11384,-18.5921618,-45.2193066,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0217,0.0117967057781967,0.0165318611017114,0.0054271975661238,0.0032020057067299,0.0009054319844505,0000SET_001_IMG_0334,1.6526453600084212,8.06101556360192,1.1833006124791463,0.5221788547139912,0.3852868211803159,3.656023069738565,-0.1596185786892149,-0.2578675909042554,-0.7140423335300302,0.1668323243108276,0.5899924717531204,-0.2060173081192186,-227.53482498660455,0.1671512485466776,1.4013964078231456,3.04611374476252,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,53.051
11709,-18.5920725,-45.2186448,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0242,0.0117898261803897,0.0163960025083434,0.0054946192999519,0.0033385225364763,0.0009753065226867,0000SET_001_IMG_0339,1.6386624089667248,7.285999871366735,1.1884097334969033,0.506287145390313,0.3839476651235184,3.627129137311634,-0.1603398937520589,-0.2440917176925404,-0.6985107559428108,0.1775021106003172,0.6075985166989687,-0.2094127499183072,-214.71480508654145,0.1634217102083983,1.39069077503579,2.9840106499256334,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,25.743
11904,-18.5922674,-45.2183619,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0257,0.011703893498118,0.0163178389316871,0.0054425241964351,0.0033809303807278,0.0009741275944884,0000SET_001_IMG_0342,1.6136225458069526,7.034546355406881,1.186018448335019,0.4942015721995974,0.3837131453432932,3.637888608775894,-0.1594618253221889,-0.2336492807525945,-0.6963751108120513,0.1789845224990386,0.6212063113917506,-0.2048930497899777,-210.3349201370125,0.1646559664049005,1.3942231219304095,2.9982115545532024,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 2,2021-05-06,,,,-18.591953,-45.218854,Subsuperfície,190,25.8,7,,77.5,5.56,0.3,1.71,-0.003,0.31,,,1.98,-151,50,,,,4.75,Não,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,62.546
11970,-18.5927888,-45.2192327,2021-05-06, _Campo2021-05-TM_0006SET_001_IMG_0262,0.011654966826109,0.0162094202503275,0.0054099385038645,0.0032868826706088,0.0009447773362382,0000SET_001_IMG_0343,1.6262823293914928,7.296710126894561,1.184443123995335,0.5103751162290889,0.3852715412272887,3.629195000799097,-0.1602461649480264,-0.2441186027243198,-0.7026531602637544,0.1746373522662621,0.6075637769747049,-0.2063765092937562,-218.43930985419408,0.1634506946707602,1.3907736068382273,2.9962300382432385,Região 5,Seco,,Campanha 4,TM02,MD EXTRA 3,2021-05-06,,,,-18.593128,-45.218638,Subsuperfície,200,25.8,7,,77.4,5.81,0.3,2.04,0.02,0.33,,,1.82,-141,50,,,,5.0,Não,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,73.15
