,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
6416,-18.7008938,-45.1965224,678.561,2021-05-05, _Campo2021-05_0000SET_001_IMG_0218,0.0112606863533789,0.0163659777472509,0.0051991365542485,0.0036526730331035,0.0008646959433424,0000SET_001_IMG_0218,0.3703750483315057,3.8011231818567897,-0.1568933764539197,-0.1747059181384426,-0.7148021672148974,0.1663152976114484,0.7025537788805912,-0.1599407121264452,-184.9675754325961,0.1847957963826554,1.4533730212936886,3.147826100831562,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,48.786
6446,-18.7011131,-45.1965546,678.56,2021-05-05, _Campo2021-05_0000SET_001_IMG_0219,0.0112339082015618,0.0163129912313986,0.0051790079724011,0.003626571695975,0.0008376845785986,0000SET_001_IMG_0219,0.3711704458901729,3.798245755688596,-0.1575975330496913,-0.1763014287408515,-0.7215464903688938,0.1617461457990827,0.7002444706208172,-0.1564177409523627,-186.72629883439052,0.1843794813350057,1.4521207525205413,3.149829333789488,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,40.751
6476,-18.7013315,-45.1965885,678.482,2021-05-05, _Campo2021-05_0000SET_001_IMG_0220,0.0111927664083732,0.0162308998807324,0.0051569712626861,0.0035949455757605,0.0008270528067397,0000SET_001_IMG_0220,0.3718706411868238,3.793631654841752,-0.1578898463210411,-0.1784781226512257,-0.7235797192175865,0.1603756865437553,0.6971040544228297,-0.1561681723603288,-188.82491068007465,0.183714803821131,1.4501240612499715,3.1473706278282125,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
6506,-18.7015469,-45.1966222,678.669,2021-05-05, _Campo2021-05_0000SET_001_IMG_0221,0.0111624411485445,0.0161670944985979,0.0051431044959671,0.0036158524363542,0.0008270148869211,0000SET_001_IMG_0221,0.372320249201205,3.7894321663237385,-0.1579276598319113,-0.1743646043031915,-0.7229486266919473,0.1608007162929692,0.7030486040463546,-0.1546301325699438,-186.9738199582084,0.1831225167770712,1.448347568731054,3.1434505192875477,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,62.023
6536,-18.7017402,-45.1966573,678.854,2021-05-05, _Campo2021-05_0000SET_001_IMG_0222,0.011231774775401,0.0162078535769826,0.0052180220579819,0.0037327907398522,0.0008919581651792,0000SET_001_IMG_0222,0.3710394278215509,3.774553025112516,-0.1576575249943903,-0.1659325640783251,-0.7080323887798999,0.1709379828731828,0.7153650748068855,-0.1595382721668911,-178.86295388622722,0.1813464358072962,1.443035842606089,3.106129755084071,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,80.034
6566,-18.7019141,-45.1966888,678.984,2021-05-05, _Campo2021-05_0000SET_001_IMG_0223,0.0112453395559337,0.0161978816512417,0.0052381481953504,0.0037444594248929,0.000925369843776,0000SET_001_IMG_0223,0.3708627763756256,3.767471128966904,-0.1571527744143521,-0.1662867658931585,-0.6997267346662428,0.1766597295963098,0.7148441176629251,-0.1648412371040469,-178.1355186931608,0.1804650430035192,1.4404084083610218,3.092291597557248,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,97.567
7046,-18.7019797,-45.1963954,682.33,2021-05-05, _Campo2021-05_0000SET_001_IMG_0239,0.0105864274365554,0.0157665798869706,0.0052865580905559,0.0034759339230703,0.0007822157966736,0000SET_001_IMG_0239,0.3361457832956707,3.9033578696833455,-0.170923274091043,-0.2066334742068775,-0.7422162001060498,0.147963151690507,0.6575041574365437,-0.1511490388040385,-193.2318925887269,0.1965677915548843,1.4893201678715433,2.9823903600220705,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,91.472
7076,-18.701799,-45.1963693,682.15,2021-05-05, _Campo2021-05_0000SET_001_IMG_0240,0.0106200908615147,0.015811849780034,0.005328005485,0.0035149932804674,0.0007961871288186,0000SET_001_IMG_0240,0.334691098773095,3.901686871169531,-0.1714523506858129,-0.2050223292592275,-0.7399862548339556,0.1494343673369172,0.6597202818884486,-0.1515418092010778,-190.3344122454465,0.1964198917108003,1.4888620056287185,2.9676864681444672,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
7106,-18.7016593,-45.1963478,682.368,2021-05-05, _Campo2021-05_0000SET_001_IMG_0241,0.010644853245932,0.0158561170492309,0.0053210585906014,0.0035087352801062,0.0008018831829775,0000SET_001_IMG_0241,0.3357565183708599,3.903078646342252,-0.1705286771499368,-0.205250919447564,-0.7380725760164157,0.1506999348576744,0.6594054961739546,-0.153208494179626,-191.0608645148815,0.1966442641630404,1.48955712990129,2.9798801834728152,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,55.897
7136,-18.701501,-45.1963237,682.671,2021-05-05, _Campo2021-05_0000SET_001_IMG_0242,0.0106261301542189,0.0158762280279997,0.0053103208975792,0.0034520740513208,0.0007727172725413,0000SET_001_IMG_0242,0.3348282253986659,3.914806056786365,-0.1712150893833418,-0.2120706561499693,-0.745943638382268,0.1455123499021605,0.6500688221863365,-0.1511228566572097,-195.5732866695205,0.1980992724376988,1.4940743052819043,2.98969277642659,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,38.572
7166,-18.7013034,-45.1962944,683.02,2021-05-05, _Campo2021-05_0000SET_001_IMG_0243,0.0106468650344481,0.0159381589201742,0.0053179257747622,0.0034800996825888,0.0007775839275774,0000SET_001_IMG_0243,0.334350992882913,3.921841938113833,-0.1707856970501385,-0.2088907449839036,-0.7448666426438645,0.1462194021713608,0.6544092245711005,-0.1504031832329872,-193.423729450756,0.1990328801191886,1.4969813995580892,2.997063064665829,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,18.287
7196,-18.7011451,-45.1962711,683.173,2021-05-05, _Campo2021-05_0000SET_001_IMG_0244,0.0106582289002479,0.0159877297006887,0.0053253549740992,0.0033825045413781,0.0007696886525688,0000SET_001_IMG_0244,0.3335604257757107,3.9293771380254814,-0.1709702544298882,-0.22311458163374,-0.7474378528806138,0.1445328351466364,0.6351697788841317,-0.1553344878484358,-201.8147043353364,0.2000115995171391,1.5000362490166488,3.0021904226944187,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,11.007
7226,-18.7009473,-45.1962405,683.454,2021-05-05, _Campo2021-05_0000SET_001_IMG_0245,0.0107045431860289,0.0160651044481899,0.005337431231397,0.0034719028397663,0.0007825822671855,0000SET_001_IMG_0245,0.3340850955523434,3.930543034689872,-0.1701497541711823,-0.211767243308137,-0.7442547251352438,0.1466215175910884,0.6504819807968892,-0.1522969376965304,-194.60821447469695,0.2002477333810237,1.5007744066236632,3.0098944139435924,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
7256,-18.7007497,-45.1962073,683.756,2021-05-05, _Campo2021-05_0000SET_001_IMG_0246,0.0107452671824789,0.016128793952876,0.0053782332634652,0.0034170178347452,0.0007865244079334,0000SET_001_IMG_0246,0.3327610194968532,3.930538315695202,-0.170860251913733,-0.2229857234114731,-0.744832011294627,0.1462421522837858,0.635342066317074,-0.1569813205777849,-199.5886192397446,0.2003242734055797,1.5010137653138502,2.998901900079396,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,48.412
7286,-18.7005726,-45.1961781,683.692,2021-05-05, _Campo2021-05_0000SET_001_IMG_0247,0.0108155964688186,0.0162171245790804,0.0054129561844814,0.0035675007145149,0.0008208591072282,0000SET_001_IMG_0247,0.3331441562276979,3.925479478091095,-0.1698718034753701,-0.205496835041072,-0.7366431089737719,0.1516470998936867,0.6590669853827188,-0.1541977366198213,-187.8492121997669,0.1998144434180669,1.4994202701473214,2.9959829760998,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,67.985
7316,-18.7003949,-45.1961484,683.955,2021-05-05, _Campo2021-05_0000SET_001_IMG_0248,0.0108353594950756,0.0162123951198001,0.0054415149220052,0.0035412579845424,0.0008205964390992,0000SET_001_IMG_0248,0.3326988105836952,3.917184063861086,-0.1708429608557817,-0.2115445817491045,-0.7379170085680246,0.1508029383105706,0.6507853116825498,-0.155991358192633,-190.09509517719903,0.1987978559139709,1.4962489363798432,2.979389995649562,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,87.789
8006,-18.7003503,-45.1958225,678.558,2021-05-05, _Campo2021-05_0000SET_001_IMG_0271,0.0116086340618147,0.0169334631157318,0.0055577438842238,0.0033140887050244,0.0006696039095499,0000SET_001_IMG_0271,0.3573332953948094,3.8100719853334137,-0.1712607151558331,-0.2528964739391602,-0.7849473221266391,0.1204812462572513,0.5963010844079674,-0.1443661308871348,-215.5992950880112,0.1865605397106571,1.4586955731021385,3.0468232197239407,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,99.861
8036,-18.7005082,-45.1958447,678.598,2021-05-05, _Campo2021-05_0000SET_001_IMG_0272,0.0116535354919368,0.0167624961674065,0.0054681571478224,0.0033706461530514,0.0006974704691138,0000SET_001_IMG_0272,0.3690010295806322,3.756503377992312,-0.167887153839793,-0.2373071244343271,-0.7737552403593312,0.1275512846940684,0.6164135488303774,-0.1470743091739556,-210.86815239765923,0.1797914901249011,1.4384043519672327,3.0654744759999955,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,82.808
8066,-18.7007055,-45.195872,678.82,2021-05-05, _Campo2021-05_0000SET_001_IMG_0273,0.011564973093274,0.0165854109837317,0.005343083946034,0.0032802038877171,0.0006481797817559,0000SET_001_IMG_0273,0.3751422954392224,3.746414476923416,-0.1667793999341229,-0.2392219879571796,-0.7836250209619782,0.1213119217857363,0.6139158435180286,-0.1415566997786973,-218.3911065464344,0.1783434953045128,1.4341071829538024,3.104089539158845,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,62.044
8096,-18.7009224,-45.1959037,678.891,2021-05-05, _Campo2021-05_0000SET_001_IMG_0274,0.0115165961340745,0.0164550886902171,0.0052757732630282,0.0033051547546041,0.0006168464006839,0000SET_001_IMG_0274,0.3792640069303669,3.73311108341613,-0.1665586785926575,-0.229650977653562,-0.7906376328740304,0.1169205668876378,0.6264777862547868,-0.1330701038156124,-215.72648177581505,0.1765532747549706,1.4288152939157892,3.1189908795989787,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,40.776
8126,-18.7010998,-45.1959297,678.915,2021-05-05, _Campo2021-05_0000SET_001_IMG_0275,0.0113825658256318,0.0163305516632196,0.0051771546652562,0.0031580784902968,0.0005362321017585,0000SET_001_IMG_0275,0.3799878466048214,3.750516794777729,-0.1674630277652695,-0.2422339168298219,-0.8122892345204605,0.1035766046081537,0.6100027320973455,-0.1226870024308388,-228.794587322362,0.1785430974908653,1.4346986359126246,3.1543488110976603,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
8156,-18.7013171,-45.1959604,679.467,2021-05-05, _Campo2021-05_0000SET_001_IMG_0276,0.0113853061231327,0.0162986479891098,0.0051889576675714,0.0031204984188458,0.0005520981833331,0000SET_001_IMG_0276,0.3801756108667104,3.7421764708383023,-0.1674926733890146,-0.2489283567075761,-0.8076666739808438,0.1063986678448852,0.6013728804047642,-0.1284341134980837,-232.62911810849943,0.1774797720750557,1.4315511425726322,3.1410254300143663,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.017
8186,-18.7015354,-45.1959913,679.977,2021-05-05, _Campo2021-05_0000SET_001_IMG_0277,0.0114614270331141,0.0163053245671372,0.005269468007429,0.0032848281564763,0.0006246433612116,0000SET_001_IMG_0277,0.3797507372631374,3.717469855070812,-0.1672800878218452,-0.23200504318834,-0.7880449410796709,0.1185401183441982,0.6233699781164406,-0.1356605185889167,-217.18075787402995,0.1744495576493457,1.4226260412449707,3.094301843022793,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,43.602
8216,-18.7017154,-45.1960169,680.487,2021-05-05, _Campo2021-05_0000SET_001_IMG_0278,0.0113593947608791,0.0162200476442946,0.0051884086324953,0.0031428084520004,0.0005570198850894,0000SET_001_IMG_0278,0.3804542541251068,3.732880404851736,-0.1679290204408587,-0.2455343750796913,-0.8060997945115629,0.1073585225343957,0.6057364935207321,-0.1282002925071035,-230.1538884676043,0.1762418837918086,1.4278971710847856,3.126208591726472,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,61.39
