,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0102026840879782,0.0153843573305097,0.0052435915247155,0.003238876738834,0.0007505876998837,0000SET_000_IMG_0041,1.589821996191124,10.486911597395032,1.1992050555327438,0.4984962422381401,0.3223464234952478,3.9560642382372624,-0.1755968480820679,-0.236336255391143,-0.7495611419814068,0.1431438159028652,0.6176828846350175,-0.1581755419853778,-210.73559027131196,0.2025116213235769,1.507873535811724,2.933935120231244,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0106441143576063,0.0151218422088561,0.0055164559303037,0.0034184361048044,0.0007757595037317,0000SET_000_IMG_0048,1.6260863957959883,12.387434548556673,1.2125418143800673,0.4685934488007922,0.3390895339656162,3.7241228483958206,-0.1839907016199277,-0.2348119951819784,-0.7534224592706992,0.1406264300001381,0.6196797632381708,-0.1540524910917997,-198.58279576434228,0.17378465416953,1.4206764133504457,2.7412241482410598,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0107701449902858,0.015227141444978,0.005552479011443,0.0034555417529715,0.000791564003084,0000SET_000_IMG_0052,1.6278456869833555,12.167293263423687,1.2128334091127793,0.4629894010454481,0.3426556453616983,3.703976054951832,-0.1831312287232062,-0.2327855711384781,-0.7504544022569124,0.1425604673971176,0.6223421548915429,-0.1555747512352806,-196.54096273851303,0.1714408334804722,1.4138288257690323,2.7424041430137187,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0107948687987128,0.0153009888647167,0.005586309747039,0.0034655215715643,0.0008076157087359,0000SET_000_IMG_0053,1.6352453678837,11.929600725801915,1.2151535768528143,0.4650903198074394,0.3404066951309579,3.7132294504467502,-0.1831207887449478,-0.2342938241807558,-0.7473803176712129,0.1445705206668809,0.6203597237695573,-0.1582282700190956,-195.9202480926955,0.1726756837855816,1.4174316659171642,2.7390154784787804,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0111138181884243,0.0155881307711282,0.0057826566522703,0.003651085259797,0.0009259932154532,0000SET_000_IMG_0059,1.6490319724137006,10.14282395491784,1.224848612559285,0.4504458546607553,0.342001335145853,3.668782289623259,-0.1818842304048241,-0.2259518452319192,-0.7239405144965704,0.1601328370567618,0.6313854477878373,-0.1703022719682936,-183.91308826700663,0.1675650189235807,1.402590046628994,2.695669431628492,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0115169922319772,0.0157222009659007,0.0062442703211564,0.0043440042993793,0.0013694912084712,0000SET_000_IMG_0065,1.6326439018094618,6.212621288382075,1.256351125761192,0.398409316108403,0.3353679247744391,3.5607550533459307,-0.1789619493232632,-0.1794689021468691,-0.640258969724211,0.2193196543447495,0.6956784501563376,-0.1963496034489277,-143.37412480954742,0.154380810891679,1.3651308127349115,2.517860399578128,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0115655796819849,0.0158037673482215,0.0063879295560263,0.0045935232017399,0.0014656684663937,0000SET_000_IMG_0070,1.6244170049227322,5.966481877731315,1.2684932319989264,0.3718919703713411,0.3276212571264708,3.563727944925139,-0.1798457626409613,-0.1634033669194976,-0.6267523593110843,0.2294434297590218,0.7190942169057614,-0.1923460718520013,-131.2343659308383,0.15485161781752,1.3664483564830048,2.474004637905314,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0117337615498872,0.016178240205005,0.0057226520741452,0.0032799254726608,0.0009505724314726,0000SET_000_IMG_0159,1.725117214548224,9.118149618853598,1.206997078114331,0.5303554099749527,0.3715552124069938,3.5953697031887124,-0.1709687354055925,-0.2713363577024724,-0.7151085114333053,0.1661069761286489,0.5731478045781294,-0.2088035139598923,-219.66081389128848,0.1592318134022331,1.378776970728583,2.82705291102667,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0115032213377806,0.0157437533638671,0.005618172000489,0.003231496571605,0.0009162839202816,0000SET_000_IMG_0165,1.7047900279458803,9.115854209533794,1.2031734604373094,0.5335415634492288,0.3738021805396264,3.570647112172228,-0.1725655098113723,-0.2696909392075987,-0.7195531100396361,0.1630928921723734,0.5751864790404662,-0.2038933045860994,-222.52197170876607,0.1556331325778367,1.368638653605587,2.8022910944159025,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0109880624620334,0.0154192526235559,0.0052213669032433,0.0033730819195713,0.0005817070086426,0000SET_000_IMG_0173,1.5548983527316271,20.221860720163555,1.1820472610807606,0.4237680514248496,0.3739931953628124,3.6724434787640536,-0.1756960099715931,-0.2150556739328752,-0.7995176289410536,0.1114089508402995,0.6460151110001634,-0.1195157348577477,-205.4569277695915,0.1678016166035993,1.403273113602458,2.9531065158393845,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
