,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0133943068242893,0.0182233681711323,0.0082615218468762,0.006800509770734,0.0023393286896601,0000SET_000_IMG_0041,1.7300058569822987,6.500116659004927,1.409858470196179,0.2083275742875891,0.2816595115245469,3.5238355204298024,-0.1873064087752709,-0.0969996686525353,-0.5586526417672808,0.2831595356180815,0.8231546071993224,-0.1693421662921629,-72.38921449587662,0.1527329681117372,1.3605308889957604,2.2058125014851613,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0112321306769615,0.0158834733340694,0.0060195144815405,0.0040360955686136,0.00092550538977,0000SET_000_IMG_0048,1.6328067219179114,12.326683006703115,1.2429124573946635,0.3817041859190697,0.3281786096646854,3.698008835873237,-0.1878626450547886,-0.1972450107983757,-0.7334765322722221,0.1537508369833088,0.6705018454546008,-0.1469090793733508,-158.7338993345675,0.1715374901925727,1.414110447152149,2.638663530551809,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0116643456578642,0.0163568486374759,0.0064490199314354,0.0046006783956175,0.0011495277500077,0000SET_000_IMG_0052,1.638373012795434,10.187384133676453,1.2716915653158314,0.3277315226592357,0.3188466092716501,3.660250290685113,-0.1891244222345298,-0.1672752939591679,-0.697434878821637,0.178248441194047,0.7133918710952871,-0.1513099322017808,-131.62790737393448,0.1674626331109683,1.4022945750452769,2.5363309171592605,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0117396499503314,0.016402319837262,0.0063965607248066,0.0045017776719151,0.0011636331466725,0000SET_000_IMG_0053,1.6427553189915762,9.54350089698046,1.26482898805027,0.342979587438545,0.3257520447434897,3.645389278033873,-0.1859474520664532,-0.173859810910392,-0.6921684373565294,0.1819154381134531,0.7037809638008574,-0.1593631144999092,-136.95305514080667,0.165683849500335,1.3971728208811691,2.564240463418398,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0122059488061759,0.0166122030508074,0.0065917420350175,0.0046647514988451,0.0013095267014526,0000SET_000_IMG_0059,1.663149075674099,8.404216177296773,1.2712006778028706,0.3378396080335144,0.337956787187569,3.539982425783432,-0.1832947289534425,-0.1711892367170547,-0.6685274871342669,0.1986617034610826,0.7076659666085849,-0.1734421326277581,-132.44642696889372,0.1528985712372725,1.3609923582836958,2.520153695723819,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0156592787384382,0.0195889693305528,0.0093807682652422,0.0080138107615282,0.002847923652313,0000SET_000_IMG_0065,1.8215835377441991,7.259895636893663,1.4605416838975342,0.148269073152133,0.3205125480187181,3.181423952961863,-0.1853381365264604,-0.078585259327647,-0.5342226835848906,0.3035917285010845,0.8542808579144975,-0.1735088289281344,-60.92467710193552,0.1114861250528837,1.2509496546905794,2.0882052276181065,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.016447374693614,0.0201662834214397,0.0103558130626435,0.0094217841239652,0.0034525366691119,0000SET_000_IMG_0070,1.8619714786855728,7.33610109534888,1.5519723865493802,0.1031541474665174,0.3020666477638751,3.097752944659211,-0.1885437497624232,-0.0472266135196001,-0.499934932677434,0.3333911734623935,0.9098063152522886,-0.1565277710934513,-45.33703363495779,0.101571624341373,1.2261095644200064,1.9473394604027263,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0153790979456182,0.0200266379824749,0.0092512631828217,0.0081067136886705,0.003094914708024,0000SET_000_IMG_0159,1.779936993532734,5.895227077267667,1.4551840787147206,0.1556052235429691,0.3059841980545563,3.3360833813220303,-0.17387997490861,-0.0659379547872854,-0.4986440766710836,0.3345396889984519,0.8762818145443676,-0.1805301758079497,-58.33122810780536,0.1312651725781261,1.3021984809051088,2.1647463256327595,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0146190467240731,0.0188736098669583,0.0085637120573284,0.0074710476018273,0.0027675165181558,0000SET_000_IMG_0165,1.7093224195734555,5.47438062339061,1.4023607126259396,0.1768223992954282,0.3208360620691683,3.3116297154825265,-0.1730586979094603,-0.0681434881923657,-0.5115240152963659,0.3231678622108151,0.8724076138727654,-0.1811232300333729,-65.44612429416271,0.1270297305715808,1.2910287670042968,2.2039052388277347,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0129925058763656,0.0172114260108804,0.0071724523663975,0.0055998958131675,0.0018919722654931,0000SET_000_IMG_0173,1.651549570989422,5.722691065074292,1.3059156468061524,0.2807388249960763,0.3381505696441937,3.427880029425236,-0.1748275728013461,-0.123121960905043,-0.5825499483250743,0.2637831760803145,0.7807505058385147,-0.1922382020662088,-101.6073044897972,0.139681156422429,1.3247195094357702,2.3996570672974946,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
