Latitude,Longitude,DateTime,Image Index
-18.7099105,-45.1924434,2021:05:05 16:59:54, _Campo2021-05-TM_0002SET_003_IMG_0636
-18.7097312,-45.19266,2021:05:05 17:00:08, _Campo2021-05-TM_0002SET_003_IMG_0641
-18.7105641,-45.1923053,2021:05:05 17:00:19, _Campo2021-05-TM_0002SET_003_IMG_0646
-18.7115795,-45.1915656,2021:05:05 17:00:31, _Campo2021-05-TM_0002SET_003_IMG_0651
-18.7124276,-45.1909446,2021:05:05 17:00:42, _Campo2021-05-TM_0002SET_003_IMG_0656
-18.7131265,-45.1904317,2021:05:05 17:00:50, _Campo2021-05-TM_0002SET_003_IMG_0661
-18.7140282,-45.1897587,2021:05:05 17:01:02, _Campo2021-05-TM_0002SET_003_IMG_0666
-18.7149201,-45.1890737,2021:05:05 17:01:13, _Campo2021-05-TM_0002SET_003_IMG_0671
-18.7153198,-45.189153,2021:05:05 17:01:26, _Campo2021-05-TM_0002SET_003_IMG_0676
-18.7143222,-45.1899271,2021:05:05 17:01:43, _Campo2021-05-TM_0002SET_003_IMG_0681
-18.7130031,-45.190906,2021:05:05 17:01:57, _Campo2021-05-TM_0002SET_003_IMG_0686
-18.7120518,-45.1916042,2021:05:05 17:02:09, _Campo2021-05-TM_0002SET_003_IMG_0691
-18.711394,-45.1920793,2021:05:05 17:02:19, _Campo2021-05-TM_0002SET_003_IMG_0696
-18.7122965,-45.1917353,2021:05:05 17:02:36, _Campo2021-05-TM_0002SET_003_IMG_0701
-18.7131837,-45.19112,2021:05:05 17:02:47, _Campo2021-05-TM_0002SET_003_IMG_0706
-18.7141488,-45.1903978,2021:05:05 17:03:01, _Campo2021-05-TM_0002SET_003_IMG_0711
-18.7151248,-45.1896817,2021:05:05 17:03:11, _Campo2021-05-TM_0002SET_003_IMG_0716
-18.7155945,-45.1897008,2021:05:05 17:03:25, _Campo2021-05-TM_0002SET_003_IMG_0721
-18.7148464,-45.1902849,2021:05:05 17:03:37, _Campo2021-05-TM_0002SET_003_IMG_0726
-18.7140341,-45.1908855,2021:05:05 17:03:47, _Campo2021-05-TM_0002SET_003_IMG_0731
-18.7132979,-45.1914303,2021:05:05 17:04:03, _Campo2021-05-TM_0002SET_003_IMG_0736
-18.7148606,-45.190616,2021:05:05 17:04:23, _Campo2021-05-TM_0002SET_003_IMG_0741
-18.7157212,-45.1900101,2021:05:05 17:04:37, _Campo2021-05-TM_0002SET_003_IMG_0746
-18.7155229,-45.1905051,2021:05:05 17:04:50, _Campo2021-05-TM_0002SET_003_IMG_0751
-18.5893074,-45.221799,2021:05:06 11:47:15, _Campo2021-05-TM_0006SET_000_IMG_0007
-18.5893965,-45.221474,2021:05:06 11:47:36, _Campo2021-05-TM_0006SET_000_IMG_0012
-18.5901009,-45.2220535,2021:05:06 11:47:53, _Campo2021-05-TM_0006SET_000_IMG_0017
-18.5896665,-45.2213345,2021:05:06 11:48:04, _Campo2021-05-TM_0006SET_000_IMG_0022
-18.5894236,-45.2204498,2021:05:06 11:48:16, _Campo2021-05-TM_0006SET_000_IMG_0027
-18.5899278,-45.2212161,2021:05:06 11:48:33, _Campo2021-05-TM_0006SET_000_IMG_0032
-18.5904419,-45.2218598,2021:05:06 11:48:42, _Campo2021-05-TM_0006SET_000_IMG_0037
-18.5905814,-45.2217045,2021:05:06 11:48:53, _Campo2021-05-TM_0006SET_000_IMG_0042
-18.5901023,-45.220942,2021:05:06 11:49:03, _Campo2021-05-TM_0006SET_000_IMG_0047
-18.5898054,-45.2200503,2021:05:06 11:49:15, _Campo2021-05-TM_0006SET_000_IMG_0052
-18.5900766,-45.2203186,2021:05:06 11:49:27, _Campo2021-05-TM_0006SET_000_IMG_0057
-18.5905609,-45.2211312,2021:05:06 11:49:37, _Campo2021-05-TM_0006SET_000_IMG_0062
-18.5911967,-45.2216423,2021:05:06 11:49:49, _Campo2021-05-TM_0006SET_000_IMG_0067
-18.5901557,-45.2197276,2021:05:06 11:50:18, _Campo2021-05-TM_0006SET_000_IMG_0072
-18.590479,-45.2198494,2021:05:06 11:50:32, _Campo2021-05-TM_0006SET_000_IMG_0077
-18.591151,-45.2209539,2021:05:06 11:50:45, _Campo2021-05-TM_0006SET_000_IMG_0082
-18.5917894,-45.2214442,2021:05:06 11:50:58, _Campo2021-05-TM_0006SET_000_IMG_0087
-18.5916105,-45.2211202,2021:05:06 11:51:07, _Campo2021-05-TM_0006SET_000_IMG_0092
-18.5911238,-45.2203446,2021:05:06 11:51:17, _Campo2021-05-TM_0006SET_000_IMG_0097
-18.5904478,-45.2192116,2021:05:06 11:51:30, _Campo2021-05-TM_0006SET_000_IMG_0102
-18.5899951,-45.2181953,2021:05:06 11:51:41, _Campo2021-05-TM_0006SET_000_IMG_0107
-18.5897126,-45.2175446,2021:05:06 11:51:50, _Campo2021-05-TM_0006SET_000_IMG_0112
-18.5899054,-45.2178251,2021:05:06 11:52:00, _Campo2021-05-TM_0006SET_000_IMG_0117
-18.5903379,-45.2185352,2021:05:06 11:52:09, _Campo2021-05-TM_0006SET_000_IMG_0122
-18.5909744,-45.2195815,2021:05:06 11:52:21, _Campo2021-05-TM_0006SET_000_IMG_0127
-18.5915017,-45.2204201,2021:05:06 11:52:37, _Campo2021-05-TM_0006SET_000_IMG_0132
-18.5922884,-45.2211411,2021:05:06 11:52:51, _Campo2021-05-TM_0006SET_000_IMG_0137
-18.5918798,-45.2204889,2021:05:06 11:53:01, _Campo2021-05-TM_0006SET_000_IMG_0142
-18.591329,-45.219607,2021:05:06 11:53:12, _Campo2021-05-TM_0006SET_000_IMG_0147
-18.5906083,-45.2184522,2021:05:06 11:53:25, _Campo2021-05-TM_0006SET_000_IMG_0152
-18.5900437,-45.2175437,2021:05:06 11:53:37, _Campo2021-05-TM_0006SET_000_IMG_0157
-18.5903482,-45.2174761,2021:05:06 11:53:48, _Campo2021-05-TM_0006SET_000_IMG_0162
-18.5908508,-45.2182634,2021:05:06 11:53:59, _Campo2021-05-TM_0006SET_000_IMG_0167
-18.5913932,-45.2191464,2021:05:06 11:54:09, _Campo2021-05-TM_0006SET_000_IMG_0172
-18.5920007,-45.2201438,2021:05:06 11:54:21, _Campo2021-05-TM_0006SET_000_IMG_0177
-18.5925048,-45.2209498,2021:05:06 11:54:30, _Campo2021-05-TM_0006SET_000_IMG_0182
-18.5927561,-45.2207981,2021:05:06 11:54:46, _Campo2021-05-TM_0006SET_000_IMG_0187
-18.5918329,-45.2193774,2021:05:06 11:55:04, _Campo2021-05-TM_0006SET_000_IMG_0192
-18.5911751,-45.2183292,2021:05:06 11:55:16, _Campo2021-05-TM_0006SET_000_IMG_0197
-18.5906531,-45.2174688,2021:05:06 11:55:26, _Campo2021-05-TM_0006SET_001_IMG_0202
-18.5909891,-45.2174163,2021:05:06 11:55:38, _Campo2021-05-TM_0006SET_001_IMG_0207
-18.5915224,-45.2182608,2021:05:06 11:55:50, _Campo2021-05-TM_0006SET_001_IMG_0212
-18.5921618,-45.2193066,2021:05:06 11:56:02, _Campo2021-05-TM_0006SET_001_IMG_0217
-18.5927222,-45.2202304,2021:05:06 11:56:13, _Campo2021-05-TM_0006SET_001_IMG_0222
-18.5933371,-45.2208219,2021:05:06 11:56:24, _Campo2021-05-TM_0006SET_001_IMG_0227
-18.5931847,-45.2204173,2021:05:06 11:56:36, _Campo2021-05-TM_0006SET_001_IMG_0232
-18.5926703,-45.2196034,2021:05:06 11:56:47, _Campo2021-05-TM_0006SET_001_IMG_0237
-18.5920725,-45.2186448,2021:05:06 11:56:58, _Campo2021-05-TM_0006SET_001_IMG_0242
-18.5913391,-45.2174874,2021:05:06 11:57:12, _Campo2021-05-TM_0006SET_001_IMG_0247
-18.5914618,-45.2172189,2021:05:06 11:57:28, _Campo2021-05-TM_0006SET_001_IMG_0252
-18.5922674,-45.2183619,2021:05:06 11:57:40, _Campo2021-05-TM_0006SET_001_IMG_0257
-18.5927888,-45.2192327,2021:05:06 11:57:50, _Campo2021-05-TM_0006SET_001_IMG_0262
-18.5933766,-45.2201914,2021:05:06 11:58:01, _Campo2021-05-TM_0006SET_001_IMG_0267
-18.5939854,-45.2206293,2021:05:06 11:58:13, _Campo2021-05-TM_0006SET_001_IMG_0272
-18.5936416,-45.2200371,2021:05:06 11:58:25, _Campo2021-05-TM_0006SET_001_IMG_0277
-18.5930938,-45.2191936,2021:05:06 11:58:35, _Campo2021-05-TM_0006SET_001_IMG_0282
-18.5924841,-45.2182236,2021:05:06 11:58:47, _Campo2021-05-TM_0006SET_001_IMG_0287
-18.5919445,-45.2173382,2021:05:06 11:58:57, _Campo2021-05-TM_0006SET_001_IMG_0292
-18.5920217,-45.2170975,2021:05:06 11:59:07, _Campo2021-05-TM_0006SET_001_IMG_0297
-18.5927293,-45.2179962,2021:05:06 11:59:22, _Campo2021-05-TM_0006SET_001_IMG_0302
-18.593781,-45.2197222,2021:05:06 11:59:42, _Campo2021-05-TM_0006SET_001_IMG_0307
-18.594476,-45.2204162,2021:05:06 11:59:54, _Campo2021-05-TM_0006SET_001_IMG_0312
-18.594335,-45.2200264,2021:05:06 12:00:06, _Campo2021-05-TM_0006SET_001_IMG_0317
-18.5937438,-45.2190925,2021:05:06 12:00:17, _Campo2021-05-TM_0006SET_001_IMG_0322
-18.5932289,-45.218282,2021:05:06 12:00:27, _Campo2021-05-TM_0006SET_001_IMG_0327
-18.5926076,-45.2172933,2021:05:06 12:00:39, _Campo2021-05-TM_0006SET_001_IMG_0332
-18.5925803,-45.2170108,2021:05:06 12:00:48, _Campo2021-05-TM_0006SET_001_IMG_0337
-18.5930285,-45.21739,2021:05:06 12:00:58, _Campo2021-05-TM_0006SET_001_IMG_0342
-18.5935702,-45.2182334,2021:05:06 12:01:09, _Campo2021-05-TM_0006SET_001_IMG_0347
-18.5941287,-45.2191373,2021:05:06 12:01:19, _Campo2021-05-TM_0006SET_001_IMG_0352
-18.5943162,-45.2194425,2021:05:06 12:01:28, _Campo2021-05-TM_0006SET_001_IMG_0357
-18.5938314,-45.2181394,2021:05:06 12:01:46, _Campo2021-05-TM_0006SET_001_IMG_0362
-18.5931406,-45.2169985,2021:05:06 12:02:00, _Campo2021-05-TM_0006SET_001_IMG_0367
-18.593454,-45.2169608,2021:05:06 12:02:12, _Campo2021-05-TM_0006SET_001_IMG_0372
-18.5938245,-45.2175236,2021:05:06 12:02:24, _Campo2021-05-TM_0006SET_001_IMG_0377
-18.5937313,-45.2168442,2021:05:06 12:02:36, _Campo2021-05-TM_0006SET_001_IMG_0382
-18.5932403,-45.2171271,2021:05:06 12:02:47, _Campo2021-05-TM_0006SET_001_IMG_0387
-18.5925056,-45.2176159,2021:05:06 12:02:56, _Campo2021-05-TM_0006SET_001_IMG_0392
-18.5916053,-45.2182126,2021:05:06 12:03:07, _Campo2021-05-TM_0006SET_001_IMG_0397
-18.5905783,-45.2188942,2021:05:06 12:03:19, _Campo2021-05-TM_0006SET_002_IMG_0402
-18.5896657,-45.2195033,2021:05:06 12:03:31, _Campo2021-05-TM_0006SET_002_IMG_0407
-18.5893963,-45.2196871,2021:05:06 12:03:45, _Campo2021-05-TM_0006SET_002_IMG_0412
-18.5894168,-45.2196684,2021:05:06 12:04:02, _Campo2021-05-TM_0006SET_002_IMG_0417
-18.5894383,-45.2196494,2021:05:06 12:04:15, _Campo2021-05-TM_0006SET_002_IMG_0422
-18.5894375,-45.2196569,2021:05:06 12:04:25, _Campo2021-05-TM_0006SET_002_IMG_0427
-18.5894347,-45.2196475,2021:05:06 12:04:37, _Campo2021-05-TM_0006SET_002_IMG_0432
-18.5894432,-45.2196276,2021:05:06 12:04:48, _Campo2021-05-TM_0006SET_002_IMG_0437
-18.5894299,-45.2196193,2021:05:06 12:05:00, _Campo2021-05-TM_0006SET_002_IMG_0442
-18.5894193,-45.2196277,2021:05:06 12:05:11, _Campo2021-05-TM_0006SET_002_IMG_0447
-18.5894196,-45.2196257,2021:05:06 12:05:22, _Campo2021-05-TM_0006SET_002_IMG_0452
-18.5894206,-45.2196332,2021:05:06 12:05:34, _Campo2021-05-TM_0006SET_002_IMG_0457
-18.5894206,-45.2196336,2021:05:06 12:05:42, _Campo2021-05-TM_0006SET_002_IMG_0462
-18.5894215,-45.2196308,2021:05:06 12:05:53, _Campo2021-05-TM_0006SET_002_IMG_0467
-18.589412,-45.219631,2021:05:06 12:10:09, _Campo2021-05-TM_0006SET_002_IMG_0472
-18.5893476,-45.2220789,2021:05:06 12:12:17, _Campo2021-05-TM_0006SET_002_IMG_0477
-18.589434,-45.2215775,2021:05:06 12:12:35, _Campo2021-05-TM_0006SET_002_IMG_0482
-18.5902332,-45.222005,2021:05:06 12:12:49, _Campo2021-05-TM_0006SET_002_IMG_0487
-18.5895896,-45.2212898,2021:05:06 12:13:06, _Campo2021-05-TM_0006SET_002_IMG_0492
-18.589301,-45.2205924,2021:05:06 12:13:19, _Campo2021-05-TM_0006SET_002_IMG_0497
-18.5899152,-45.221203,2021:05:06 12:13:32, _Campo2021-05-TM_0006SET_002_IMG_0502
-18.5907907,-45.221745,2021:05:06 12:13:44, _Campo2021-05-TM_0006SET_002_IMG_0507
-18.5902326,-45.2210701,2021:05:06 12:14:03, _Campo2021-05-TM_0006SET_002_IMG_0512
-18.5895856,-45.2203723,2021:05:06 12:14:13, _Campo2021-05-TM_0006SET_002_IMG_0517
-18.5899761,-45.2203738,2021:05:06 12:14:32, _Campo2021-05-TM_0006SET_002_IMG_0522
-18.5912283,-45.2215285,2021:05:06 12:14:46, _Campo2021-05-TM_0006SET_002_IMG_0527
-18.5911135,-45.2211495,2021:05:06 12:15:01, _Campo2021-05-TM_0006SET_002_IMG_0532
-18.5903727,-45.2203698,2021:05:06 12:15:12, _Campo2021-05-TM_0006SET_002_IMG_0537
-18.5900779,-45.2197155,2021:05:06 12:15:23, _Campo2021-05-TM_0006SET_002_IMG_0542
-18.5905199,-45.2200839,2021:05:06 12:15:34, _Campo2021-05-TM_0006SET_002_IMG_0547
-18.5910833,-45.2206735,2021:05:06 12:15:44, _Campo2021-05-TM_0006SET_002_IMG_0552
-18.5920219,-45.2213043,2021:05:06 12:15:56, _Campo2021-05-TM_0006SET_002_IMG_0557
-18.591859,-45.2210814,2021:05:06 12:16:07, _Campo2021-05-TM_0006SET_002_IMG_0562
-18.5912834,-45.2204756,2021:05:06 12:16:16, _Campo2021-05-TM_0006SET_002_IMG_0567
-18.5906256,-45.219787,2021:05:06 12:16:28, _Campo2021-05-TM_0006SET_002_IMG_0572
-18.5907824,-45.2194976,2021:05:06 12:16:45, _Campo2021-05-TM_0006SET_002_IMG_0577
-18.5919698,-45.2207455,2021:05:06 12:17:02, _Campo2021-05-TM_0006SET_002_IMG_0582
-18.5926697,-45.221072,2021:05:06 12:17:15, _Campo2021-05-TM_0006SET_002_IMG_0587
-18.5921576,-45.2205436,2021:05:06 12:17:28, _Campo2021-05-TM_0006SET_002_IMG_0592
-18.5915301,-45.2198728,2021:05:06 12:17:37, _Campo2021-05-TM_0006SET_002_IMG_0597
-18.5907712,-45.2190374,2021:05:06 12:17:48, _Campo2021-05-TM_0006SET_003_IMG_0602
-18.5900478,-45.2181468,2021:05:06 12:17:59, _Campo2021-05-TM_0006SET_003_IMG_0607
-18.5897401,-45.2175125,2021:05:06 12:18:08, _Campo2021-05-TM_0006SET_003_IMG_0612
-18.5904553,-45.2182495,2021:05:06 12:18:26, _Campo2021-05-TM_0006SET_003_IMG_0617
-18.5913383,-45.2191903,2021:05:06 12:18:39, _Campo2021-05-TM_0006SET_003_IMG_0622
-18.5920845,-45.2199811,2021:05:06 12:18:50, _Campo2021-05-TM_0006SET_003_IMG_0627
-18.5925823,-45.2205191,2021:05:06 12:19:00, _Campo2021-05-TM_0006SET_003_IMG_0632
-18.592874,-45.2204205,2021:05:06 12:19:21, _Campo2021-05-TM_0006SET_003_IMG_0637
-18.5919036,-45.2193928,2021:05:06 12:19:35, _Campo2021-05-TM_0006SET_003_IMG_0642
-18.5911258,-45.2185439,2021:05:06 12:19:46, _Campo2021-05-TM_0006SET_003_IMG_0647
-18.590239,-45.2176246,2021:05:06 12:19:59, _Campo2021-05-TM_0006SET_003_IMG_0652
-18.5904224,-45.2174405,2021:05:06 12:20:13, _Campo2021-05-TM_0006SET_003_IMG_0657
-18.5910942,-45.2181004,2021:05:06 12:20:24, _Campo2021-05-TM_0006SET_003_IMG_0662
-18.5917963,-45.2188366,2021:05:06 12:20:35, _Campo2021-05-TM_0006SET_003_IMG_0667
-18.5925425,-45.2196248,2021:05:06 12:20:46, _Campo2021-05-TM_0006SET_003_IMG_0672
-18.5933165,-45.2204441,2021:05:06 12:20:57, _Campo2021-05-TM_0006SET_003_IMG_0677
-18.5938938,-45.2206462,2021:05:06 12:21:06, _Campo2021-05-TM_0006SET_003_IMG_0682
-18.5936636,-45.2203769,2021:05:06 12:21:15, _Campo2021-05-TM_0006SET_003_IMG_0687
-18.5929089,-45.2195937,2021:05:06 12:21:33, _Campo2021-05-TM_0006SET_003_IMG_0692
-18.5915629,-45.2181743,2021:05:06 12:21:46, _Campo2021-05-TM_0006SET_003_IMG_0697
-18.5908177,-45.2173784,2021:05:06 12:21:59, _Campo2021-05-TM_0006SET_003_IMG_0702
-18.5912261,-45.2173983,2021:05:06 12:22:11, _Campo2021-05-TM_0006SET_003_IMG_0707
-18.5919124,-45.2181004,2021:05:06 12:22:22, _Campo2021-05-TM_0006SET_003_IMG_0712
-18.5925678,-45.2187845,2021:05:06 12:22:32, _Campo2021-05-TM_0006SET_003_IMG_0717
-18.5932146,-45.2194497,2021:05:06 12:22:41, _Campo2021-05-TM_0006SET_003_IMG_0722
-18.5938718,-45.2201343,2021:05:06 12:22:50, _Campo2021-05-TM_0006SET_003_IMG_0727
-18.5944759,-45.2204146,2021:05:06 12:22:59, _Campo2021-05-TM_0006SET_003_IMG_0732
-18.5941481,-45.2200151,2021:05:06 12:23:12, _Campo2021-05-TM_0006SET_003_IMG_0737
-18.5933976,-45.219248,2021:05:06 12:23:23, _Campo2021-05-TM_0006SET_003_IMG_0742
-18.5921399,-45.217929,2021:05:06 12:23:41, _Campo2021-05-TM_0006SET_003_IMG_0747
-18.5916418,-45.2171449,2021:05:06 12:24:00, _Campo2021-05-TM_0006SET_003_IMG_0752
-18.5923448,-45.2177259,2021:05:06 12:24:12, _Campo2021-05-TM_0006SET_003_IMG_0757
-18.6003646,-45.2507117,2021:05:06 13:44:40, _Campo2021-05-TM_0012SET_000_IMG_0000
-18.5994884,-45.2502839,2021:05:06 13:44:53, _Campo2021-05-TM_0012SET_000_IMG_0005
-18.5983266,-45.2496873,2021:05:06 13:45:06, _Campo2021-05-TM_0012SET_000_IMG_0010
-18.5975639,-45.2492838,2021:05:06 13:45:15, _Campo2021-05-TM_0012SET_000_IMG_0015
-18.5967364,-45.2488581,2021:05:06 13:45:24, _Campo2021-05-TM_0012SET_000_IMG_0020
-18.5960101,-45.2482927,2021:05:06 13:45:37, _Campo2021-05-TM_0012SET_000_IMG_0025
-18.596783,-45.2485211,2021:05:06 13:46:01, _Campo2021-05-TM_0012SET_000_IMG_0030
-18.5986358,-45.2494573,2021:05:06 13:46:14, _Campo2021-05-TM_0012SET_000_IMG_0035
-18.5993366,-45.2497995,2021:05:06 13:46:22, _Campo2021-05-TM_0012SET_000_IMG_0040
-18.6002708,-45.25027,2021:05:06 13:46:33, _Campo2021-05-TM_0012SET_000_IMG_0045
-18.6005522,-45.2500921,2021:05:06 13:46:51, _Campo2021-05-TM_0012SET_000_IMG_0050
-18.5994231,-45.2495595,2021:05:06 13:47:04, _Campo2021-05-TM_0012SET_000_IMG_0055
-18.5983796,-45.2490367,2021:05:06 13:47:16, _Campo2021-05-TM_0012SET_000_IMG_0060
-18.597217,-45.2484253,2021:05:06 13:47:29, _Campo2021-05-TM_0012SET_000_IMG_0065
-18.5962871,-45.2479368,2021:05:06 13:47:40, _Campo2021-05-TM_0012SET_000_IMG_0070
-18.5963288,-45.2476109,2021:05:06 13:47:54, _Campo2021-05-TM_0012SET_000_IMG_0075
-18.5972589,-45.2480846,2021:05:06 13:48:06, _Campo2021-05-TM_0012SET_000_IMG_0080
-18.5980251,-45.2484775,2021:05:06 13:48:14, _Campo2021-05-TM_0012SET_000_IMG_0085
-18.598907,-45.2489314,2021:05:06 13:48:24, _Campo2021-05-TM_0012SET_000_IMG_0090
-18.5997386,-45.249355,2021:05:06 13:48:35, _Campo2021-05-TM_0012SET_000_IMG_0095
-18.6011453,-45.2497587,2021:05:06 13:48:54, _Campo2021-05-TM_0012SET_000_IMG_0100
-18.6004961,-45.2494168,2021:05:06 13:49:05, _Campo2021-05-TM_0012SET_000_IMG_0105
-18.5994339,-45.2488868,2021:05:06 13:49:18, _Campo2021-05-TM_0012SET_000_IMG_0110
-18.5984067,-45.2483723,2021:05:06 13:49:29, _Campo2021-05-TM_0012SET_000_IMG_0115
-18.5971925,-45.2477596,2021:05:06 13:49:43, _Campo2021-05-TM_0012SET_000_IMG_0120
-18.5963539,-45.2473089,2021:05:06 13:49:53, _Campo2021-05-TM_0012SET_000_IMG_0125
-18.5965868,-45.2470881,2021:05:06 13:50:08, _Campo2021-05-TM_0012SET_000_IMG_0130
-18.5974169,-45.2475074,2021:05:06 13:50:18, _Campo2021-05-TM_0012SET_000_IMG_0135
-18.59824,-45.2479314,2021:05:06 13:50:28, _Campo2021-05-TM_0012SET_000_IMG_0140
-18.5992397,-45.2484624,2021:05:06 13:50:39, _Campo2021-05-TM_0012SET_000_IMG_0145
-18.60042,-45.249055,2021:05:06 13:50:54, _Campo2021-05-TM_0012SET_000_IMG_0150
-18.6012388,-45.2491445,2021:05:06 13:51:14, _Campo2021-05-TM_0012SET_000_IMG_0155
-18.6003357,-45.2486989,2021:05:06 13:51:24, _Campo2021-05-TM_0012SET_000_IMG_0160
-18.5992689,-45.2481511,2021:05:06 13:51:37, _Campo2021-05-TM_0012SET_000_IMG_0165
-18.5983101,-45.247674,2021:05:06 13:51:48, _Campo2021-05-TM_0012SET_000_IMG_0170
-18.5972908,-45.2471554,2021:05:06 13:51:59, _Campo2021-05-TM_0012SET_000_IMG_0175
-18.5964205,-45.2464011,2021:05:06 13:52:14, _Campo2021-05-TM_0012SET_000_IMG_0180
-18.5967732,-45.2465141,2021:05:06 13:52:24, _Campo2021-05-TM_0012SET_000_IMG_0185
-18.5974545,-45.2468579,2021:05:06 13:52:33, _Campo2021-05-TM_0012SET_000_IMG_0190
-18.5981917,-45.2472361,2021:05:06 13:52:41, _Campo2021-05-TM_0012SET_000_IMG_0195
-18.5988467,-45.2475655,2021:05:06 13:52:49, _Campo2021-05-TM_0012SET_001_IMG_0200
-18.5997146,-45.2480071,2021:05:06 13:52:59, _Campo2021-05-TM_0012SET_001_IMG_0205
-18.601302,-45.2488233,2021:05:06 13:53:17, _Campo2021-05-TM_0012SET_001_IMG_0210
-18.601309,-45.2484951,2021:05:06 13:53:35, _Campo2021-05-TM_0012SET_001_IMG_0215
-18.6002761,-45.2479918,2021:05:06 13:53:47, _Campo2021-05-TM_0012SET_001_IMG_0220
-18.5992098,-45.2474488,2021:05:06 13:53:59, _Campo2021-05-TM_0012SET_001_IMG_0225
-18.5983982,-45.2470434,2021:05:06 13:54:09, _Campo2021-05-TM_0012SET_001_IMG_0230
-18.5974867,-45.246589,2021:05:06 13:54:19, _Campo2021-05-TM_0012SET_001_IMG_0235
-18.5965982,-45.2460095,2021:05:06 13:54:31, _Campo2021-05-TM_0012SET_001_IMG_0240
-18.5968491,-45.2458816,2021:05:06 13:54:41, _Campo2021-05-TM_0012SET_001_IMG_0245
-18.597587,-45.246259,2021:05:06 13:54:52, _Campo2021-05-TM_0012SET_001_IMG_0250
-18.598234,-45.2465935,2021:05:06 13:55:01, _Campo2021-05-TM_0012SET_001_IMG_0255
-18.5992964,-45.2471485,2021:05:06 13:55:12, _Campo2021-05-TM_0012SET_001_IMG_0260
-18.6002218,-45.2476218,2021:05:06 13:55:23, _Campo2021-05-TM_0012SET_001_IMG_0265
-18.6010359,-45.2480253,2021:05:06 13:55:32, _Campo2021-05-TM_0012SET_001_IMG_0270
-18.601709,-45.2480049,2021:05:06 13:55:56, _Campo2021-05-TM_0012SET_001_IMG_0275
-18.6007721,-45.2475418,2021:05:06 13:56:07, _Campo2021-05-TM_0012SET_001_IMG_0280
-18.5997748,-45.2470426,2021:05:06 13:56:18, _Campo2021-05-TM_0012SET_001_IMG_0285
-18.5987516,-45.2465393,2021:05:06 13:56:30, _Campo2021-05-TM_0012SET_001_IMG_0290
-18.5978859,-45.2461177,2021:05:06 13:56:40, _Campo2021-05-TM_0012SET_001_IMG_0295
-18.5969085,-45.2456239,2021:05:06 13:56:51, _Campo2021-05-TM_0012SET_001_IMG_0300
-18.5967824,-45.2451958,2021:05:06 13:57:02, _Campo2021-05-TM_0012SET_001_IMG_0305
-18.5973929,-45.2454906,2021:05:06 13:57:12, _Campo2021-05-TM_0012SET_001_IMG_0310
-18.5982149,-45.2459149,2021:05:06 13:57:22, _Campo2021-05-TM_0012SET_001_IMG_0315
-18.5990596,-45.24636,2021:05:06 13:57:31, _Campo2021-05-TM_0012SET_001_IMG_0320
-18.5999026,-45.2467954,2021:05:06 13:57:41, _Campo2021-05-TM_0012SET_001_IMG_0325
-18.6015154,-45.2476084,2021:05:06 13:58:00, _Campo2021-05-TM_0012SET_001_IMG_0330
-18.6023706,-45.2476927,2021:05:06 13:58:14, _Campo2021-05-TM_0012SET_001_IMG_0335
-18.6016334,-45.247313,2021:05:06 13:58:26, _Campo2021-05-TM_0012SET_001_IMG_0340
-18.6006721,-45.2468336,2021:05:06 13:58:37, _Campo2021-05-TM_0012SET_001_IMG_0345
-18.5997384,-45.2463583,2021:05:06 13:58:48, _Campo2021-05-TM_0012SET_001_IMG_0350
-18.5987825,-45.2458847,2021:05:06 13:58:59, _Campo2021-05-TM_0012SET_001_IMG_0355
-18.5978789,-45.2454215,2021:05:06 13:59:10, _Campo2021-05-TM_0012SET_001_IMG_0360
-18.5969403,-45.2449069,2021:05:06 13:59:21, _Campo2021-05-TM_0012SET_001_IMG_0365
-18.5970139,-45.2446321,2021:05:06 13:59:31, _Campo2021-05-TM_0012SET_001_IMG_0370
-18.5976221,-45.2449278,2021:05:06 13:59:40, _Campo2021-05-TM_0012SET_001_IMG_0375
-18.5990425,-45.2456494,2021:05:06 13:59:57, _Campo2021-05-TM_0012SET_001_IMG_0380
-18.5996745,-45.2459727,2021:05:06 14:00:10, _Campo2021-05-TM_0012SET_001_IMG_0385
-18.6013125,-45.2467952,2021:05:06 14:00:23, _Campo2021-05-TM_0012SET_001_IMG_0390
-18.602301,-45.2472954,2021:05:06 14:00:34, _Campo2021-05-TM_0012SET_001_IMG_0395
-18.6025204,-45.2470564,2021:05:06 14:00:47, _Campo2021-05-TM_0012SET_002_IMG_0400
-18.6017409,-45.2466829,2021:05:06 14:00:57, _Campo2021-05-TM_0012SET_002_IMG_0405
-18.6008868,-45.2462578,2021:05:06 14:01:07, _Campo2021-05-TM_0012SET_002_IMG_0410
-18.5999589,-45.2457942,2021:05:06 14:01:18, _Campo2021-05-TM_0012SET_002_IMG_0415
-18.599133,-45.2453835,2021:05:06 14:01:28, _Campo2021-05-TM_0012SET_002_IMG_0420
-18.598275,-45.2449548,2021:05:06 14:01:37, _Campo2021-05-TM_0012SET_002_IMG_0425
-18.5974536,-45.2445265,2021:05:06 14:01:47, _Campo2021-05-TM_0012SET_002_IMG_0430
-18.5970513,-45.2440027,2021:05:06 14:01:56, _Campo2021-05-TM_0012SET_002_IMG_0435
-18.5976683,-45.2442725,2021:05:06 14:02:09, _Campo2021-05-TM_0012SET_002_IMG_0440
