Latitude,Longitude,DateTime,Image Index
-18.5984864,-45.2446784,2021:05:06 14:02:20, _Campo2021-05-TM_0012SET_002_IMG_0445
-18.5995681,-45.2452274,2021:05:06 14:02:34, _Campo2021-05-TM_0012SET_002_IMG_0450
-18.6012463,-45.2460791,2021:05:06 14:02:50, _Campo2021-05-TM_0012SET_002_IMG_0455
-18.6021212,-45.2465147,2021:05:06 14:03:00, _Campo2021-05-TM_0012SET_002_IMG_0460
-18.6029458,-45.2466609,2021:05:06 14:03:12, _Campo2021-05-TM_0012SET_002_IMG_0465
-18.6023985,-45.2463301,2021:05:06 14:03:26, _Campo2021-05-TM_0012SET_002_IMG_0470
-18.6015158,-45.2459057,2021:05:06 14:03:36, _Campo2021-05-TM_0012SET_002_IMG_0475
-18.6007597,-45.2455255,2021:05:06 14:03:45, _Campo2021-05-TM_0012SET_002_IMG_0480
-18.5998627,-45.2450873,2021:05:06 14:03:55, _Campo2021-05-TM_0012SET_002_IMG_0485
-18.598947,-45.2446324,2021:05:06 14:04:05, _Campo2021-05-TM_0012SET_002_IMG_0490
-18.5981808,-45.2442321,2021:05:06 14:04:14, _Campo2021-05-TM_0012SET_002_IMG_0495
-18.5973348,-45.2437932,2021:05:06 14:04:24, _Campo2021-05-TM_0012SET_002_IMG_0500
-18.5973029,-45.2434288,2021:05:06 14:04:43, _Campo2021-05-TM_0012SET_002_IMG_0505
-18.5989844,-45.244247,2021:05:06 14:04:58, _Campo2021-05-TM_0012SET_002_IMG_0510
-18.6000213,-45.2447742,2021:05:06 14:05:09, _Campo2021-05-TM_0012SET_002_IMG_0515
-18.600912,-45.2452216,2021:05:06 14:05:19, _Campo2021-05-TM_0012SET_002_IMG_0520
-18.6017377,-45.2456338,2021:05:06 14:05:29, _Campo2021-05-TM_0012SET_002_IMG_0525
-18.6026321,-45.2460992,2021:05:06 14:05:39, _Campo2021-05-TM_0012SET_002_IMG_0530
-18.5999439,-45.250569,2021:05:06 14:17:46, _Campo2021-05-TM_0013SET_000_IMG_0003
-18.5991211,-45.2501984,2021:05:06 14:17:56, _Campo2021-05-TM_0013SET_000_IMG_0008
-18.5983612,-45.2498151,2021:05:06 14:18:07, _Campo2021-05-TM_0013SET_000_IMG_0013
-18.5987337,-45.2498055,2021:05:06 14:18:31, _Campo2021-05-TM_0013SET_000_IMG_0018
-18.5996784,-45.2500901,2021:05:06 14:18:41, _Campo2021-05-TM_0013SET_000_IMG_0023
-18.600755,-45.2502485,2021:05:06 14:18:53, _Campo2021-05-TM_0013SET_000_IMG_0028
-18.6001354,-45.2498915,2021:05:06 14:19:10, _Campo2021-05-TM_0013SET_000_IMG_0033
-18.599267,-45.2496063,2021:05:06 14:19:20, _Campo2021-05-TM_0013SET_000_IMG_0038
-18.5983865,-45.2493197,2021:05:06 14:19:29, _Campo2021-05-TM_0013SET_000_IMG_0043
-18.5972097,-45.2489327,2021:05:06 14:19:41, _Campo2021-05-TM_0013SET_000_IMG_0048
-18.5962595,-45.2486229,2021:05:06 14:19:52, _Campo2021-05-TM_0013SET_000_IMG_0053
-18.5959711,-45.2482236,2021:05:06 14:20:01, _Campo2021-05-TM_0013SET_000_IMG_0058
-18.5968646,-45.2485318,2021:05:06 14:20:15, _Campo2021-05-TM_0013SET_000_IMG_0063
-18.5979261,-45.24888,2021:05:06 14:20:26, _Campo2021-05-TM_0013SET_000_IMG_0068
-18.5987119,-45.2491453,2021:05:06 14:20:35, _Campo2021-05-TM_0013SET_000_IMG_0073
-18.6005365,-45.2497393,2021:05:06 14:20:56, _Campo2021-05-TM_0013SET_000_IMG_0078
-18.6010012,-45.2495598,2021:05:06 14:21:12, _Campo2021-05-TM_0013SET_000_IMG_0083
-18.6001767,-45.2492887,2021:05:06 14:21:23, _Campo2021-05-TM_0013SET_000_IMG_0088
-18.5992928,-45.2489919,2021:05:06 14:21:32, _Campo2021-05-TM_0013SET_000_IMG_0093
-18.5985365,-45.2487372,2021:05:06 14:21:40, _Campo2021-05-TM_0013SET_000_IMG_0098
-18.5977314,-45.2484665,2021:05:06 14:21:49, _Campo2021-05-TM_0013SET_000_IMG_0103
-18.5967952,-45.2481462,2021:05:06 14:21:59, _Campo2021-05-TM_0013SET_000_IMG_0108
-18.5960528,-45.2477648,2021:05:06 14:22:09, _Campo2021-05-TM_0013SET_000_IMG_0113
-18.5965214,-45.2477446,2021:05:06 14:22:20, _Campo2021-05-TM_0013SET_000_IMG_0118
-18.5972963,-45.2480147,2021:05:06 14:22:29, _Campo2021-05-TM_0013SET_000_IMG_0123
-18.5980787,-45.2482877,2021:05:06 14:22:38, _Campo2021-05-TM_0013SET_000_IMG_0128
-18.5990607,-45.2486061,2021:05:06 14:22:48, _Campo2021-05-TM_0013SET_000_IMG_0133
-18.6007558,-45.2491508,2021:05:06 14:23:08, _Campo2021-05-TM_0013SET_000_IMG_0138
-18.6014485,-45.2490373,2021:05:06 14:23:22, _Campo2021-05-TM_0013SET_000_IMG_0143
-18.6005881,-45.248738,2021:05:06 14:23:34, _Campo2021-05-TM_0013SET_000_IMG_0148
-18.5995293,-45.2483784,2021:05:06 14:23:45, _Campo2021-05-TM_0013SET_000_IMG_0153
-18.5985433,-45.2480429,2021:05:06 14:23:56, _Campo2021-05-TM_0013SET_000_IMG_0158
-18.5973591,-45.2476473,2021:05:06 14:24:07, _Campo2021-05-TM_0013SET_000_IMG_0163
-18.5964581,-45.2473547,2021:05:06 14:24:18, _Campo2021-05-TM_0013SET_000_IMG_0168
-18.596166,-45.2469437,2021:05:06 14:24:31, _Campo2021-05-TM_0013SET_000_IMG_0173
-18.5968921,-45.2472004,2021:05:06 14:24:40, _Campo2021-05-TM_0013SET_000_IMG_0178
-18.5977911,-45.2475247,2021:05:06 14:24:49, _Campo2021-05-TM_0013SET_000_IMG_0183
-18.5988375,-45.2478703,2021:05:06 14:25:02, _Campo2021-05-TM_0013SET_000_IMG_0188
-18.600879,-45.2485455,2021:05:06 14:25:24, _Campo2021-05-TM_0013SET_000_IMG_0193
-18.6018387,-45.2485638,2021:05:06 14:25:36, _Campo2021-05-TM_0013SET_000_IMG_0198
-18.6013038,-45.2483705,2021:05:06 14:25:47, _Campo2021-05-TM_0013SET_001_IMG_0203
-18.6002657,-45.2479909,2021:05:06 14:25:58, _Campo2021-05-TM_0013SET_001_IMG_0208
-18.5992315,-45.2476365,2021:05:06 14:26:09, _Campo2021-05-TM_0013SET_001_IMG_0213
-18.598211,-45.2472902,2021:05:06 14:26:20, _Campo2021-05-TM_0013SET_001_IMG_0218
-18.5971489,-45.2469433,2021:05:06 14:26:31, _Campo2021-05-TM_0013SET_001_IMG_0223
-18.5962002,-45.2466125,2021:05:06 14:26:42, _Campo2021-05-TM_0013SET_001_IMG_0228
-18.5963082,-45.246349,2021:05:06 14:26:53, _Campo2021-05-TM_0013SET_001_IMG_0233
-18.5973314,-45.2467346,2021:05:06 14:27:03, _Campo2021-05-TM_0013SET_001_IMG_0238
-18.5983843,-45.2471034,2021:05:06 14:27:15, _Campo2021-05-TM_0013SET_001_IMG_0243
-18.5993043,-45.2474238,2021:05:06 14:27:24, _Campo2021-05-TM_0013SET_001_IMG_0248
-18.6009445,-45.2479549,2021:05:06 14:27:47, _Campo2021-05-TM_0013SET_001_IMG_0253
-18.6021844,-45.2480341,2021:05:06 14:27:59, _Campo2021-05-TM_0013SET_001_IMG_0258
-18.6015475,-45.2478032,2021:05:06 14:28:10, _Campo2021-05-TM_0013SET_001_IMG_0263
-18.6005545,-45.2474347,2021:05:06 14:28:21, _Campo2021-05-TM_0013SET_001_IMG_0268
-18.5995557,-45.2470781,2021:05:06 14:28:32, _Campo2021-05-TM_0013SET_001_IMG_0273
-18.5985911,-45.246748,2021:05:06 14:28:42, _Campo2021-05-TM_0013SET_001_IMG_0278
-18.5976398,-45.2464279,2021:05:06 14:28:52, _Campo2021-05-TM_0013SET_001_IMG_0283
-18.5966943,-45.2461078,2021:05:06 14:29:02, _Campo2021-05-TM_0013SET_001_IMG_0288
-18.5963064,-45.2456865,2021:05:06 14:29:14, _Campo2021-05-TM_0013SET_001_IMG_0293
-18.5969214,-45.2459142,2021:05:06 14:29:22, _Campo2021-05-TM_0013SET_001_IMG_0298
-18.5978876,-45.2462703,2021:05:06 14:29:39, _Campo2021-05-TM_0013SET_001_IMG_0303
-18.600124,-45.2470208,2021:05:06 14:29:56, _Campo2021-05-TM_0013SET_001_IMG_0308
-18.6012486,-45.2474065,2021:05:06 14:30:08, _Campo2021-05-TM_0013SET_001_IMG_0313
-18.6023406,-45.2477399,2021:05:06 14:30:20, _Campo2021-05-TM_0013SET_001_IMG_0318
-18.6024229,-45.247498,2021:05:06 14:30:30, _Campo2021-05-TM_0013SET_001_IMG_0323
-18.6014967,-45.2471662,2021:05:06 14:30:42, _Campo2021-05-TM_0013SET_001_IMG_0328
-18.600573,-45.2468186,2021:05:06 14:30:51, _Campo2021-05-TM_0013SET_001_IMG_0333
-18.5996086,-45.2464574,2021:05:06 14:31:02, _Campo2021-05-TM_0013SET_001_IMG_0338
-18.5986914,-45.2461422,2021:05:06 14:31:11, _Campo2021-05-TM_0013SET_001_IMG_0343
-18.5977893,-45.2458321,2021:05:06 14:31:21, _Campo2021-05-TM_0013SET_001_IMG_0348
-18.5968591,-45.2455295,2021:05:06 14:31:31, _Campo2021-05-TM_0013SET_001_IMG_0353
-18.5968046,-45.2452358,2021:05:06 14:31:48, _Campo2021-05-TM_0013SET_001_IMG_0358
-18.5984361,-45.2458498,2021:05:06 14:32:06, _Campo2021-05-TM_0013SET_001_IMG_0363
-18.5996347,-45.2462951,2021:05:06 14:32:17, _Campo2021-05-TM_0013SET_001_IMG_0368
-18.600618,-45.2466402,2021:05:06 14:32:28, _Campo2021-05-TM_0013SET_001_IMG_0373
-18.6015981,-45.2469813,2021:05:06 14:32:39, _Campo2021-05-TM_0013SET_001_IMG_0378
-18.6026336,-45.2473031,2021:05:06 14:32:50, _Campo2021-05-TM_0013SET_001_IMG_0383
-18.6028015,-45.2470231,2021:05:06 14:33:01, _Campo2021-05-TM_0013SET_001_IMG_0388
-18.6019513,-45.2467098,2021:05:06 14:33:12, _Campo2021-05-TM_0013SET_001_IMG_0393
-18.60092,-45.2463018,2021:05:06 14:33:23, _Campo2021-05-TM_0013SET_001_IMG_0398
-18.5999211,-45.2459221,2021:05:06 14:33:33, _Campo2021-05-TM_0013SET_002_IMG_0403
-18.5989172,-45.2455611,2021:05:06 14:33:44, _Campo2021-05-TM_0013SET_002_IMG_0408
-18.5978871,-45.245211,2021:05:06 14:33:55, _Campo2021-05-TM_0013SET_002_IMG_0413
-18.5965855,-45.2445421,2021:05:06 14:34:15, _Campo2021-05-TM_0013SET_002_IMG_0418
-18.5976796,-45.2448996,2021:05:06 14:34:29, _Campo2021-05-TM_0013SET_002_IMG_0423
-18.5988506,-45.245353,2021:05:06 14:34:42, _Campo2021-05-TM_0013SET_002_IMG_0428
-18.5999407,-45.2457617,2021:05:06 14:34:53, _Campo2021-05-TM_0013SET_002_IMG_0433
-18.6010106,-45.2461586,2021:05:06 14:35:05, _Campo2021-05-TM_0013SET_002_IMG_0438
-18.6019751,-45.2464998,2021:05:06 14:35:15, _Campo2021-05-TM_0013SET_002_IMG_0443
-18.6029049,-45.2467995,2021:05:06 14:35:25, _Campo2021-05-TM_0013SET_002_IMG_0448
-18.6030539,-45.2464611,2021:05:06 14:35:38, _Campo2021-05-TM_0013SET_002_IMG_0453
-18.6023082,-45.2461964,2021:05:06 14:35:47, _Campo2021-05-TM_0013SET_002_IMG_0458
-18.6014669,-45.2458571,2021:05:06 14:35:56, _Campo2021-05-TM_0013SET_002_IMG_0463
-18.6004489,-45.245452,2021:05:06 14:36:07, _Campo2021-05-TM_0013SET_002_IMG_0468
-18.5991241,-45.2449752,2021:05:06 14:36:24, _Campo2021-05-TM_0013SET_002_IMG_0473
-18.597341,-45.2443762,2021:05:06 14:36:38, _Campo2021-05-TM_0013SET_002_IMG_0478
-18.5967449,-45.2438373,2021:05:06 14:36:53, _Campo2021-05-TM_0013SET_002_IMG_0483
-18.5975221,-45.2441555,2021:05:06 14:37:04, _Campo2021-05-TM_0013SET_002_IMG_0488
-18.5985485,-45.2445762,2021:05:06 14:37:15, _Campo2021-05-TM_0013SET_002_IMG_0493
-18.5995872,-45.2449875,2021:05:06 14:37:26, _Campo2021-05-TM_0013SET_002_IMG_0498
-18.6005564,-45.2453674,2021:05:06 14:37:36, _Campo2021-05-TM_0013SET_002_IMG_0503
-18.6014281,-45.2456733,2021:05:06 14:37:46, _Campo2021-05-TM_0013SET_002_IMG_0508
-18.6023563,-45.2459872,2021:05:06 14:37:56, _Campo2021-05-TM_0013SET_002_IMG_0513
-18.6021095,-45.2458109,2021:05:06 14:38:08, _Campo2021-05-TM_0013SET_002_IMG_0518
-18.601288,-45.2453637,2021:05:06 14:38:18, _Campo2021-05-TM_0013SET_002_IMG_0523
-18.5996593,-45.2446523,2021:05:06 14:38:35, _Campo2021-05-TM_0013SET_002_IMG_0528
-18.5983619,-45.2441514,2021:05:06 14:38:48, _Campo2021-05-TM_0013SET_002_IMG_0533
-18.5972899,-45.2437705,2021:05:06 14:39:00, _Campo2021-05-TM_0013SET_002_IMG_0538
-18.5971226,-45.2434075,2021:05:06 14:39:12, _Campo2021-05-TM_0013SET_002_IMG_0543
-18.5978329,-45.2436806,2021:05:06 14:39:23, _Campo2021-05-TM_0013SET_002_IMG_0548
-18.5987998,-45.2440713,2021:05:06 14:39:33, _Campo2021-05-TM_0013SET_002_IMG_0553
-18.5991308,-45.2442026,2021:05:06 14:39:48, _Campo2021-05-TM_0013SET_002_IMG_0558
-18.59835,-45.2438101,2021:05:06 14:39:59, _Campo2021-05-TM_0013SET_002_IMG_0563
-18.2089826,-45.2955925,2021:05:07 11:43:08, _Campo2021-05-TM_0015SET_000_IMG_0000
-18.2083856,-45.2948275,2021:05:07 11:43:20, _Campo2021-05-TM_0015SET_000_IMG_0005
-18.20779,-45.2940273,2021:05:07 11:43:30, _Campo2021-05-TM_0015SET_000_IMG_0010
-18.2069824,-45.2928729,2021:05:07 11:43:42, _Campo2021-05-TM_0015SET_000_IMG_0015
-18.2062578,-45.2918154,2021:05:07 11:43:58, _Campo2021-05-TM_0015SET_000_IMG_0020
-18.2054847,-45.2907259,2021:05:07 11:44:09, _Campo2021-05-TM_0015SET_000_IMG_0025
-18.2048399,-45.2898244,2021:05:07 11:44:19, _Campo2021-05-TM_0015SET_000_IMG_0030
-18.2042569,-45.2889893,2021:05:07 11:44:32, _Campo2021-05-TM_0015SET_000_IMG_0035
-18.2036939,-45.2886806,2021:05:07 11:44:42, _Campo2021-05-TM_0015SET_000_IMG_0040
-18.2040309,-45.289182,2021:05:07 11:44:52, _Campo2021-05-TM_0015SET_000_IMG_0045
-18.2046286,-45.2900436,2021:05:07 11:45:02, _Campo2021-05-TM_0015SET_000_IMG_0050
-18.2052111,-45.2908687,2021:05:07 11:45:12, _Campo2021-05-TM_0015SET_000_IMG_0055
-18.2058294,-45.2917713,2021:05:07 11:45:23, _Campo2021-05-TM_0015SET_000_IMG_0060
-18.2064791,-45.2927107,2021:05:07 11:45:34, _Campo2021-05-TM_0015SET_000_IMG_0065
-18.2070579,-45.2935412,2021:05:07 11:45:44, _Campo2021-05-TM_0015SET_000_IMG_0070
-18.2076955,-45.2944645,2021:05:07 11:45:55, _Campo2021-05-TM_0015SET_000_IMG_0075
-18.2083526,-45.2954276,2021:05:07 11:46:16, _Campo2021-05-TM_0015SET_000_IMG_0080
-18.2081167,-45.295612,2021:05:07 11:46:31, _Campo2021-05-TM_0015SET_000_IMG_0085
-18.2073873,-45.2945522,2021:05:07 11:46:43, _Campo2021-05-TM_0015SET_000_IMG_0090
-18.2067744,-45.2936645,2021:05:07 11:46:54, _Campo2021-05-TM_0015SET_000_IMG_0095
-18.2061117,-45.2927284,2021:05:07 11:47:04, _Campo2021-05-TM_0015SET_000_IMG_0100
-18.2054925,-45.2918144,2021:05:07 11:47:15, _Campo2021-05-TM_0015SET_000_IMG_0105
-18.2048246,-45.2908109,2021:05:07 11:47:27, _Campo2021-05-TM_0015SET_000_IMG_0110
-18.2042598,-45.2900041,2021:05:07 11:47:36, _Campo2021-05-TM_0015SET_000_IMG_0115
-18.2036069,-45.2890861,2021:05:07 11:47:49, _Campo2021-05-TM_0015SET_000_IMG_0120
-18.2031973,-45.2889939,2021:05:07 11:47:58, _Campo2021-05-TM_0015SET_000_IMG_0125
-18.2036306,-45.2896358,2021:05:07 11:48:08, _Campo2021-05-TM_0015SET_000_IMG_0130
-18.2046192,-45.2910426,2021:05:07 11:48:26, _Campo2021-05-TM_0015SET_000_IMG_0135
-18.2051548,-45.2918125,2021:05:07 11:48:38, _Campo2021-05-TM_0015SET_000_IMG_0140
-18.2062461,-45.2934079,2021:05:07 11:48:54, _Campo2021-05-TM_0015SET_000_IMG_0145
-18.2068986,-45.2943388,2021:05:07 11:49:05, _Campo2021-05-TM_0015SET_000_IMG_0150
-18.2075649,-45.2952918,2021:05:07 11:49:17, _Campo2021-05-TM_0015SET_000_IMG_0155
-18.2080696,-45.29603,2021:05:07 11:49:29, _Campo2021-05-TM_0015SET_000_IMG_0160
-18.2076188,-45.2958883,2021:05:07 11:49:39, _Campo2021-05-TM_0015SET_000_IMG_0165
-18.2070089,-45.2950109,2021:05:07 11:49:51, _Campo2021-05-TM_0015SET_000_IMG_0170
-18.2063624,-45.2940773,2021:05:07 11:50:02, _Campo2021-05-TM_0015SET_000_IMG_0175
-18.2057926,-45.2932793,2021:05:07 11:50:11, _Campo2021-05-TM_0015SET_000_IMG_0180
-18.2051963,-45.2924128,2021:05:07 11:50:22, _Campo2021-05-TM_0015SET_000_IMG_0185
-18.2045365,-45.2914814,2021:05:07 11:50:33, _Campo2021-05-TM_0015SET_000_IMG_0190
-18.203848,-45.2904844,2021:05:07 11:50:45, _Campo2021-05-TM_0015SET_000_IMG_0195
-18.2030963,-45.2893948,2021:05:07 11:51:03, _Campo2021-05-TM_0015SET_001_IMG_0200
-18.2030666,-45.2898378,2021:05:07 11:51:18, _Campo2021-05-TM_0015SET_001_IMG_0205
-18.2038461,-45.2909547,2021:05:07 11:51:31, _Campo2021-05-TM_0015SET_001_IMG_0210
-18.2045754,-45.2919988,2021:05:07 11:51:44, _Campo2021-05-TM_0015SET_001_IMG_0215
-18.2052306,-45.2929391,2021:05:07 11:51:55, _Campo2021-05-TM_0015SET_001_IMG_0220
-18.2057567,-45.2937049,2021:05:07 11:52:04, _Campo2021-05-TM_0015SET_001_IMG_0225
-18.206342,-45.2945553,2021:05:07 11:52:15, _Campo2021-05-TM_0015SET_001_IMG_0230
-18.2070118,-45.2955341,2021:05:07 11:52:26, _Campo2021-05-TM_0015SET_001_IMG_0235
-18.2074255,-45.2961136,2021:05:07 11:52:37, _Campo2021-05-TM_0015SET_001_IMG_0240
-18.2070324,-45.2960006,2021:05:07 11:52:47, _Campo2021-05-TM_0015SET_001_IMG_0245
-18.2064424,-45.2951886,2021:05:07 11:52:58, _Campo2021-05-TM_0015SET_001_IMG_0250
-18.2059117,-45.2944325,2021:05:07 11:53:07, _Campo2021-05-TM_0015SET_001_IMG_0255
-18.2054398,-45.2937858,2021:05:07 11:53:25, _Campo2021-05-TM_0015SET_001_IMG_0260
-18.2039006,-45.2916187,2021:05:07 11:53:41, _Campo2021-05-TM_0015SET_001_IMG_0265
-18.2032335,-45.2906433,2021:05:07 11:53:53, _Campo2021-05-TM_0015SET_001_IMG_0270
-18.2026685,-45.2898572,2021:05:07 11:54:04, _Campo2021-05-TM_0015SET_001_IMG_0275
-18.202708,-45.2902947,2021:05:07 11:54:15, _Campo2021-05-TM_0015SET_001_IMG_0280
-18.2032981,-45.2911955,2021:05:07 11:54:26, _Campo2021-05-TM_0015SET_001_IMG_0285
-18.2038426,-45.291961,2021:05:07 11:54:36, _Campo2021-05-TM_0015SET_001_IMG_0290
-18.2044786,-45.2928756,2021:05:07 11:54:47, _Campo2021-05-TM_0015SET_001_IMG_0295
-18.2050366,-45.293693,2021:05:07 11:54:57, _Campo2021-05-TM_0015SET_001_IMG_0300
-18.2056105,-45.2945168,2021:05:07 11:55:07, _Campo2021-05-TM_0015SET_001_IMG_0305
-18.2061798,-45.2953323,2021:05:07 11:55:17, _Campo2021-05-TM_0015SET_001_IMG_0310
-18.2067253,-45.296171,2021:05:07 11:55:34, _Campo2021-05-TM_0015SET_001_IMG_0315
-18.2059158,-45.2954747,2021:05:07 11:55:51, _Campo2021-05-TM_0015SET_001_IMG_0320
-18.2050256,-45.2942295,2021:05:07 11:56:03, _Campo2021-05-TM_0015SET_001_IMG_0325
-18.2042785,-45.2932003,2021:05:07 11:56:16, _Campo2021-05-TM_0015SET_001_IMG_0330
-18.2036173,-45.2922173,2021:05:07 11:56:27, _Campo2021-05-TM_0015SET_001_IMG_0335
-18.2030835,-45.2914297,2021:05:07 11:56:37, _Campo2021-05-TM_0015SET_001_IMG_0340
-18.2024343,-45.2905259,2021:05:07 11:56:49, _Campo2021-05-TM_0015SET_001_IMG_0345
-18.2023089,-45.2908321,2021:05:07 11:56:59, _Campo2021-05-TM_0015SET_001_IMG_0350
-18.2028643,-45.2916279,2021:05:07 11:57:11, _Campo2021-05-TM_0015SET_001_IMG_0355
-18.2034452,-45.2924344,2021:05:07 11:57:21, _Campo2021-05-TM_0015SET_001_IMG_0360
-18.2040507,-45.2932862,2021:05:07 11:57:31, _Campo2021-05-TM_0015SET_001_IMG_0365
-18.2046741,-45.2941707,2021:05:07 11:57:42, _Campo2021-05-TM_0015SET_001_IMG_0370
-18.205142,-45.2948411,2021:05:07 11:57:58, _Campo2021-05-TM_0015SET_001_IMG_0375
-18.2060713,-45.2962635,2021:05:07 11:58:14, _Campo2021-05-TM_0015SET_001_IMG_0380
-18.2053413,-45.2956592,2021:05:07 11:58:27, _Campo2021-05-TM_0015SET_001_IMG_0385
-18.2046898,-45.2947334,2021:05:07 11:58:39, _Campo2021-05-TM_0015SET_001_IMG_0390
-18.2040023,-45.2937957,2021:05:07 11:58:50, _Campo2021-05-TM_0015SET_001_IMG_0395
-18.2033626,-45.2928862,2021:05:07 11:59:01, _Campo2021-05-TM_0015SET_002_IMG_0400
-18.2027613,-45.2920335,2021:05:07 11:59:12, _Campo2021-05-TM_0015SET_002_IMG_0405
-18.2021551,-45.2911933,2021:05:07 11:59:23, _Campo2021-05-TM_0015SET_002_IMG_0410
-18.2020765,-45.2914599,2021:05:07 11:59:33, _Campo2021-05-TM_0015SET_002_IMG_0415
-18.2024742,-45.2921538,2021:05:07 11:59:42, _Campo2021-05-TM_0015SET_002_IMG_0420
-18.203038,-45.2929564,2021:05:07 11:59:52, _Campo2021-05-TM_0015SET_002_IMG_0425
-18.2036581,-45.2938072,2021:05:07 12:00:03, _Campo2021-05-TM_0015SET_002_IMG_0430
-18.2046573,-45.2952272,2021:05:07 12:00:22, _Campo2021-05-TM_0015SET_002_IMG_0435
-18.2055,-45.2965281,2021:05:07 12:00:36, _Campo2021-05-TM_0015SET_002_IMG_0440
-18.2052669,-45.2966218,2021:05:07 12:00:48, _Campo2021-05-TM_0015SET_002_IMG_0445
-18.2047208,-45.2958623,2021:05:07 12:00:59, _Campo2021-05-TM_0015SET_002_IMG_0450
-18.2041179,-45.2950014,2021:05:07 12:01:09, _Campo2021-05-TM_0015SET_002_IMG_0455
-18.2035133,-45.2941719,2021:05:07 12:01:19, _Campo2021-05-TM_0015SET_002_IMG_0460
-18.2028156,-45.2932247,2021:05:07 12:01:30, _Campo2021-05-TM_0015SET_002_IMG_0465
-18.2022685,-45.2924109,2021:05:07 12:01:40, _Campo2021-05-TM_0015SET_002_IMG_0470
-18.2019197,-45.2919112,2021:05:07 12:01:50, _Campo2021-05-TM_0015SET_002_IMG_0475
-18.2019052,-45.2923189,2021:05:07 12:01:59, _Campo2021-05-TM_0015SET_002_IMG_0480
-18.2024229,-45.2931041,2021:05:07 12:02:10, _Campo2021-05-TM_0015SET_002_IMG_0485
-18.2032362,-45.2942736,2021:05:07 12:02:26, _Campo2021-05-TM_0015SET_002_IMG_0490
-18.2043162,-45.2957921,2021:05:07 12:02:43, _Campo2021-05-TM_0015SET_002_IMG_0495
-18.205025,-45.2967972,2021:05:07 12:02:56, _Campo2021-05-TM_0015SET_002_IMG_0500
-18.2048527,-45.2970628,2021:05:07 12:03:08, _Campo2021-05-TM_0015SET_002_IMG_0505
-18.2042925,-45.2962742,2021:05:07 12:03:19, _Campo2021-05-TM_0015SET_002_IMG_0510
-18.2036581,-45.2953516,2021:05:07 12:03:30, _Campo2021-05-TM_0015SET_002_IMG_0515
-18.2030454,-45.2944812,2021:05:07 12:03:40, _Campo2021-05-TM_0015SET_002_IMG_0520
-18.2023495,-45.2934597,2021:05:07 12:03:53, _Campo2021-05-TM_0015SET_002_IMG_0525
-18.2017722,-45.2926464,2021:05:07 12:04:03, _Campo2021-05-TM_0015SET_002_IMG_0530
-18.2011832,-45.2923229,2021:05:07 12:04:13, _Campo2021-05-TM_0015SET_002_IMG_0535
-18.2015134,-45.2928219,2021:05:07 12:04:24, _Campo2021-05-TM_0015SET_002_IMG_0540
-18.2021415,-45.2937094,2021:05:07 12:04:37, _Campo2021-05-TM_0015SET_002_IMG_0545
-18.2033768,-45.2954595,2021:05:07 12:04:57, _Campo2021-05-TM_0015SET_002_IMG_0550
-18.2040566,-45.296417,2021:05:07 12:05:09, _Campo2021-05-TM_0015SET_002_IMG_0555
-18.2046558,-45.2973587,2021:05:07 12:05:20, _Campo2021-05-TM_0015SET_002_IMG_0560
-18.204409,-45.2974504,2021:05:07 12:05:31, _Campo2021-05-TM_0015SET_002_IMG_0565
-18.203845,-45.2966486,2021:05:07 12:05:43, _Campo2021-05-TM_0015SET_002_IMG_0570
-18.2031811,-45.295714,2021:05:07 12:05:53, _Campo2021-05-TM_0015SET_002_IMG_0575
-18.2026369,-45.2949077,2021:05:07 12:06:03, _Campo2021-05-TM_0015SET_002_IMG_0580
-18.2019848,-45.2939814,2021:05:07 12:06:15, _Campo2021-05-TM_0015SET_002_IMG_0585
-18.2014446,-45.2932342,2021:05:07 12:06:24, _Campo2021-05-TM_0015SET_002_IMG_0590
-18.2009107,-45.2925409,2021:05:07 12:06:36, _Campo2021-05-TM_0015SET_002_IMG_0595
-18.2008885,-45.2929169,2021:05:07 12:06:45, _Campo2021-05-TM_0015SET_003_IMG_0600
-18.2018727,-45.29431,2021:05:07 12:07:03, _Campo2021-05-TM_0015SET_003_IMG_0605
-18.202723,-45.2955426,2021:05:07 12:07:19, _Campo2021-05-TM_0015SET_003_IMG_0610
-18.2034263,-45.2965336,2021:05:07 12:07:31, _Campo2021-05-TM_0015SET_003_IMG_0615
-18.204131,-45.297542,2021:05:07 12:07:43, _Campo2021-05-TM_0015SET_003_IMG_0620
-18.2040829,-45.2979905,2021:05:07 12:07:53, _Campo2021-05-TM_0015SET_003_IMG_0625
-18.2037246,-45.2974741,2021:05:07 12:08:03, _Campo2021-05-TM_0015SET_003_IMG_0630
-18.2031607,-45.296642,2021:05:07 12:08:13, _Campo2021-05-TM_0015SET_003_IMG_0635
-18.2026139,-45.2958452,2021:05:07 12:08:23, _Campo2021-05-TM_0015SET_003_IMG_0640
-18.2020659,-45.2950243,2021:05:07 12:08:32, _Campo2021-05-TM_0015SET_003_IMG_0645
-18.2014336,-45.2941286,2021:05:07 12:08:43, _Campo2021-05-TM_0015SET_003_IMG_0650
-18.2006385,-45.293083,2021:05:07 12:08:58, _Campo2021-05-TM_0015SET_003_IMG_0655
-18.2005526,-45.2934541,2021:05:07 12:09:13, _Campo2021-05-TM_0015SET_003_IMG_0660
