,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0141638429413615,0.0189682047693932,0.0089116199937734,0.008085477476955,0.0030153015646626,0000SET_000_IMG_0041,1.7098819118838025,5.418028150751062,1.459304252429968,0.1527565005812416,0.2768961539292852,3.4551610741023837,-0.1779642019287823,-0.0486049172949171,-0.4943705213639383,0.3383561649587178,0.9072960340100196,-0.1600408273016575,-53.07622599916152,0.1450064864681514,1.3391990329123122,2.1284799826121845,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0112475351541638,0.0157306331741526,0.0060689116636847,0.0041747758672091,0.0010283007175954,0000SET_000_IMG_0048,1.6190263285888198,9.953554424963464,1.2469970196589402,0.373550419031359,0.3292062966027475,3.656059438594097,-0.1868403697666402,-0.1849076117133699,-0.710224053514958,0.1694374172141227,0.6878953094984435,-0.1548882571460357,-150.62544885530147,0.1661750332873163,1.3985849307018323,2.59200233021712,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.011509046628002,0.0160103543219909,0.006221412261962,0.0043891062222231,0.0010762903201752,0000SET_000_IMG_0052,1.6186912650587175,10.046177379993685,1.2544537809531913,0.3457941668231638,0.3302634195157823,3.632126077788895,-0.1869634426685486,-0.1726877006500613,-0.705033109239155,0.172997749523157,0.7054839058099874,-0.151701666574495,-140.94864901302918,0.1635685203383783,1.391110388156481,2.573427647590394,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0114760855083553,0.0160238958205306,0.0062016000091161,0.004328625672689,0.0010856258546558,0000SET_000_IMG_0053,1.6245679135293114,9.706609836593556,1.2534574021798537,0.3571004027241466,0.3291637413469245,3.646621915181834,-0.1860355501073193,-0.1778664952702166,-0.7020468762871924,0.1750557683597739,0.6979853048126445,-0.1562025411611867,-143.882480774844,0.1653750327240511,1.39628585103032,2.5838325266021878,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0123095928603039,0.0170220980680541,0.0068668303357859,0.0052253539618806,0.00135973108705,0000SET_000_IMG_0059,1.6369433097479094,9.2518161562728,1.2946177876207785,0.2694190340198953,0.3197468668526004,3.5988049337622083,-0.1877525323100828,-0.1357468868732066,-0.6694290561605587,0.1980143706134513,0.760955740328855,-0.1497568931331521,-110.13714002675096,0.160662582299138,1.3828319312612796,2.478887235548094,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0153273436987254,0.0192346866486735,0.0092410985582297,0.0080698422249604,0.0028406990510231,0000SET_000_IMG_0065,1.7823634812734264,6.880331918017593,1.4558245068980118,0.1432037800497246,0.3164202906791534,3.196849163740509,-0.1851858656124433,-0.0676598890804742,-0.529755564048257,0.3073984151476561,0.8732557254000681,-0.1666788206733408,-58.67528297772695,0.1130530501441493,1.254926295563727,2.081428579889343,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0162265521469714,0.0200551176733527,0.0101454833544275,0.0091696645046041,0.0033917798111131,0000SET_000_IMG_0070,1.846045329155825,7.007228835647319,1.5335648491982905,0.1120413159594177,0.3032178066261777,3.1301149985111376,-0.1861464363895164,-0.0505209101657026,-0.4988972631119487,0.3343142650402086,0.9038174115777784,-0.1608648497234755,-47.42785755030589,0.1055234101776824,1.2359444872640972,1.9767532972788944,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0156178163729308,0.0197926953677448,0.0093262997145678,0.008183875895132,0.0033768322679017,0000SET_000_IMG_0159,1.786832037939006,5.220073679714907,1.4555955843313129,0.1677934116386288,0.3178706356798671,3.2309791803243986,-0.1680141617335629,-0.065243424446466,-0.4683465034352511,0.3620763187169553,0.8775051355414496,-0.1964034993643471,-58.162053600129966,0.1178994256109089,1.2673151543803527,2.1222452605536954,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0153925238351797,0.0194160000493162,0.0092221306845089,0.0081514312212114,0.0033493405644481,0000SET_000_IMG_0165,1.7679297541788226,5.099106163497036,1.45128355529074,0.1679198463190772,0.317799399206744,3.2155944952793867,-0.1687170113719359,-0.0616280915282529,-0.4671521736605044,0.3631851118824674,0.8838989058031858,-0.1932945941013946,-57.711239087818896,0.1155888203558267,1.261391585760668,2.105370300372201,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.013541992423376,0.0178638223253195,0.0076652314502273,0.0064455642916764,0.0023249169938527,0000SET_000_IMG_0173,1.645165041926882,5.059946171878999,1.3397325698611655,0.2291408322086081,0.3289755611160107,3.4053061478279147,-0.1700422198598245,-0.0864350374606409,-0.5345580685078993,0.3033068223639559,0.84088319231186,-0.1890182550853482,-81.30107680623881,0.1376124114762223,1.3191428385739763,2.330500056171138,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
