,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
4766,-18.7010932,-45.1971171,679.288,2021-05-05, _Campo2021-05_0000SET_000_IMG_0163,0.0113787849945239,0.0155097035912236,0.0054470825229808,0.0032438331840152,0.0009814751493423,0000SET_000_IMG_0163,0.3824510530878001,3.5568842331637374,-0.166078779749842,-0.2535117602385709,-0.6946515223569202,0.1801836387096277,0.595517539954596,-0.216311639425915,-220.394413012768,0.1536314911686531,1.363036879481221,2.8473414026296493,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,99.738
5306,-18.7016683,-45.1969245,683.52,2021-05-05, _Campo2021-05_0000SET_000_IMG_0181,0.0106122759685418,0.0150298546311286,0.0053618087340348,0.003569705437752,0.0008171252781328,0000SET_000_IMG_0181,0.3493358627456491,3.7128614162697566,-0.1772350171229693,-0.2006494376892736,-0.7355125409904973,0.1523973193870172,0.6657651577708873,-0.1519074015429841,-185.9046655490886,0.172278143792138,1.4162706167538353,2.803131438785681,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,95.559
5336,-18.7015297,-45.1969078,683.185,2021-05-05, _Campo2021-05_0000SET_000_IMG_0182,0.0106243632824393,0.0150509099857705,0.0053629272306678,0.0035805131752454,0.0008159981132267,0000SET_000_IMG_0182,0.3495759430324008,3.7136680395847055,-0.1770936990599023,-0.1992984773783373,-0.7358770116771192,0.1521553580963079,0.667641573573906,-0.1510953405301992,-185.16628663848644,0.172405047342261,1.416641128099197,2.806472908993087,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,86.224
5366,-18.7013309,-45.1968854,682.877,2021-05-05, _Campo2021-05_0000SET_000_IMG_0183,0.0106551328384415,0.0150893379133303,0.0053774600708675,0.0035414501973807,0.0008280577930809,0000SET_000_IMG_0183,0.3497617190288761,3.711912554481321,-0.1767137620210545,-0.2058558521463203,-0.7331220983532777,0.1539867859859936,0.658573034612861,-0.1561043940646525,-188.51871858345208,0.1722391234080283,1.4161567145264593,2.8060343943932,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,76.585
5396,-18.7011717,-45.1968673,682.667,2021-05-05, _Campo2021-05_0000SET_000_IMG_0184,0.01063931190843,0.0150361747730106,0.005357985391418,0.0035237858746299,0.0007988259494964,0000SET_000_IMG_0184,0.3512413626963018,3.7044257753300425,-0.177568569526558,-0.2065128071694036,-0.7405066014649849,0.1490907292834162,0.6576699294988791,-0.1516128895068562,-189.7946475104331,0.1712474984070643,1.4132657170335208,2.806311267121848,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,72.929
5426,-18.7009934,-45.1968432,682.722,2021-05-05, _Campo2021-05_0000SET_000_IMG_0185,0.0106615063430934,0.0151450633818806,0.0053792003616756,0.0035000770843543,0.0008076221569811,0000SET_000_IMG_0185,0.348780711458593,3.723490460104882,-0.1771478446540847,-0.2116302017526767,-0.7389218279510454,0.1501379578152632,0.6506686587268223,-0.1549928816077591,-191.9126168939249,0.173737040085893,1.420536919878276,2.815486013457021,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
5456,-18.7007963,-45.1968161,682.748,2021-05-05, _Campo2021-05_0000SET_000_IMG_0186,0.0106694652311844,0.0151959583043218,0.0053698939428359,0.0034897121497471,0.0007935719411857,0000SET_000_IMG_0186,0.3487487384616788,3.733231698501752,-0.1769281680374633,-0.2122195697462027,-0.7424916577398486,0.1477816786762469,0.6498661215465541,-0.1530254109588018,-192.8311763772317,0.1750016993506313,1.424247417753188,2.8298432829562823,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,80.112
5486,-18.7006177,-45.1967884,682.665,2021-05-05, _Campo2021-05_0000SET_000_IMG_0187,0.0106852312038962,0.0152561125622202,0.0053581797469057,0.0034883566757455,0.0007887193647076,0000SET_000_IMG_0187,0.3491748920483359,3.7423478211525367,-0.1761458628895915,-0.2113621627524861,-0.7433765056538906,0.1471991239493371,0.6510339033997495,-0.1522865777637231,-193.080815024974,0.176200639393797,1.4277756158104749,2.8472565839230133,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,90.217
6356,-18.7004833,-45.1964649,678.303,2021-05-05, _Campo2021-05_0000SET_001_IMG_0216,0.0115587094725263,0.0166266159242019,0.0054461181235997,0.0038711429738357,0.0009985091237471,0000SET_001_IMG_0216,0.3676389336707441,3.757928388476053,-0.1577987458810351,-0.1690384259165513,-0.6901266480049166,0.1833432733344974,0.7108077507648706,-0.171550648304719,-171.8067909694623,0.1798065617601097,1.4384491593738402,3.052929728452579,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,83.684
6386,-18.7006577,-45.1964912,678.323,2021-05-05, _Campo2021-05_0000SET_001_IMG_0217,0.0117571195355941,0.0167023154305642,0.0056007104807511,0.0041253670424633,0.001128228964551,0000SET_001_IMG_0217,0.3685961434770387,3.708041497620549,-0.1571528570935585,-0.1516894590616227,-0.6646636594898507,0.2014439004530896,0.7365792351955417,-0.1775243756077197,-157.34782671385224,0.1737629682687142,1.4206128788602317,2.9821779733067526,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,67.335
