,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
4766,-18.7010932,-45.1971171,679.288,2021-05-05, _Campo2021-05_0000SET_000_IMG_0163,0.0112493736883657,0.0153971955207558,0.0053254795831484,0.0031052317655505,0.0008974235574982,0000SET_000_IMG_0163,0.3847385127526466,3.5744305228537314,-0.1661773412891898,-0.2633523703715165,-0.7115739913621886,0.1685150686405687,0.5830896010523621,-0.2092283041482305,-233.1433161076231,0.1556606330758048,1.3687158011898788,2.8912317248342627,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,99.738
5306,-18.7016683,-45.1969245,683.52,2021-05-05, _Campo2021-05_0000SET_000_IMG_0181,0.0105562703827144,0.0149179877949661,0.0053158161783765,0.0035391473013864,0.0007969945940206,0000SET_000_IMG_0181,0.3512842533700308,3.705469896125944,-0.1773877595507415,-0.2006410168772003,-0.7392379304069105,0.1499289229117041,0.6657768407761776,-0.149694321349188,-187.82350905797847,0.1712205859667881,1.4131873525515122,2.8063400415629483,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,95.559
5336,-18.7015297,-45.1969078,683.185,2021-05-05, _Campo2021-05_0000SET_000_IMG_0182,0.0105669484458861,0.0149387157589035,0.0053143573330872,0.0035468542421089,0.0007960952175933,0000SET_000_IMG_0182,0.3516092813847366,3.706734970353457,-0.1771474006407343,-0.1994651720003858,-0.7394316669705121,0.1498008447111393,0.6674098145463757,-0.1491128341825779,-187.30527565956947,0.1714037822311032,1.4137208897540716,2.811010781283943,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,86.224
5366,-18.7013309,-45.1968854,682.877,2021-05-05, _Campo2021-05_0000SET_000_IMG_0183,0.0105932752738836,0.0149775151550395,0.0053261196034093,0.0035032044963334,0.0008043406856743,0000SET_000_IMG_0183,0.3516708623527618,3.706735769664361,-0.1768337560899337,-0.2064614557674944,-0.73759207376106,0.1510181418305803,0.6577404859798802,-0.153672041260571,-191.05342300538203,0.1714550003193053,1.4138700985109578,2.8120876492244467,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,76.585
5396,-18.7011717,-45.1968673,682.667,2021-05-05, _Campo2021-05_0000SET_000_IMG_0184,0.0105811771101027,0.0149284949274797,0.0053222683934353,0.0034942051955768,0.0007807183553767,0000SET_000_IMG_0184,0.3522732025039603,3.698846128109583,-0.1780324745597556,-0.207346302283126,-0.7441520398094675,0.1466890238642736,0.6565255521286175,-0.1496486188254858,-191.6806717747525,0.1704184127091977,1.4108538938665214,2.804912083331443,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,72.929
5426,-18.7009934,-45.1968432,682.722,2021-05-05, _Campo2021-05_0000SET_000_IMG_0185,0.0106191487945041,0.0150487147888649,0.0053462759001587,0.0034845702864225,0.0007921508717165,0000SET_000_IMG_0185,0.3503869246194361,3.7150509263408704,-0.177425168777699,-0.2108184849335425,-0.7419042692352557,0.1481687227726099,0.651775245329008,-0.1527345503119794,-192.8099251863742,0.1725724456955137,1.417130043102259,2.8148032518146304,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
5456,-18.7007963,-45.1968161,682.748,2021-05-05, _Campo2021-05_0000SET_000_IMG_0186,0.0106228268914112,0.0150963865485665,0.0053327133193689,0.0034696128405053,0.0007768566729954,0000SET_000_IMG_0186,0.3504225037576711,3.72564195452914,-0.1771382572412545,-0.211660014071806,-0.7456918657233453,0.1456775615846038,0.6506280448085126,-0.1507721058822242,-194.0796946505948,0.1739384319662607,1.4211270411242676,2.8309015775768502,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,80.112
5486,-18.7006177,-45.1967884,682.665,2021-05-05, _Campo2021-05_0000SET_000_IMG_0187,0.010641516448072,0.015145554835287,0.0053214929318037,0.0034690668085953,0.0007736625739629,0000SET_000_IMG_0187,0.3512597309326297,3.731007393617894,-0.1763608712236981,-0.2107290295400824,-0.7461385281373243,0.1453844971472451,0.6518972876695098,-0.1503152043227146,-194.29039142059213,0.1746626570238537,1.4232515552828966,2.846110110335798,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,90.217
6356,-18.7004833,-45.1964649,678.303,2021-05-05, _Campo2021-05_0000SET_001_IMG_0216,0.011407845096374,0.0165186222457221,0.0052915805937715,0.0037351297687299,0.000909620093754,0000SET_001_IMG_0216,0.3702648085064393,3.785059802840994,-0.1569106627894955,-0.1724272478606802,-0.7066309769384448,0.1718995067040415,0.7058627762612869,-0.163794690752735,-180.06934090116096,0.1830083657464315,1.448005482733331,3.1216801772168954,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,83.684
6386,-18.7006577,-45.1964912,678.323,2021-05-05, _Campo2021-05_0000SET_001_IMG_0217,0.0115803415413171,0.0165744068043749,0.0054249842355202,0.003962595648808,0.0010241775385137,0000SET_001_IMG_0217,0.3713772310796765,3.7386733625877273,-0.1563077972842145,-0.1557790830790733,-0.6823842929053755,0.1887890349630651,0.7304345002263455,-0.1700202310490166,-166.00660008200558,0.1773791476215396,1.4312537108892385,3.055199072442205,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,67.335
