,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0132809609593026,0.0080512187935387,0.0181116771661494,0.0068929830530923,0.002494667312582,0000SET_000_IMG_0041,13.450655465399574,4610.380176466022,5.285409290290524,0.6480512181455279,-0.5999981283235734,0.4695074888525035,-0.7320869238169305,-0.4486641295938922,-0.7578738611152654,0.1377380620081124,0.3805822613697663,-0.174076173333271,-69.77931384089081,-0.2451574206835254,0.6062226083045033,0.4445319293006378,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0111236364290002,0.0059423154075399,0.0156616109573927,0.0040101122954512,0.0009649134499195,0000SET_000_IMG_0048,28.234468549362116,12099991.317934291,4.42120752184992,1.1730056745824988,-0.7636710974032943,0.0198298485559931,-0.8611706893491833,-0.592296796380412,-0.8839308292844247,0.0616101020862119,0.2560472422894861,-0.153875631844885,-159.4709161300658,-0.3036057449996146,0.5342061874701167,0.3794191685456832,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.011519803966042,0.006220014377742,0.0160361161248957,0.0043285241613349,0.0010884158169177,0000SET_000_IMG_0052,25.651098700758418,3828146.528828009,4.50306391332963,1.085696353649774,-0.7260935239981261,0.0545933348968716,-0.8426072927187357,-0.5748980487259969,-0.8728822696449778,0.0678727821899443,0.2699234732164957,-0.1569697969884712,-144.21859233265846,-0.2987510630376346,0.5399409917110843,0.387875363915928,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0114980318512997,0.006195350540868,0.0160621499136323,0.0043125839439373,0.0010848062766674,0000SET_000_IMG_0053,26.23675868191105,4230145.620326686,4.538090763748281,1.096643276347095,-0.736700535704174,0.0470284781481069,-0.8464940905586765,-0.5766733470891358,-0.8734695225638831,0.0675380495450799,0.2684935682412673,-0.1571972577043285,-144.90813805691596,-0.2996985648588609,0.5388183491740544,0.3857111640833255,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0122636623017321,0.0067693415359058,0.0169691388407055,0.0050322678591814,0.0013261869433592,0000SET_000_IMG_0059,22.760982526628087,1121264.468256405,4.868333750287422,0.9172200234502416,-0.6951158416242866,0.1279632992825909,-0.8218856062232411,-0.5425503534546936,-0.8550245063671603,0.07815287244736,0.296554109576263,-0.1553970843717938,-117.17585152676646,-0.2886733388326881,0.551983687201637,0.398920746624309,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0152128238837867,0.0090869017483844,0.019036395471391,0.0079130867415554,0.0027592776561704,0000SET_000_IMG_0065,12.195428661133418,4563.12879346953,4.9815031027949255,0.454890289976512,-0.4207783569668407,0.3918467261508489,-0.6698478024653438,-0.4127466584308628,-0.7468050066615106,0.1449474854794439,0.415681989452659,-0.1673196170890042,-60.63892001402537,-0.2520984075347755,0.5973185397925301,0.4773436106662483,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0161253474470114,0.0100337654841311,0.0199765068751901,0.0091498530589461,0.00334871721058,0000SET_000_IMG_0070,10.825585834692848,2090.8450480943284,5.302518255498939,0.3392242229515763,-0.3838199561539983,0.5370082558677005,-0.635640425131338,-0.3717132467196878,-0.7128673063747384,0.1676327714100483,0.4580306815457208,-0.1583179899192311,-47.27720496046614,-0.2328665340799172,0.6222356148977561,0.5022782785208847,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0154659218743118,0.0091659263616511,0.0195214116177844,0.0079688482428536,0.0032175829797955,0000SET_000_IMG_0159,13.622549146309993,1995.2030069226728,5.264378849209885,0.5568857099821951,-0.4424527956541498,0.3595664859154013,-0.6619003365807135,-0.4202420578596408,-0.7169986591985956,0.164823274197252,0.4082106560159727,-0.1957267405695813,-60.83036297700119,-0.2557662523863153,0.5926530882633831,0.4695319447749749,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0151886490382194,0.0088882612139363,0.0190856769399211,0.0078054910644354,0.0031260284351313,0000SET_000_IMG_0165,12.790239577633518,1764.8064793956426,5.036066263578722,0.5587688933835916,-0.4384465991606294,0.3145650953743377,-0.662861153596769,-0.4194754900069143,-0.7185242301437718,0.1637892355074214,0.4089711404529133,-0.1946774760691184,-62.27629725989412,-0.261677588955543,0.5851910325645586,0.4657032203738562,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0131435548898334,0.0072619191891501,0.0174301049891204,0.005905036803674,0.0019926922362834,0000SET_000_IMG_0173,16.606896802283035,17699.027984874305,4.7498768518888985,0.7991787570496739,-0.590277857359175,0.1204655396787224,-0.7565329133292067,-0.4938932142681556,-0.794808933733079,0.1143247408737473,0.3387837771120617,-0.1858465231760499,-93.26403736217443,-0.2882381305093547,0.5525079972669515,0.4166308346210695,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
