,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0104202218246984,0.0156488680515568,0.0054097594035296,0.0034057046369005,0.0008575886709055,0000SET_000_IMG_0041,1.5988731573837072,8.929268388844863,1.208425383142829,0.4850489056583415,0.3201805015328469,3.93737909907297,-0.1746194728788903,-0.2273340073123732,-0.7263312454581365,0.1585262128933064,0.6295482632145243,-0.1695090437789505,-197.65774610801637,0.2005688058799807,1.5017787831027998,2.892710541128075,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0107656345928985,0.0153443037081411,0.005600979770797,0.0034625691406786,0.0007871534707792,0000SET_000_IMG_0048,1.6401714209932818,12.895026629155003,1.2170467837876204,0.4631934427475027,0.3365845019973981,3.7345995709203166,-0.184367586185607,-0.2359352446822349,-0.75355759154924,0.1405385312911406,0.6182077569235513,-0.1542149646225335,-195.91473625832683,0.1753611618094208,1.425304154226347,2.7395749201139603,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0109104165786114,0.0154792336745433,0.0056800211533296,0.0035504937597441,0.0008262818944825,0000SET_000_IMG_0052,1.642571611923253,12.243501573633097,1.2205842896143144,0.4525210294562127,0.337897568784917,3.715059585383603,-0.1839258653405938,-0.2307051571488531,-0.7460057152547307,0.1454716227593866,0.625084601606249,-0.1569897905134594,-189.9954380723567,0.1731291264606938,1.418757346524104,2.7252070470669727,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.010932305423708,0.0155545929296825,0.0056856988479132,0.00353697955613,0.0008433921368868,0000SET_000_IMG_0053,1.6473297036189498,11.694097613989404,1.220582819706828,0.4586003430996882,0.3373027246365807,3.7255208821031367,-0.1828189411391218,-0.2329821335677504,-0.7416509774943396,0.1483357032172653,0.6220835205558177,-0.1613030417867903,-191.25509325022364,0.1745122227715581,1.4228099496699498,2.7357398528751555,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0112552366534522,0.0158027808853217,0.0058795016451428,0.0037220704633264,0.0009721315343289,0000SET_000_IMG_0059,1.6606698160031097,9.789853398591609,1.2300232796319943,0.445919204851764,0.3401765200264602,3.6706596672521616,-0.1813647324229013,-0.224695618326233,-0.7162336310584985,0.1653425057091363,0.6330588352503129,-0.1748088268201509,-179.8201381676485,0.1680664233938391,1.4040380821734817,2.6877755699544306,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.0117768881470379,0.0160304840571763,0.0064885747748318,0.0045744148998936,0.0015064392823953,0000SET_000_IMG_0065,1.6530927195983822,6.007496268339757,1.27249590426272,0.3831527206849101,0.3298910596426253,3.5462336430341352,-0.1791659943934385,-0.1730237423353386,-0.623155313646121,0.2321679775100304,0.7049953277316097,-0.2014035785578411,-133.69511862277065,0.1529664823738277,1.3611816514711703,2.470570905548646,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0118678972420711,0.0161370645138683,0.006677644333575,0.0049260454018532,0.001644597694835,0000SET_000_IMG_0070,1.639459179585158,5.694443124651615,1.2882328662553957,0.347282400799776,0.3216355058899071,3.5409518413052297,-0.1797198183165728,-0.1509518930322522,-0.60477051995826,0.2462841104857907,0.737692089571945,-0.1952822767949126,-118.74167001949073,0.15244324591487,1.3597239835093295,2.416580414852527,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0120059045789993,0.0165185490800329,0.0059898840419132,0.0035783109909947,0.001080640261921,0000SET_000_IMG_0159,1.729089724461928,8.41533443610741,1.223168294182806,0.4930968073629963,0.3641978788777565,3.5837197298199275,-0.1721064963653633,-0.2520405408360067,-0.6943252818365984,0.1804108818066264,0.5973923645192585,-0.2119882347837762,-196.16910664325556,0.1582026620027719,1.3758687628524977,2.757741045477199,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0117389024227614,0.0160084934537188,0.0058428293569669,0.0034781793622758,0.0010337659975594,0000SET_000_IMG_0165,1.709220773256453,8.319905855925365,1.2165687543339836,0.5043926430267875,0.3683090531186013,3.553773481386779,-0.1733158448747925,-0.2536903532564467,-0.6993378425621755,0.1769290072329004,0.5952902523378459,-0.2091514306182858,-202.31989745461527,0.1538735760993152,1.3637129671236372,2.7398529848609248,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0111404869511829,0.0156428575460474,0.0053753039732136,0.0035151048971589,0.000676655329565,0000SET_000_IMG_0173,1.5666187047611884,15.479487017463,1.1910433863366807,0.4157051090890059,0.368550500507884,3.6725867495595264,-0.1754317368443098,-0.209236617030501,-0.7763847059399981,0.125882244601781,0.6539360219767091,-0.1317609297899322,-194.7238483655144,0.1681033746674205,1.4041448649950117,2.910134501043928,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
