,lat_d,long_d,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1106,-18.7009934,-45.1968432,2021-05-05, _Campo2021-05-TM_0000SET_000_IMG_0185,0.0134969270726479,0.0183286607534394,0.0082601425420715,0.0072150716717846,0.0026443701178162,0000SET_000_IMG_0041,1.6760809052381005,5.234877053565949,1.4060212146262292,0.1914984311675626,0.2857156123419279,3.51554189081554,-0.1764546331380586,-0.0675319162529699,-0.5149952684188213,0.3201361361922742,0.8734802862100713,-0.1705825590585768,-64.50782283058358,0.1518191496475973,1.3579876852549064,2.218927901072624,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,73.5
1316,-18.7013315,-45.1965885,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0220,0.0111888989496717,0.0156972749933021,0.0060036142683191,0.0040780045417266,0.0009875962373339,0000SET_000_IMG_0048,1.6204461545042566,10.396103835484734,1.2425253431948144,0.3832455631992839,0.3303302441707315,3.668629037014499,-0.1865649624087194,-0.1910020367635553,-0.7174748960754813,0.1645002815296474,0.6792582533568342,-0.1539106242308826,-155.84367215328552,0.1676838085326968,1.4029329484437505,2.614637498637474,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,46.538
1436,-18.701799,-45.1963693,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0240,0.0114789270389716,0.0159620841529145,0.0061755899590018,0.0042988437034662,0.0010776379192366,0000SET_000_IMG_0052,1.623385351853032,9.68412942075942,1.2510200260971265,0.360084133725387,0.3322459040539183,3.631037048720451,-0.1857785780602935,-0.17917400749411,-0.7028528712106789,0.1744995905477483,0.6961025152260999,-0.1568012060137563,-145.50453655605816,0.1633743407848068,1.3905554150420445,2.584705956658844,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,71.381
1466,-18.7009473,-45.1962405,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0245,0.0114746111236356,0.0160262699334459,0.006198169060121,0.004302470167402,0.0010802437005682,0000SET_000_IMG_0053,1.6284876047776131,9.792378469115002,1.253180550988278,0.3607944869925069,0.3292370642343274,3.647688143625341,-0.1861004143441771,-0.1805317611284296,-0.7031650344419568,0.1742843233364647,0.6941517931616418,-0.1569331582261552,-145.27569857024815,0.1655095631431868,1.3966721626351866,2.585645821853887,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.209
1646,-18.7010998,-45.1959297,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0275,0.0123349083634601,0.0169842539014431,0.0068453281368099,0.0051368178868637,0.0013406861594538,0000SET_000_IMG_0059,1.6457401102124811,9.415104095137558,1.291848705278679,0.2782786989683604,0.3232158597313342,3.582297186754264,-0.1877489516112637,-0.1425880010617988,-0.6724447060724723,0.1958541844392275,0.7504122204516539,-0.1523050594872179,-113.6023210303503,0.1585770253588911,1.3769258271715932,2.4811453245188333,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,27.48
1826,-18.7011728,-45.1956825,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0305,0.01529408108636,0.0191334687721335,0.0091392881108122,0.0079724296780544,0.0027941618023001,0000SET_000_IMG_0065,1.7721311482301816,6.806122711254039,1.4450464318668512,0.1458936248095537,0.3216767983289996,3.18546498535901,-0.1843037432112444,-0.0681906075798534,-0.5317093007228504,0.3057307930794388,0.8723250193439736,-0.1677824429549617,-60.04750434167643,0.1115207937118504,1.2510374872536574,2.093540387406949,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,51.887
1976,-18.701076,-45.1953285,2021-05-05, _Campo2021-05-TM_0000SET_001_IMG_0330,0.0161705672162523,0.0199976450903171,0.0100630057377112,0.0091338752175122,0.0033499839838588,0000SET_000_IMG_0070,1.832134918630184,6.953973475827296,1.5252028505120885,0.1112988335068034,0.3054140350504768,3.1328842944830004,-0.1856055725660812,-0.0484000771982797,-0.5004866098612529,0.3329009315084365,0.9076686882213458,-0.1595992861774084,-47.64180573590931,0.1058132993034236,1.2366693649569926,1.9872437332889272,Região 2,Seco,,Campanha 4,TM01,MD,2021-05-05,,,,-18.701184,-45.196175,Subsuperfície,230,26.6,7,,80.7,6.32,0.35,1.67,-0.18,0.15,,,1.43,-158.76,51,,,,5.75,Não,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,89.962
4648,-18.706597,-45.1904332,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0091,0.0155132611164572,0.0196044924442854,0.0092061062826581,0.0080437800778069,0.0032623464717684,0000SET_000_IMG_0159,1.7778950593862637,5.294660414410637,1.4452271733464752,0.1699275819898036,0.3217198737342266,3.221329762360776,-0.1692522786404568,-0.0673816731636641,-0.4767038804216963,0.3543676741940084,0.8737439945657896,-0.1952797547856208,-59.85868039324676,0.1165003712652537,1.2637247769579556,2.1295096800278253,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,96.094
4828,-18.7064468,-45.1909026,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0121,0.0152775798963782,0.0192932740419063,0.0090270368640957,0.0079092894462039,0.003202968185587,0000SET_000_IMG_0165,1.7553530589399904,5.115109480081985,1.4326726411167687,0.1750590810796335,0.3239752371062525,3.221158199037712,-0.1684675966901414,-0.0659970407639144,-0.4762114696477417,0.3548194422830534,0.8761778161848935,-0.1953112812966363,-60.97821457469212,0.1161583729663395,1.2628488394605015,2.137276531864373,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,51.592
5068,-18.706878,-45.1910117,2021-05-05, _Campo2021-05-TM_0002SET_000_IMG_0161,0.0132505831485384,0.0175262773186048,0.0073715781852777,0.006035675687015,0.0020843544778695,0000SET_000_IMG_0173,1.6350854708309164,5.325844144555884,1.3184265446976884,0.2484248752043496,0.3354394579286907,3.418908061337936,-0.1717921720135405,-0.0996402776427962,-0.5591435446673816,0.2827555274435414,0.8187765950945586,-0.1880361962049243,-90.21315625599512,0.138925611812519,1.3226796981035531,2.3775475044960883,Região 2,Seco,Tanque-Rede,Campanha 4,TM01,MD EXTRA 1,2021-05-05,,,,-18.706648,-45.191344,Subsuperfície,200,26.7,7.2,,80.8,6.37,0.28,1.35,0.22,0.11,,,1.33,-160,51,,,,5.0,Não,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,43.347
